id,business_name,business_type,owner_name,address,city,state,zip,county,phone,email,website,priority,source,scraped_at,enrichment_status,discovered_at,status
TX_HOU_31967,William's Chinese,chinese,William (Owner),2742 Washington St,Houston,TX,77095,Harris,(713) 462-3858,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229750+00:00,pending,2026-03-29T01:12:01.229752+00:00,new
TX_HOU_92377,Deli by Isabella,deli,Isabella (Owner),7464 Dallas St,Houston,TX,77086,Harris,(281) 419-6717,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229761+00:00,pending,2026-03-29T01:12:01.229763+00:00,new
TX_HOU_46464,Mexican by Patricia,mexican,Patricia (Owner),4950 Pine St,Houston,TX,77032,Harris,(281) 393-7563,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229772+00:00,pending,2026-03-29T01:12:01.229774+00:00,new
TX_HOU_38599,Francisco's Sandwich,sandwich,Francisco (Owner),952 2nd St,Houston,TX,77093,Harris,(832) 773-3134,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229789+00:00,pending,2026-03-29T01:12:01.229791+00:00,new
TX_HOU_96185,Luis's Seafood,seafood,Luis (Owner),7490 Houston St,Houston,TX,77068,Harris,(832) 732-5714,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229800+00:00,pending,2026-03-29T01:12:01.229801+00:00,new
TX_HOU_21871,Francisco's Place,food truck,Francisco (Owner),5261 Cedar St,Houston,TX,77057,Harris,(713) 292-2227,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229811+00:00,pending,2026-03-29T01:12:01.229812+00:00,new
TX_HOU_38672,Elena's Deli,deli,Elena (Owner),2530 3rd St,Houston,TX,77092,Harris,(832) 491-5892,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229825+00:00,pending,2026-03-29T01:12:01.229827+00:00,new
TX_HOU_99859,Jennifer's Place,chinese,Jennifer (Owner),7753 Market St,Houston,TX,77007,Harris,(713) 780-6597,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229835+00:00,pending,2026-03-29T01:12:01.229837+00:00,new
TX_HOU_34412,Vietnamese House,vietnamese,Francisco (Owner),185 Cedar St,Houston,TX,77076,Harris,(713) 378-7517,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229846+00:00,pending,2026-03-29T01:12:01.229847+00:00,new
TX_HOU_25023,Maria Mexican,mexican,Maria (Owner),1093 Jefferson Blvd,Houston,TX,77068,Harris,(832) 754-3583,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229857+00:00,pending,2026-03-29T01:12:01.229858+00:00,new
TX_HOU_76700,Bbq by Luis,bbq,Luis (Owner),9823 Washington St,Houston,TX,77074,Harris,(346) 953-6546,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229867+00:00,pending,2026-03-29T01:12:01.229869+00:00,new
TX_HOU_21966,Diner House,diner,David (Owner),8131 Elm St,Houston,TX,77051,Harris,(281) 704-6269,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229878+00:00,pending,2026-03-29T01:12:01.229880+00:00,new
TX_HOU_32614,Carmen's Deli,deli,Carmen (Owner),7051 1st St,Houston,TX,77003,Harris,(832) 717-1063,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229890+00:00,pending,2026-03-29T01:12:01.229891+00:00,new
TX_HOU_38006,Sushi House,sushi,Luis (Owner),2236 Broadway,Houston,TX,77095,Harris,(832) 902-5641,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229903+00:00,pending,2026-03-29T01:12:01.229905+00:00,new
TX_HOU_67967,The Michael Cafe,cafe,Michael (Owner),3204 Cedar St,Houston,TX,77005,Harris,(832) 607-7827,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229914+00:00,pending,2026-03-29T01:12:01.229916+00:00,new
TX_HOU_30805,Carlos & Family Seafood,seafood,Carlos (Owner),2500 Commerce St,Houston,TX,77010,Harris,(346) 911-1834,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229932+00:00,pending,2026-03-29T01:12:01.229934+00:00,new
TX_HOU_30178,Tony Deli,deli,Tony (Owner),6032 Houston St,Houston,TX,77012,Harris,(832) 783-5530,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229944+00:00,pending,2026-03-29T01:12:01.229945+00:00,new
TX_HOU_40179,Roberto's Vietnamese,vietnamese,Roberto (Owner),5794 Oak St,Houston,TX,77072,Harris,(832) 400-6513,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229954+00:00,pending,2026-03-29T01:12:01.229956+00:00,new
TX_HOU_36420,Jennifer & Family Deli,deli,Jennifer (Owner),5728 Oak St,Houston,TX,77027,Harris,(281) 977-5128,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229964+00:00,pending,2026-03-29T01:12:01.229966+00:00,new
TX_HOU_43315,The Miguel Thai,thai,Miguel (Owner),3240 Texas Ave,Houston,TX,77085,Harris,(346) 843-4896,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229975+00:00,pending,2026-03-29T01:12:01.229976+00:00,new
TX_HOU_73269,Jose's Seafood,seafood,Jose (Owner),3823 Commerce St,Houston,TX,77025,Harris,(281) 232-9332,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229985+00:00,pending,2026-03-29T01:12:01.229987+00:00,new
TX_HOU_91219,Juan's Taqueria,taqueria,Juan (Owner),8811 1st St,Houston,TX,77077,Harris,(713) 471-3332,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229996+00:00,pending,2026-03-29T01:12:01.229998+00:00,new
TX_HOU_84790,Francisco's Place,taqueria,Francisco (Owner),9500 Market St,Houston,TX,77039,Harris,(713) 450-9105,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.230006+00:00,pending,2026-03-29T01:12:01.230008+00:00,new
TX_HOU_20046,Roberto Taqueria,taqueria,Roberto (Owner),941 3rd St,Houston,TX,77010,Harris,(713) 624-7836,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.230019+00:00,pending,2026-03-29T01:12:01.230021+00:00,new
TX_HOU_10684,The Tony Diner,diner,Tony (Owner),2516 2nd St,Houston,TX,77092,Harris,(713) 642-4544,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.230033+00:00,pending,2026-03-29T01:12:01.230034+00:00,new
TX_HOU_70441,The William Restaurant,restaurant,William (Owner),6280 Elm St,Houston,TX,77096,Harris,(832) 675-2961,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.230043+00:00,pending,2026-03-29T01:12:01.230045+00:00,new
TX_HOU_77844,Lisa's Chinese,chinese,Lisa (Owner),6128 Oak St,Houston,TX,77083,Harris,(713) 512-6762,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.230054+00:00,pending,2026-03-29T01:12:01.230056+00:00,new
TX_HOU_57648,The Maria Sandwich,sandwich,Maria (Owner),9843 Texas Ave,Houston,TX,77074,Harris,(281) 506-6449,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231244+00:00,pending,2026-03-29T01:12:01.231252+00:00,new
TX_HOU_50259,Carlos's Place,vietnamese,Carlos (Owner),7618 Market St,Houston,TX,77020,Harris,(346) 530-7204,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231271+00:00,pending,2026-03-29T01:12:01.231274+00:00,new
TX_HOU_63796,Bbq by John,bbq,John (Owner),377 1st St,Houston,TX,77026,Harris,(346) 240-7907,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231285+00:00,pending,2026-03-29T01:12:01.231287+00:00,new
TX_HOU_30735,Mike's Seafood,seafood,Mike (Owner),6683 Jefferson Blvd,Houston,TX,77003,Harris,(713) 830-3326,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231297+00:00,pending,2026-03-29T01:12:01.231298+00:00,new
TX_HOU_57604,Deli House,deli,Mike (Owner),1104 Jefferson Blvd,Houston,TX,77006,Harris,(346) 711-2896,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231307+00:00,pending,2026-03-29T01:12:01.231308+00:00,new
TX_HOU_95132,Hector's Cafe,cafe,Hector (Owner),2584 Texas Ave,Houston,TX,77061,Harris,(346) 825-2128,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231317+00:00,pending,2026-03-29T01:12:01.231319+00:00,new
TX_HOU_11006,The Michael Food Truck,food truck,Michael (Owner),8569 Oak St,Houston,TX,77045,Harris,(281) 873-4031,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231340+00:00,pending,2026-03-29T01:12:01.231342+00:00,new
TX_HOU_61707,Carlos's Place,diner,Carlos (Owner),8383 Dallas St,Houston,TX,77091,Harris,(832) 783-7450,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231352+00:00,pending,2026-03-29T01:12:01.231354+00:00,new
TX_HOU_76790,Seafood by Patricia,seafood,Patricia (Owner),6665 Jefferson Blvd,Houston,TX,77026,Harris,(281) 584-3726,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231364+00:00,pending,2026-03-29T01:12:01.231366+00:00,new
TX_HOU_60390,The Michael Taqueria,taqueria,Michael (Owner),8385 Cedar St,Houston,TX,77086,Harris,(832) 594-8552,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231378+00:00,pending,2026-03-29T01:12:01.231381+00:00,new
TX_HOU_15724,Robert & Family Italian,italian,Robert (Owner),2261 Main St,Houston,TX,77014,Harris,(281) 758-1578,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231393+00:00,pending,2026-03-29T01:12:01.231395+00:00,new
TX_HOU_74268,Maria's Place,seafood,Maria (Owner),808 Pine St,Houston,TX,77068,Harris,(832) 744-8082,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231407+00:00,pending,2026-03-29T01:12:01.231409+00:00,new
TX_HOU_75032,John's Sushi,sushi,John (Owner),819 3rd St,Houston,TX,77038,Harris,(713) 234-1809,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231420+00:00,pending,2026-03-29T01:12:01.231421+00:00,new
TX_HOU_99953,Deli by Jose,deli,Jose (Owner),2316 Pine St,Houston,TX,77093,Harris,(713) 434-5278,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231435+00:00,pending,2026-03-29T01:12:01.231437+00:00,new
TX_HOU_81759,Elena & Family Sushi,sushi,Elena (Owner),547 Dallas St,Houston,TX,77080,Harris,(713) 214-6433,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231449+00:00,pending,2026-03-29T01:12:01.231450+00:00,new
TX_HOU_18838,Bbq by Maria,bbq,Maria (Owner),4742 Cedar St,Houston,TX,77065,Harris,(832) 203-3293,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231466+00:00,pending,2026-03-29T01:12:01.231469+00:00,new
TX_HOU_98855,Maria Chinese,chinese,Maria (Owner),8313 Texas Ave,Houston,TX,77097,Harris,(832) 219-8567,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231485+00:00,pending,2026-03-29T01:12:01.231487+00:00,new
TX_HOU_13933,Jennifer's Sushi,sushi,Jennifer (Owner),3153 Market St,Houston,TX,77065,Harris,(832) 703-6535,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231498+00:00,pending,2026-03-29T01:12:01.231500+00:00,new
TX_HOU_39005,David's Restaurant,restaurant,David (Owner),7887 Market St,Houston,TX,77024,Harris,(281) 699-4482,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.231511+00:00,pending,2026-03-29T01:12:01.231513+00:00,new
