license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-841746,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Madera LLC 12,Jennifer Miller,8077 Front Blvd,Madera,CA,91149,Fresno,(559) 725-9115,2013-01-25,2014-01-25
41-322675,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Group,Christopher Miller Johnson,1196 Maple Dr #899,Clovis,CA,94049,Fresno,(559) 596-6279,2014-04-01,2015-04-01
41-432468,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Madera,Matthew Williams Lopez,5018 Madison Blvd,Madera,CA,93109,Fresno,(559) 487-6569,2002-08-10,2003-08-10
41-968235,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Clovis Co,Steven Jones,7213 Front St,Clovis,CA,91206,Fresno,(559) 804-6877,2008-02-26,2009-02-26
41-638329,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Madera Co,Matthew Garcia,8153 Lincoln Ct #204,Madera,CA,95146,Fresno,(559) 467-9510,2010-12-27,2011-12-27
41-439666,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe,Daniel Moore,6117 Oak Ct #540,Madera,CA,93438,Fresno,(559) 501-3307,2018-10-13,2019-10-13
41-559119,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Clovis Hills LLC,Kenneth Moore,1090 2nd Ln #545,Clovis,CA,90318,Fresno,(559) 658-4174,2022-05-10,2023-05-10
41-392930,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner 7,Matthew Hernandez Jones,1942 5th Dr,Madera,CA,91340,Fresno,(559) 908-9667,2007-08-15,2008-08-15
41-149211,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Corp,Robert Taylor Martin,5643 Sunset Pl #847,Clovis,CA,96175,Fresno,(559) 403-4293,2007-01-05,2008-01-05
41-506988,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner LLC,James Rodriguez Wilson,5506 Wilshire Ln,Madera,CA,90765,Fresno,(559) 533-1279,2008-03-16,2009-03-16
41-106226,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Clovis 31,Paul Williams,780 2nd Way,Clovis,CA,90068,Fresno,(559) 245-3117,2013-05-27,2014-05-27
41-862268,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner 60,Maria Anderson,8856 Oak Ave,Clovis,CA,93087,Fresno,(559) 651-5717,2023-02-20,2024-02-20
41-531798,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheSpot Fresno Corp 70,Robert Smith,1736 Jefferson Ln,Fresno,CA,91377,Fresno,(559) 979-5435,2008-04-26,2009-04-26
41-320240,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Fresno Company,Michelle Lopez Brown,5471 Front St #635,Clovis,CA,92486,Fresno,(559) 374-7145,2012-08-12,2013-08-12
41-968972,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCorner Corp 15,Anthony Miller Moore,105 State Ct,Madera,CA,94369,Fresno,(559) 800-5972,2002-06-13,2003-06-13
41-898987,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewKitchen Group 32,Daniel Hernandez,9850 Main Blvd,Madera,CA,91339,Fresno,(559) 676-4871,2023-04-05,2024-04-05
41-843127,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Clovis Valley Company,Lisa Williams,9729 Hollywood St,Clovis,CA,91247,Fresno,(559) 549-7443,2019-03-12,2020-03-12
41-237988,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheKitchen Inc 76,Andrew Rodriguez Williams,1593 Wilshire Rd #457,Fresno,CA,95861,Fresno,(559) 946-6080,2019-12-28,2020-12-28
41-216556,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Co,James Jones,2516 5th St #432,Clovis,CA,90243,Fresno,(559) 952-7639,2004-09-21,2005-09-21
41-520235,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant,Jennifer Lopez,4285 Hollywood Rd,Madera,CA,95056,Fresno,(559) 414-3992,2010-03-15,2011-03-15
41-596589,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,William Williams,9060 Ocean Ln #293,Fresno,CA,95970,Fresno,(559) 899-4964,2023-05-10,2024-05-10
41-992645,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Corp 22,Lisa Davis,7180 Washington Pl,Madera,CA,90206,Fresno,(559) 964-4375,2019-10-16,2020-10-16
41-693393,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Madera Valley Company,James Brown,6064 1st Pl,Madera,CA,91285,Fresno,(559) 678-1116,2009-11-20,2010-11-20
41-108285,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Inc,Lisa Rodriguez Rodriguez,3153 Maple Way,Madera,CA,93938,Fresno,(559) 352-7767,2014-11-18,2015-11-18
41-837949,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Fresno Co 12,Andrew Anderson,7457 Jefferson Ct,Clovis,CA,94335,Fresno,(559) 664-7202,2011-10-04,2012-10-04
41-904098,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheKitchen Madera 66,Michael Jones,406 Wilshire Way,Madera,CA,93049,Fresno,(559) 893-1613,2004-05-03,2005-05-03
41-754654,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Clovis Hills,Paul Wilson,7753 Main Ln #224,Clovis,CA,90862,Fresno,(559) 260-2527,2009-04-05,2010-04-05
41-443297,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern 70,Jennifer Rodriguez Wilson,2813 5th St #376,Fresno,CA,93829,Fresno,(559) 397-4947,2013-07-04,2014-07-04
41-361645,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Madera Inc,Paul Lopez,6621 Front Blvd,Madera,CA,95100,Fresno,(559) 754-2183,2023-10-17,2024-10-17
41-287541,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldCorner Fresno Co 18,Kenneth Rodriguez Brown,8462 Oak St #882,Fresno,CA,93209,Fresno,(559) 556-4942,2016-06-09,2017-06-09
41-577870,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Corp,James Rodriguez,8194 Main Pl #545,Fresno,CA,96155,Fresno,(559) 461-9969,2000-01-02,2001-01-02
41-657876,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Clovis 77,Paul Smith Wilson,1609 Hollywood St,Clovis,CA,93910,Fresno,(559) 844-3987,2002-11-19,2003-11-19
41-487814,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Fresno,Christopher Gonzalez Williams,8668 Madison Ave,Fresno,CA,95574,Fresno,(559) 288-6624,2007-11-10,2008-11-10
41-854840,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Clovis Hills Group,Robert Thomas,5747 Market St,Clovis,CA,92880,Fresno,(559) 335-6931,2011-07-18,2012-07-18
41-157208,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot LLC 30,John Williams,3886 Mission Way,Clovis,CA,90429,Fresno,(559) 394-2726,2022-08-04,2023-08-04
41-151151,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheGrill 67,Andrew Lopez,5465 Washington Way,Clovis,CA,95705,Fresno,(559) 475-1292,2000-06-24,2001-06-24
41-858828,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Fresno,Maria Williams,524 6th Ct #863,Madera,CA,95375,Fresno,(559) 603-9229,2004-11-27,2005-11-27
41-160331,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Inc 36,Maria Smith,9393 Pico Ave #561,Clovis,CA,92944,Fresno,(559) 228-9186,2003-12-23,2004-12-23
41-668336,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Co,Kenneth Taylor,6029 Mission Ct,Madera,CA,93245,Fresno,(559) 306-1052,2020-07-27,2021-07-27
41-993413,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Fresno,Lisa Gonzalez,7408 Oak Ct #383,Fresno,CA,90145,Fresno,(559) 747-3990,2019-11-27,2020-11-27
41-444571,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Fresno Hills Company,Andrew Johnson,1625 Franklin Ave,Fresno,CA,95617,Fresno,(559) 644-9763,2016-07-22,2017-07-22
41-588032,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Inc,Christopher Davis,4725 1st St,Fresno,CA,94680,Fresno,(559) 644-4353,2006-06-01,2007-06-01
41-378459,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Fresno,David Wilson,8592 Jefferson Dr,Fresno,CA,94729,Fresno,(559) 593-9967,2011-12-21,2012-12-21
41-345670,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheDiner Madera Inc 44,Christopher Jackson,4069 Oak St,Madera,CA,96099,Fresno,(559) 548-8900,2016-12-06,2017-12-06
41-522829,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner,Lisa Jones,1552 Main Way #537,Clovis,CA,92599,Fresno,(559) 714-3622,2013-06-18,2014-06-18
41-412198,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen,Maria Garcia Williams,4949 Sunset Rd,Clovis,CA,90066,Fresno,(559) 569-5011,2001-02-06,2002-02-06
41-147275,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Group,Maria Johnson,947 1st Ct #519,Madera,CA,94643,Fresno,(559) 731-6812,2016-08-18,2017-08-18
41-248911,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Corp,Paul Martin,2992 5th Dr,Clovis,CA,95168,Fresno,(559) 901-7678,2018-06-09,2019-06-09
41-255220,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Fresno Company,Christopher Miller Hernandez,6739 Sunset Ct,Madera,CA,90629,Fresno,(559) 318-8163,2019-06-12,2020-06-12
41-296049,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Madera,Lisa Brown,7722 7th Pl,Madera,CA,92694,Fresno,(559) 923-7115,2003-10-02,2004-10-02
41-751981,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Co,Robert Taylor Rodriguez,1039 Pico Way,Fresno,CA,94346,Fresno,(559) 596-4639,2001-02-03,2002-02-03
41-640604,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern,Michelle Anderson,5364 Hollywood Ln #303,Madera,CA,90242,Fresno,(559) 675-5788,2015-05-04,2016-05-04
41-158483,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Clovis Hills 55,Christopher Jones,7091 Broadway Way,Clovis,CA,95519,Fresno,(559) 219-9447,2001-07-17,2002-07-17
41-813766,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCafe Fresno 82,Paul Lopez,9487 State Ln,Madera,CA,95469,Fresno,(559) 748-5976,2012-10-26,2013-10-26
41-887744,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Clovis Inc,John Miller,3775 State Ave #591,Clovis,CA,90986,Fresno,(559) 923-6127,2006-01-25,2007-01-25
41-402129,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Group,Michael Johnson,8292 Hollywood St #201,Madera,CA,91374,Fresno,(559) 913-3173,2005-01-19,2006-01-19
41-753942,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Corp 45,Daniel Moore,4191 6th Rd,Fresno,CA,94669,Fresno,(559) 240-7114,2021-06-21,2022-06-21
41-988643,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Madera,Michelle Thomas,2960 7th Pl #722,Madera,CA,95056,Fresno,(559) 368-3280,2021-12-11,2022-12-11
41-178688,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Fresno LLC,Jennifer Brown,8254 State Pl,Madera,CA,90283,Fresno,(559) 839-6062,2017-04-10,2018-04-10
41-314626,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Madera Valley,Steven Martinez,1071 Sunset Blvd,Madera,CA,94353,Fresno,(559) 583-4112,2021-11-19,2022-11-19
41-971474,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Fresno Co,Maria Garcia,1571 Pico Way,Fresno,CA,90755,Fresno,(559) 596-8197,2003-12-24,2004-12-24
41-851941,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Clovis,William Miller,2236 Washington Blvd,Clovis,CA,95608,Fresno,(559) 208-5424,2021-06-21,2022-06-21
41-733807,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Fresno,Christopher Jackson,4545 Hollywood Ln,Madera,CA,96081,Fresno,(559) 642-2404,2022-03-05,2023-03-05
41-939351,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheSpot Inc 13,Andrew Garcia,6808 Broadway Pl,Fresno,CA,96063,Fresno,(559) 223-7550,2005-02-13,2006-02-13
41-438370,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Fresno,Paul Anderson,142 2nd Ct,Fresno,CA,95008,Fresno,(559) 984-3180,2008-06-13,2009-06-13
41-263831,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Corp,Michael Williams Jackson,6892 Jefferson Way #155,Madera,CA,91553,Fresno,(559) 249-8206,2011-12-12,2012-12-12
41-451993,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Clovis Hills Company,John Jackson Thomas,1016 1st Blvd #799,Clovis,CA,91580,Fresno,(559) 687-6531,2017-04-12,2018-04-12
41-734146,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Corp,Kenneth Wilson,3172 Sunset Ln,Clovis,CA,90936,Fresno,(559) 574-5444,2015-03-15,2016-03-15
41-187795,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldCorner Fresno 36,Robert Taylor,1893 Sunset Way #464,Madera,CA,94935,Fresno,(559) 579-3636,2007-03-01,2008-03-01
41-639588,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewDiner Group 96,Paul Thomas Gonzalez,9620 Pico Way,Clovis,CA,90602,Fresno,(559) 283-8147,2007-12-01,2008-12-01
41-920414,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Fresno Co,John Martinez,7486 Washington Pl #872,Fresno,CA,95685,Fresno,(559) 510-8289,2013-11-01,2014-11-01
41-910519,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Company,Robert Wilson,7125 5th Dr #681,Fresno,CA,95087,Fresno,(559) 767-5241,2013-12-03,2014-12-03
41-259052,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Fresno,Lisa Rodriguez,6566 Oak Pl,Fresno,CA,90660,Fresno,(559) 506-4736,2014-12-13,2015-12-13
41-920298,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Fresno Co,Maria Jones,9519 4th Blvd,Madera,CA,93133,Fresno,(559) 928-2241,2021-04-15,2022-04-15
41-879086,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewBistro Madera 38,Steven Davis Miller,3826 Washington St #436,Madera,CA,95537,Fresno,(559) 426-6495,2022-03-27,2023-03-27
41-116814,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Madera Heights,William Jones,5192 2nd Rd,Madera,CA,95731,Fresno,(559) 384-5543,2001-07-25,2002-07-25
41-574722,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldDiner Fresno Valley 26,Steven Lopez,4241 Oak St #198,Fresno,CA,93420,Fresno,(559) 901-8539,2022-07-02,2023-07-02
41-436823,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Fresno Valley,Robert Gonzalez,4200 Lincoln Pl,Fresno,CA,93661,Fresno,(559) 353-4660,2001-04-18,2002-04-18
41-753785,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheDiner Co 40,James Garcia,2284 Front Ct,Clovis,CA,96092,Fresno,(559) 348-3599,2006-08-24,2007-08-24
41-667248,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Corp,Maria Taylor,2331 State Rd,Madera,CA,92232,Fresno,(559) 498-6800,2023-05-11,2024-05-11
41-905193,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner,Matthew Moore,4050 Franklin Blvd #125,Fresno,CA,93440,Fresno,(559) 315-4656,2004-10-23,2005-10-23
41-526289,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Madera Heights LLC,William Williams,7140 Sunset Way #685,Madera,CA,90455,Fresno,(559) 519-6580,2018-03-13,2019-03-13
41-262570,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Fresno,Lisa Wilson,5880 Mission Rd,Fresno,CA,90946,Fresno,(559) 264-6555,2006-10-01,2007-10-01
41-859015,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Clovis Co 81,Michael Anderson,7658 Sunset Dr #319,Clovis,CA,93292,Fresno,(559) 581-2636,2011-02-11,2012-02-11
41-402678,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Group,Anthony Rodriguez,1269 1st Ln #106,Fresno,CA,95041,Fresno,(559) 628-2565,2013-04-26,2014-04-26
41-184734,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Clovis Valley Corp,Paul Rodriguez,1916 Oak Way #759,Clovis,CA,95988,Fresno,(559) 281-3452,2013-11-03,2014-11-03
41-859278,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Fresno,David Hernandez Martinez,8020 Mission Ln,Fresno,CA,95547,Fresno,(559) 233-2758,2000-11-25,2001-11-25
41-673066,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Group,David Brown,3327 6th Blvd #192,Madera,CA,91996,Fresno,(559) 395-5462,2024-08-05,2025-08-05
41-761294,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Madera Corp 18,Lisa Smith,4983 3rd Dr,Madera,CA,91615,Fresno,(559) 547-9822,2023-05-07,2024-05-07
41-346180,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Fresno LLC,Paul Martinez Anderson,2483 Mission St,Clovis,CA,92870,Fresno,(559) 400-5410,2022-12-04,2023-12-04
41-543463,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Group,John Hernandez,3714 Maple Ave #886,Fresno,CA,92708,Fresno,(559) 739-2621,2004-02-14,2005-02-14
41-726702,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery LLC,Mark Jackson,7040 Mission Ave,Madera,CA,93726,Fresno,(559) 477-4493,2011-01-18,2012-01-18
41-787947,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Fresno Company,Michelle Smith Martinez,4315 Sunset St,Fresno,CA,92679,Fresno,(559) 366-8369,2009-07-11,2010-07-11
41-571780,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro LLC,Paul Martinez,9129 6th Rd #411,Clovis,CA,95045,Fresno,(559) 615-6858,2008-05-04,2009-05-04
41-961403,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Fresno,Kenneth Johnson Williams,1131 State Ln #266,Clovis,CA,90586,Fresno,(559) 362-1006,2012-08-10,2013-08-10
41-319871,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Clovis Hills,David Miller,2186 State St,Clovis,CA,92794,Fresno,(559) 908-9521,2024-03-26,2025-03-26
41-805329,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldGrill LLC 37,Anthony Gonzalez,7214 3rd Ave,Fresno,CA,92348,Fresno,(559) 432-9606,2016-10-15,2017-10-15
41-749628,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Clovis Hills,Maria Smith,3532 6th St,Clovis,CA,90779,Fresno,(559) 712-8771,2005-05-22,2006-05-22
41-149511,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Steven Garcia Hernandez,1576 Madison Rd,Fresno,CA,92418,Fresno,(559) 219-9829,2004-12-12,2005-12-12
41-855554,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Group,David Wilson,1963 Lincoln Pl #274,Madera,CA,95893,Fresno,(559) 715-5051,2017-08-10,2018-08-10
41-293601,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Fresno Corp,Andrew Smith,3048 3rd Pl,Clovis,CA,95827,Fresno,(559) 997-8513,2007-04-21,2008-04-21
41-392858,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldHouse Group 94,David Taylor,3901 Franklin St,Fresno,CA,92056,Fresno,(559) 778-9945,2010-09-04,2011-09-04
41-939193,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Madera,William Brown,6033 2nd Pl #888,Madera,CA,94349,Fresno,(559) 940-4525,2006-10-05,2007-10-05
41-682929,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Madera Co 26,Maria Brown,5860 Oak Ave,Madera,CA,92158,Fresno,(559) 205-5547,2008-01-05,2009-01-05
41-234255,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Madera Hills Inc,Steven Lopez,9363 6th Way #972,Madera,CA,91851,Fresno,(559) 205-3385,2008-07-17,2009-07-17
41-238569,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldDiner Fresno Corp 71,Michael Garcia Miller,9176 5th St,Fresno,CA,93491,Fresno,(559) 641-9427,2008-08-22,2009-08-22
41-612025,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery,Matthew Martin Smith,3312 7th Dr,Madera,CA,95868,Fresno,(559) 988-1222,2007-06-24,2008-06-24
41-189198,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Clovis Inc,Michael Jones,566 Broadway St,Clovis,CA,91179,Fresno,(559) 864-8205,2013-03-02,2014-03-02
41-642621,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Clovis Group 42,Jennifer Johnson,7167 5th Dr,Clovis,CA,92222,Fresno,(559) 800-9211,2015-02-25,2016-02-25
41-346451,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Company,William Thomas,3766 Oak Way #251,Fresno,CA,96193,Fresno,(559) 400-9606,2012-07-05,2013-07-05
41-608250,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Madera Company,Mark Martinez,8096 5th Ave,Madera,CA,90874,Fresno,(559) 369-1798,2004-02-02,2005-02-02
41-396215,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Corp,Lisa Williams,9393 6th Ct,Clovis,CA,91581,Fresno,(559) 245-3797,2005-09-08,2006-09-08
41-825856,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldTavern Inc 91,Michael Hernandez,1793 Broadway Ave,Clovis,CA,91372,Fresno,(559) 467-9096,2021-10-26,2022-10-26
41-320330,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Company,Michael Thomas,4708 Main Blvd,Clovis,CA,94366,Fresno,(559) 537-7820,2013-09-28,2014-09-28
41-483210,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Inc,Maria Martinez,4661 Mission Rd,Fresno,CA,90013,Fresno,(559) 461-2394,2001-05-24,2002-05-24
