license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-431910,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Co,Anthony Lopez,8246 Jefferson Blvd #307,Ontario,CA,92168,San Bernardino,(760) 559-6521,2005-06-01,2006-06-01
41-446589,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner San Bernardino Co,Andrew Williams,211 Washington St #466,Rancho Cucamonga,CA,94812,San Bernardino,(909) 993-2163,2023-03-24,2024-03-24
41-870907,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewSpot 19,Robert Hernandez Anderson,8202 Madison Ct,Rancho Cucamonga,CA,93536,San Bernardino,(909) 816-5148,2014-09-28,2015-09-28
41-622659,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner San Bernardino Inc,Paul Jackson,4068 Ocean Ave,Victorville,CA,93277,San Bernardino,(760) 943-3799,2021-12-10,2022-12-10
41-111190,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheRestaurant 43,Michelle Thomas,6899 Mission Ct,San Bernardino,CA,94892,San Bernardino,(909) 450-7181,2015-05-24,2016-05-24
41-461462,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Victorville Group,Jennifer Miller,2487 Oak Dr #421,Victorville,CA,94681,San Bernardino,(760) 968-2969,2012-09-05,2013-09-05
41-545555,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro San Bernardino,James Davis,1950 Lincoln Dr,San Bernardino,CA,96188,San Bernardino,(909) 409-7674,2023-07-01,2024-07-01
41-384686,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe San Bernardino Group,Andrew Moore,3126 2nd Way #659,San Bernardino,CA,93458,San Bernardino,(909) 915-7485,2016-07-19,2017-07-19
41-901462,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Ontario Valley Co,Michael Williams Martin,7953 Mission Ln #797,Ontario,CA,91126,San Bernardino,(760) 585-4810,2017-12-13,2018-12-13
41-298228,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldEatery Ontario 9,Kenneth Brown,5876 6th Ave,Ontario,CA,94004,San Bernardino,(909) 902-6997,2024-02-17,2025-02-17
41-905206,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Ontario Group,Maria Brown Smith,1312 5th Ln,Ontario,CA,94981,San Bernardino,(909) 362-9698,2008-04-27,2009-04-27
41-700505,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldKitchen San Bernardino LLC 42,John Anderson Rodriguez,6181 Lincoln Way,San Bernardino,CA,93659,San Bernardino,(909) 315-4924,2004-04-12,2005-04-12
41-162538,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Bernardino Group,Maria Thomas,4098 Wilshire Blvd #311,San Bernardino,CA,94109,San Bernardino,(760) 889-4339,2023-02-17,2024-02-17
41-460110,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen,Mark Jones,247 Oak Pl #239,Ontario,CA,94745,San Bernardino,(909) 655-5392,2013-07-19,2014-07-19
41-100571,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Ontario,Steven Lopez,8961 7th Dr,Ontario,CA,96036,San Bernardino,(760) 468-2736,2007-01-05,2008-01-05
41-367700,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Bernardino,Paul Davis,1063 Main Ct,Victorville,CA,92555,San Bernardino,(760) 465-1387,2021-09-03,2022-09-03
41-190875,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro LLC,Steven Lopez,2183 Lincoln Way,Victorville,CA,90733,San Bernardino,(909) 230-5333,2023-07-14,2024-07-14
41-572464,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Bernardino Inc,Maria Garcia,3278 4th St #801,San Bernardino,CA,90088,San Bernardino,(909) 498-4248,2014-03-09,2015-03-09
41-143460,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery San Bernardino LLC 46,Michael Taylor,1660 1st St,Victorville,CA,93827,San Bernardino,(760) 643-5504,2016-06-24,2017-06-24
41-969838,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Company,Christopher Martinez Hernandez,2916 Main Ct,Ontario,CA,93950,San Bernardino,(909) 874-3757,2023-06-03,2024-06-03
41-190746,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Bernardino,David Thomas,2863 State Ct,San Bernardino,CA,92520,San Bernardino,(760) 990-5379,2008-06-14,2009-06-14
41-102088,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewKitchen LLC 30,David Anderson,9298 6th Ln,Ontario,CA,92009,San Bernardino,(909) 914-3403,2003-07-16,2004-07-16
41-459567,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant San Bernardino Inc,Michelle Davis,6707 Broadway Ln #917,San Bernardino,CA,95601,San Bernardino,(909) 350-1296,2015-11-01,2016-11-01
41-879715,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldGrill San Bernardino Company 25,John Lopez,5380 Franklin Pl,Victorville,CA,95493,San Bernardino,(760) 605-9961,2001-03-08,2002-03-08
41-189940,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,John Thomas,1163 Hollywood Dr,Ontario,CA,94381,San Bernardino,(760) 374-2702,2002-09-15,2003-09-15
41-546608,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Rancho Cucamonga,Christopher Taylor,5682 3rd Pl,Rancho Cucamonga,CA,95434,San Bernardino,(760) 413-6990,2004-03-15,2005-03-15
41-883282,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill LLC,Matthew Thomas,6787 Maple Rd,San Bernardino,CA,95967,San Bernardino,(909) 615-8959,2003-09-16,2004-09-16
41-568091,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Corp,John Brown,4106 Hollywood Way,Ontario,CA,94468,San Bernardino,(760) 363-3439,2021-09-06,2022-09-06
41-209261,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant,Christopher Wilson,1904 Oak Ave,Rancho Cucamonga,CA,95264,San Bernardino,(760) 570-5252,2004-10-13,2005-10-13
41-267811,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Inc,Christopher Gonzalez,2416 3rd Ct #255,Ontario,CA,95628,San Bernardino,(909) 848-9179,2012-10-19,2013-10-19
41-806297,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Bernardino,Paul Rodriguez,3088 3rd Ln,San Bernardino,CA,94975,San Bernardino,(760) 607-8826,2012-01-15,2013-01-15
41-971565,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Bernardino Inc,Lisa Martin,6238 1st Ave,San Bernardino,CA,95550,San Bernardino,(760) 506-2572,2010-04-22,2011-04-22
41-877669,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Co,Mark Johnson,9888 Sunset Way,Rancho Cucamonga,CA,94254,San Bernardino,(909) 619-9976,2014-08-15,2015-08-15
41-280765,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewRestaurant Co 26,Andrew Jackson Rodriguez,2786 Wilshire Dr,Victorville,CA,91981,San Bernardino,(909) 346-4533,2008-07-01,2009-07-01
41-439721,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner San Bernardino Corp,John Garcia,589 5th Ct #534,San Bernardino,CA,94510,San Bernardino,(760) 757-7502,2023-10-05,2024-10-05
41-192898,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheHouse Inc 85,William Taylor,9786 2nd Rd #876,Rancho Cucamonga,CA,94561,San Bernardino,(909) 589-8841,2015-03-23,2016-03-23
41-521386,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Corp,James Moore,406 Wilshire St,Ontario,CA,92938,San Bernardino,(909) 923-8715,2009-03-06,2010-03-06
41-968985,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Rancho Cucamonga Group,John Thomas,3947 Lincoln Pl,Rancho Cucamonga,CA,91988,San Bernardino,(909) 928-1140,2018-05-20,2019-05-20
41-282662,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewGrill LLC 11,Paul Anderson,6635 Main Ave,San Bernardino,CA,90701,San Bernardino,(760) 769-1323,2022-02-16,2023-02-16
41-242714,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Group 4,Michael Jones,6963 Front Ln,Victorville,CA,92589,San Bernardino,(909) 304-7205,2014-11-10,2015-11-10
41-570818,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro San Bernardino,Maria Garcia Miller,2845 Washington Ct,Rancho Cucamonga,CA,93770,San Bernardino,(909) 951-3745,2013-07-17,2014-07-17
41-396026,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldTavern San Bernardino 20,Lisa Davis,5423 State Way,San Bernardino,CA,94535,San Bernardino,(909) 316-4341,2016-12-12,2017-12-12
41-790089,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldBistro 34,David Miller,581 Oak Ave,Rancho Cucamonga,CA,92954,San Bernardino,(909) 756-2859,2022-05-28,2023-05-28
41-896976,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldSpot Victorville Corp 52,Jennifer Jones,6787 Washington Dr,Victorville,CA,94035,San Bernardino,(760) 436-4556,2011-12-13,2012-12-13
41-353769,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,Matthew Lopez,5618 Washington Ln,Victorville,CA,94557,San Bernardino,(760) 528-5685,2021-11-12,2022-11-12
41-566679,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Michelle Johnson,6707 6th Rd,Ontario,CA,94123,San Bernardino,(909) 604-3584,2001-09-28,2002-09-28
41-947158,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Inc,David Lopez Thomas,6300 Sunset Pl #941,Rancho Cucamonga,CA,95601,San Bernardino,(760) 245-3590,2004-04-03,2005-04-03
41-575676,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldCorner San Bernardino 98,Michelle Thomas Anderson,3890 Main Rd,Victorville,CA,92309,San Bernardino,(760) 283-7858,2018-05-07,2019-05-07
41-963272,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Victorville,Matthew Martin Martinez,2297 Franklin Way,Victorville,CA,90823,San Bernardino,(909) 776-6502,2013-01-16,2014-01-16
41-740989,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place San Bernardino Group,James Williams,4120 1st Pl #428,Victorville,CA,91721,San Bernardino,(760) 714-2270,2015-01-28,2016-01-28
41-850061,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Co,Andrew Moore,6179 Market Dr,Victorville,CA,93806,San Bernardino,(909) 331-4491,2018-04-20,2019-04-20
41-114993,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Bernardino LLC,David Lopez Rodriguez,210 State Ln #364,San Bernardino,CA,92876,San Bernardino,(760) 664-8913,2003-12-15,2004-12-15
41-136386,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro San Bernardino 26,Maria Williams,9670 Broadway Dr,Rancho Cucamonga,CA,90718,San Bernardino,(760) 453-1911,2006-10-27,2007-10-27
41-288357,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot San Bernardino Corp,Lisa Garcia,1922 Mission Way,Rancho Cucamonga,CA,94023,San Bernardino,(909) 457-7347,2016-08-06,2017-08-06
41-603428,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place LLC,Paul Williams,7727 7th Blvd,Rancho Cucamonga,CA,96063,San Bernardino,(909) 278-1421,2012-05-08,2013-05-08
41-145244,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place LLC,James Williams,6773 Jefferson St,Rancho Cucamonga,CA,93035,San Bernardino,(760) 322-7771,2018-06-14,2019-06-14
41-542453,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Daniel Miller Martin,8008 State Way,San Bernardino,CA,95885,San Bernardino,(909) 313-8993,2002-10-27,2003-10-27
41-179421,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen San Bernardino Inc,Mark Wilson,2930 Franklin Rd,Rancho Cucamonga,CA,94836,San Bernardino,(760) 623-2392,2011-06-18,2012-06-18
41-763637,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Company 32,Matthew Smith,876 Lincoln Pl,Rancho Cucamonga,CA,94759,San Bernardino,(909) 647-7304,2021-10-16,2022-10-16
41-272585,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Victorville 86,Maria Moore Lopez,661 6th Ct,Victorville,CA,94053,San Bernardino,(760) 928-6167,2006-12-13,2007-12-13
41-684217,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Victorville Heights 26,Maria Martin,983 6th Pl,Victorville,CA,92298,San Bernardino,(909) 792-1293,2004-01-02,2005-01-02
41-597866,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Ontario,John Garcia,4567 Sunset Way #123,Ontario,CA,91923,San Bernardino,(760) 633-9852,2013-11-10,2014-11-10
41-405246,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place San Bernardino Valley,Paul Martinez,6162 Pico Ave,San Bernardino,CA,90248,San Bernardino,(909) 936-6296,2014-04-03,2015-04-03
41-348089,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,Matthew Garcia,8697 2nd Blvd,Ontario,CA,95299,San Bernardino,(760) 633-9208,2013-02-02,2014-02-02
41-947850,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Victorville Corp,James Lopez,9984 Maple Rd,Victorville,CA,92327,San Bernardino,(760) 756-9095,2023-04-07,2024-04-07
41-430903,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot San Bernardino Co,Maria Wilson,4653 Main Blvd #557,Rancho Cucamonga,CA,95446,San Bernardino,(909) 563-8380,2000-11-15,2001-11-15
41-704546,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Ontario Group,Steven Jones Jones,6017 6th Pl #489,Ontario,CA,90159,San Bernardino,(909) 576-6768,2013-03-25,2014-03-25
41-923054,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Ontario Valley LLC,Michael Wilson,6434 Mission Dr,Ontario,CA,93666,San Bernardino,(909) 772-7161,2020-04-20,2021-04-20
41-334454,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House,Paul Taylor Rodriguez,6095 5th Ct #206,Rancho Cucamonga,CA,93314,San Bernardino,(760) 643-1160,2002-09-22,2003-09-22
41-923354,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldHouse Ontario Heights Co 78,Lisa Gonzalez,7402 6th Dr,Ontario,CA,90583,San Bernardino,(760) 570-9562,2020-12-24,2021-12-24
41-162875,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern,Christopher Gonzalez,7815 Washington Ct #843,San Bernardino,CA,90857,San Bernardino,(909) 667-1998,2020-11-14,2021-11-14
41-435803,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Inc,John Smith,6081 Lincoln Ct,Victorville,CA,90984,San Bernardino,(909) 207-5053,2006-08-18,2007-08-18
41-448266,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldHouse Ontario Hills Co 72,Christopher Martin,9645 Oak Ct,Ontario,CA,95365,San Bernardino,(760) 830-6305,2019-03-25,2020-03-25
41-683578,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Ontario Company,John Anderson,793 Broadway Rd #600,Ontario,CA,95828,San Bernardino,(909) 407-9595,2023-03-13,2024-03-13
41-382663,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro San Bernardino Hills Corp,Robert Johnson,4380 Maple Blvd,San Bernardino,CA,91964,San Bernardino,(909) 352-4791,2003-04-05,2004-04-05
41-868587,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe San Bernardino Corp,Mark Davis,4980 Franklin Rd #252,Rancho Cucamonga,CA,93319,San Bernardino,(760) 466-3846,2022-07-21,2023-07-21
41-224675,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Bernardino Valley,Michelle Anderson,765 Hollywood Dr #447,San Bernardino,CA,95256,San Bernardino,(909) 955-2723,2021-03-06,2022-03-06
41-232077,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Michelle Anderson,1779 2nd Pl,Ontario,CA,92192,San Bernardino,(760) 671-3309,2022-03-07,2023-03-07
41-694044,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheHouse 83,Robert Johnson,7619 Sunset Way,Ontario,CA,90871,San Bernardino,(909) 936-5304,2010-08-17,2011-08-17
41-127060,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Inc 68,Jennifer Taylor,4329 Jefferson Ln,Rancho Cucamonga,CA,90495,San Bernardino,(909) 950-8984,2005-05-10,2006-05-10
41-621489,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewEatery 10,Michelle Thomas,2352 Main Ln,Ontario,CA,94803,San Bernardino,(760) 797-2796,2008-10-09,2009-10-09
41-743875,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Ontario Group,Anthony Wilson,9046 Market Way,Ontario,CA,92200,San Bernardino,(909) 205-7259,2015-02-02,2016-02-02
41-829091,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Rancho Cucamonga LLC,James Anderson,4226 Jefferson Blvd,Rancho Cucamonga,CA,92007,San Bernardino,(760) 383-4721,2009-09-15,2010-09-15
41-612302,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen,William Garcia Martinez,2753 Jefferson Ln,Rancho Cucamonga,CA,94973,San Bernardino,(760) 777-9899,2010-06-23,2011-06-23
41-466641,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Rancho Cucamonga,Andrew Johnson Jackson,1721 State Ave,Rancho Cucamonga,CA,94928,San Bernardino,(760) 626-2098,2022-03-26,2023-03-26
41-669110,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Company,James Lopez,3313 Front Ln,Victorville,CA,93309,San Bernardino,(909) 487-4713,2021-09-21,2022-09-21
41-386127,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery,James Thomas Hernandez,9907 Franklin St,Victorville,CA,92368,San Bernardino,(909) 570-6518,2016-07-07,2017-07-07
41-636754,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe San Bernardino,William Williams,4295 Broadway Rd,San Bernardino,CA,91164,San Bernardino,(760) 710-8556,2024-10-14,2025-10-14
41-961493,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Victorville Hills,Christopher Jones,4447 2nd Ct,Victorville,CA,95345,San Bernardino,(760) 293-7529,2016-08-07,2017-08-07
41-585609,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Co,Christopher Hernandez,2802 Sunset Way,Victorville,CA,96045,San Bernardino,(909) 469-7321,2021-12-20,2022-12-20
41-622357,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Victorville,Matthew Anderson Moore,7160 Main Pl,Victorville,CA,93803,San Bernardino,(760) 445-3633,2009-07-09,2010-07-09
41-216463,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant,Michelle Martinez,1058 4th Pl #820,Rancho Cucamonga,CA,95526,San Bernardino,(909) 507-5155,2015-06-21,2016-06-21
41-669850,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Co,Matthew Gonzalez,2036 2nd Blvd #568,Victorville,CA,93711,San Bernardino,(909) 891-9230,2009-09-24,2010-09-24
41-787492,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,Andrew Williams,9447 Market Pl,Ontario,CA,91002,San Bernardino,(760) 208-9051,2004-10-28,2005-10-28
41-297349,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Group,Anthony Lopez,6404 State St #956,Ontario,CA,95734,San Bernardino,(909) 924-1789,2018-10-19,2019-10-19
41-107576,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Bernardino,Robert Davis Garcia,7707 Broadway Dr,San Bernardino,CA,95140,San Bernardino,(909) 675-7943,2010-06-17,2011-06-17
41-778243,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner San Bernardino Company,Jennifer Gonzalez,6040 Mission Ct,San Bernardino,CA,94119,San Bernardino,(760) 518-3077,2022-01-02,2023-01-02
41-124956,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewPlace San Bernardino LLC 9,Paul Miller,8288 3rd Way #706,Ontario,CA,93593,San Bernardino,(909) 896-7616,2005-09-06,2006-09-06
41-980638,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Victorville Inc,Matthew Gonzalez,172 Jefferson Ct,Victorville,CA,95235,San Bernardino,(760) 699-4984,2011-09-12,2012-09-12
41-414135,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant,James Anderson,2429 Sunset Blvd,Rancho Cucamonga,CA,96114,San Bernardino,(760) 472-5640,2011-07-16,2012-07-16
41-820087,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldCorner San Bernardino 93,Robert Johnson,839 Broadway Ln,Victorville,CA,91231,San Bernardino,(909) 877-5607,2021-09-16,2022-09-16
41-694677,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Corp,Robert Martin,4016 Madison Pl #311,Rancho Cucamonga,CA,90912,San Bernardino,(760) 845-1185,2000-01-18,2001-01-18
41-751764,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Rancho Cucamonga Valley Company,Robert Brown Taylor,6459 Lincoln St,Rancho Cucamonga,CA,92996,San Bernardino,(760) 249-6658,2018-10-01,2019-10-01
41-618790,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Co,Daniel Smith,8123 Wilshire St #749,San Bernardino,CA,95166,San Bernardino,(760) 297-5973,2015-03-02,2016-03-02
41-526189,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House San Bernardino,Daniel Brown Thomas,127 Franklin Ct,San Bernardino,CA,90272,San Bernardino,(909) 974-5985,2001-11-23,2002-11-23
