license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
48-288925,48,On-Sale General - Bar/Tavern,ACTIVE,Inyo Restaurant Inc,Andrew Taylor,3632 Main Rd,Inyo,CA,92685,Inyo,(760) 702-5800,2017-11-22,2025-10-08
20-185037,20,Off-Sale Beer & Wine,ACTIVE,Inyo Bar Inc,Michelle Lopez,6332 Main Rd,Inyo,CA,95384,Inyo,(559) 673-4640,2012-10-20,2026-03-24
58-882037,58,Caterer's Beer & Wine,ACTIVE,Inyo Restaurant LLC,Anthony Davis,7999 Main Ln,Inyo,CA,95812,Inyo,(760) 973-7488,2013-05-03,2024-12-22
47-729499,47,On-Sale General - Restaurant,ACTIVE,Inyo Tavern,Matthew Taylor,6409 Broad Ct,Inyo,CA,94304,Inyo,(760) 948-4008,2023-01-16,2024-12-12
48-899188,48,On-Sale General - Bar/Tavern,ACTIVE,The Inyo Bar LLC,Anthony Brown,9327 Center Ln,Inyo,CA,91267,Inyo,(760) 773-8732,2012-11-15,2026-02-24
48-424769,48,On-Sale General - Bar/Tavern,ACTIVE,The Inyo Market,Mark Moore,8749 Center Ln,Inyo,CA,92214,Inyo,(209) 923-2283,2020-11-11,2026-07-15
20-180947,20,Off-Sale Beer & Wine,ACTIVE,Inyo Bar Inc,Matthew Martinez,4035 Main Blvd,Inyo,CA,95689,Inyo,(442) 262-1288,2014-11-28,2026-04-19
48-688343,48,On-Sale General - Bar/Tavern,ACTIVE,The Inyo Bar,Maria Anderson,8187 Broad Blvd,Inyo,CA,91882,Inyo,(209) 614-6404,2024-07-07,2026-07-12
47-868380,47,On-Sale General - Restaurant,ACTIVE,Inyo Restaurant Inc,Paul Gonzalez,9623 Main Dr,Inyo,CA,95848,Inyo,(916) 805-2018,2015-01-03,2025-02-20
58-931201,58,Caterer's Beer & Wine,ACTIVE,Inyo Market Inc,William Williams,1093 Center Ln,Inyo,CA,93535,Inyo,(559) 871-1614,2024-05-27,2026-02-11
47-992281,47,On-Sale General - Restaurant,ACTIVE,Inyo Tavern LLC,David Miller,7879 Broad Ln,Inyo,CA,91796,Inyo,(530) 628-6977,2022-08-21,2026-07-28
58-944908,58,Caterer's Beer & Wine,ACTIVE,Inyo Tavern LLC,Steven Gonzalez,168 Broad Ct,Inyo,CA,91546,Inyo,(916) 828-4040,2021-03-22,2025-06-22
75-429952,75,Event Permit Holder,ACTIVE,Inyo Restaurant Inc,Michelle Thomas,8548 Broad Ct,Inyo,CA,93173,Inyo,(530) 478-2120,2013-06-20,2025-07-13
48-681065,48,On-Sale General - Bar/Tavern,ACTIVE,Inyo Bar Inc,Lisa Brown,1530 Center St,Inyo,CA,90415,Inyo,(916) 455-8535,2014-01-08,2026-08-11
48-553644,48,On-Sale General - Bar/Tavern,ACTIVE,The Inyo Cafe,Kenneth Rodriguez,4703 Main Ct,Inyo,CA,93015,Inyo,(530) 605-1554,2019-01-26,2025-01-27
48-446719,48,On-Sale General - Bar/Tavern,ACTIVE,Inyo Market,John Jackson,3662 Main Way,Inyo,CA,95635,Inyo,(760) 713-5411,2017-09-23,2025-02-07
41-169319,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Tavern Inc,David Jones,6063 Main Ct,Inyo,CA,90219,Inyo,(831) 768-4655,2023-07-11,2026-03-23
58-142736,58,Caterer's Beer & Wine,ACTIVE,Inyo Market,Mark Rodriguez,6887 Center Ave,Inyo,CA,91469,Inyo,(559) 461-6843,2011-09-21,2025-10-18
41-927154,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Tavern LLC,Anthony Moore,8001 Broad Pl,Inyo,CA,93987,Inyo,(831) 570-9809,2015-01-14,2025-05-19
58-197605,58,Caterer's Beer & Wine,ACTIVE,Inyo Bar Inc,Michelle Wilson,6901 Broad Blvd,Inyo,CA,93672,Inyo,(530) 380-7712,2011-05-28,2024-06-09
58-381610,58,Caterer's Beer & Wine,ACTIVE,The Inyo Bar Inc,Jennifer Jones,6691 Main Blvd,Inyo,CA,95055,Inyo,(209) 412-3695,2011-09-26,2026-03-10
41-656826,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Restaurant Inc,Kenneth Davis,1762 Broad Ct,Inyo,CA,93153,Inyo,(831) 236-2609,2024-08-05,2024-07-12
48-579391,48,On-Sale General - Bar/Tavern,ACTIVE,Inyo Tavern LLC,Paul Martin,977 Center Way,Inyo,CA,91689,Inyo,(916) 776-1034,2012-06-27,2024-09-16
58-594202,58,Caterer's Beer & Wine,ACTIVE,The Inyo Bar Inc,Mark Lopez,6534 Broad Dr,Inyo,CA,93197,Inyo,(530) 370-8086,2012-03-06,2025-03-15
21-603714,21,Off-Sale General,ACTIVE,Inyo Bar Inc,John Martinez,365 Main Way,Inyo,CA,93360,Inyo,(530) 258-7220,2015-02-04,2026-10-18
48-352395,48,On-Sale General - Bar/Tavern,ACTIVE,Inyo Restaurant Inc,Michelle Davis,5806 Broad Ct,Inyo,CA,94058,Inyo,(916) 617-6925,2016-04-28,2025-07-17
41-563178,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Inyo Bar LLC,James Jones,7390 Main Ct,Inyo,CA,94185,Inyo,(831) 410-2974,2014-07-07,2024-05-25
41-230751,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Market Inc,Lisa Brown,9836 Broad Ct,Inyo,CA,90650,Inyo,(559) 639-3166,2020-07-10,2026-02-17
75-708670,75,Event Permit Holder,ACTIVE,The Inyo Market,Jennifer Hernandez,4454 Broad Blvd,Inyo,CA,92811,Inyo,(530) 432-7513,2017-12-25,2025-04-06
20-138334,20,Off-Sale Beer & Wine,ACTIVE,Inyo Bar LLC,John Anderson,2942 Broad Ave,Inyo,CA,95927,Inyo,(530) 726-5293,2010-05-09,2026-09-05
58-432994,58,Caterer's Beer & Wine,ACTIVE,Inyo Tavern Inc,Andrew Brown,1181 Main Blvd,Inyo,CA,94472,Inyo,(760) 590-2508,2018-05-14,2026-01-15
48-638847,48,On-Sale General - Bar/Tavern,ACTIVE,The Inyo Tavern Inc,Anthony Johnson,6783 Main Dr,Inyo,CA,94190,Inyo,(831) 561-9376,2019-05-16,2026-03-19
21-716215,21,Off-Sale General,ACTIVE,Inyo Bar LLC,Michael Martinez,5282 Broad Blvd,Inyo,CA,92022,Inyo,(916) 535-2363,2013-08-20,2024-08-18
58-266428,58,Caterer's Beer & Wine,ACTIVE,Inyo Restaurant,Anthony Davis,407 Main Pl,Inyo,CA,92382,Inyo,(831) 575-1984,2024-10-27,2025-03-08
20-445034,20,Off-Sale Beer & Wine,ACTIVE,The Inyo Market LLC,Maria Hernandez,6728 Center Ln,Inyo,CA,90118,Inyo,(831) 445-2925,2015-10-27,2024-12-14
21-931295,21,Off-Sale General,ACTIVE,Inyo Tavern LLC,John Martinez,6805 Center Ln,Inyo,CA,95046,Inyo,(530) 714-6588,2018-10-08,2024-03-01
47-727351,47,On-Sale General - Restaurant,ACTIVE,The Inyo Tavern Inc,Robert Taylor,4137 Main Ave,Inyo,CA,91317,Inyo,(530) 465-6645,2013-10-23,2024-11-07
41-207466,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Tavern LLC,Maria Hernandez,9746 Main Way,Inyo,CA,90883,Inyo,(760) 530-1262,2018-03-26,2026-08-05
20-375942,20,Off-Sale Beer & Wine,ACTIVE,Inyo Restaurant Inc,Jennifer Gonzalez,8240 Center Ln,Inyo,CA,95755,Inyo,(916) 387-9968,2021-06-05,2025-03-18
21-903698,21,Off-Sale General,ACTIVE,The Inyo Cafe LLC,Robert Jones,9216 Broad Pl,Inyo,CA,91494,Inyo,(530) 870-1591,2024-12-11,2024-08-03
41-224540,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Tavern Inc,Paul Jackson,4547 Broad Way,Inyo,CA,92635,Inyo,(831) 203-3073,2018-07-05,2024-12-24
20-650331,20,Off-Sale Beer & Wine,ACTIVE,Inyo Bar LLC,Paul Anderson,3420 Broad Ave,Inyo,CA,90934,Inyo,(707) 897-4160,2015-06-22,2025-03-02
41-787407,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Inyo Market Inc,Anthony Lopez,3385 Main St,Inyo,CA,95712,Inyo,(559) 394-9138,2020-11-27,2024-11-07
47-394854,47,On-Sale General - Restaurant,ACTIVE,Inyo Market,Jennifer Jones,3738 Main Pl,Inyo,CA,93674,Inyo,(916) 736-9014,2012-09-20,2024-02-27
21-460385,21,Off-Sale General,ACTIVE,Inyo Restaurant LLC,Robert Williams,4524 Center Blvd,Inyo,CA,93777,Inyo,(442) 806-1345,2018-01-17,2026-06-15
75-477037,75,Event Permit Holder,ACTIVE,Inyo Cafe LLC,Mark Thomas,2047 Broad Blvd,Inyo,CA,93425,Inyo,(707) 480-7181,2021-04-26,2024-07-09
48-412668,48,On-Sale General - Bar/Tavern,ACTIVE,The Inyo Tavern Inc,Lisa Martin,7813 Main Ave,Inyo,CA,96009,Inyo,(559) 828-7802,2016-02-19,2025-12-07
75-751599,75,Event Permit Holder,ACTIVE,Inyo Cafe LLC,Michael Rodriguez,2048 Center Ave,Inyo,CA,93898,Inyo,(442) 213-1144,2017-04-04,2026-07-01
75-805973,75,Event Permit Holder,ACTIVE,Inyo Tavern Inc,David Jackson,9953 Main Ln,Inyo,CA,90679,Inyo,(760) 359-4388,2016-07-05,2024-03-03
58-672366,58,Caterer's Beer & Wine,ACTIVE,Inyo Restaurant,Daniel Lopez,9705 Main Rd,Inyo,CA,90129,Inyo,(442) 697-3773,2017-11-28,2024-08-18
20-211005,20,Off-Sale Beer & Wine,ACTIVE,Inyo Restaurant Inc,Kenneth Anderson,6722 Center St,Inyo,CA,94753,Inyo,(760) 438-9284,2012-01-11,2026-04-24
47-488206,47,On-Sale General - Restaurant,ACTIVE,The Inyo Cafe Inc,Mark Wilson,8422 Main Way,Inyo,CA,91728,Inyo,(530) 349-9623,2017-08-09,2025-02-02
20-826491,20,Off-Sale Beer & Wine,ACTIVE,Inyo Tavern Inc,Michelle Rodriguez,5003 Broad Dr,Inyo,CA,93101,Inyo,(559) 558-4478,2016-05-15,2025-06-15
41-931635,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Tavern LLC,Jennifer Gonzalez,6406 Center St,Inyo,CA,93835,Inyo,(831) 888-6743,2014-11-02,2024-05-20
41-323477,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Bar,James Wilson,316 Main Ln,Inyo,CA,94891,Inyo,(442) 835-9580,2014-02-28,2025-12-09
21-786832,21,Off-Sale General,ACTIVE,The Inyo Restaurant,Kenneth Moore,3128 Main St,Inyo,CA,90218,Inyo,(209) 916-6514,2014-05-10,2026-08-28
20-738685,20,Off-Sale Beer & Wine,ACTIVE,Inyo Market,Steven Lopez,1676 Center Ave,Inyo,CA,93195,Inyo,(760) 897-2674,2012-12-02,2024-07-05
47-444493,47,On-Sale General - Restaurant,ACTIVE,Inyo Market,Michelle Wilson,3887 Center Rd,Inyo,CA,90727,Inyo,(831) 376-6764,2011-01-03,2026-07-03
58-969753,58,Caterer's Beer & Wine,ACTIVE,The Inyo Bar,Daniel Smith,929 Main Ct,Inyo,CA,91636,Inyo,(442) 715-5653,2016-03-25,2026-10-15
20-384918,20,Off-Sale Beer & Wine,ACTIVE,Inyo Tavern LLC,Anthony Taylor,2749 Center Blvd,Inyo,CA,93951,Inyo,(209) 576-8545,2017-02-16,2024-12-15
58-903662,58,Caterer's Beer & Wine,ACTIVE,Inyo Restaurant Inc,Michael Gonzalez,4301 Main St,Inyo,CA,94654,Inyo,(442) 245-9401,2018-09-14,2025-11-05
58-685424,58,Caterer's Beer & Wine,ACTIVE,The Inyo Bar Inc,Michael Garcia,8525 Main Ln,Inyo,CA,90425,Inyo,(707) 516-6076,2016-05-04,2024-03-15
41-852252,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Inyo Bar,Paul Smith,3127 Main Way,Inyo,CA,92034,Inyo,(209) 328-5149,2019-08-19,2025-11-15
41-842158,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Inyo Bar,Kenneth Jackson,3406 Center Ave,Inyo,CA,92737,Inyo,(442) 629-3563,2017-09-24,2025-12-10
47-276912,47,On-Sale General - Restaurant,ACTIVE,The Inyo Bar LLC,Michelle Moore,5853 Broad St,Inyo,CA,94125,Inyo,(707) 437-5547,2014-08-12,2024-05-19
20-224207,20,Off-Sale Beer & Wine,ACTIVE,The Inyo Bar,Lisa Johnson,3476 Center Ln,Inyo,CA,90719,Inyo,(559) 737-9856,2023-09-21,2025-09-23
48-271238,48,On-Sale General - Bar/Tavern,ACTIVE,Inyo Market LLC,John Hernandez,7630 Center Dr,Inyo,CA,94316,Inyo,(831) 797-2179,2023-01-22,2026-07-12
41-905937,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Market,Anthony Garcia,8578 Broad Ct,Inyo,CA,90879,Inyo,(831) 755-6022,2012-04-17,2024-06-07
75-640813,75,Event Permit Holder,ACTIVE,The Inyo Cafe Inc,Michelle Jones,9985 Broad St,Inyo,CA,93559,Inyo,(760) 928-3032,2020-07-16,2025-03-10
20-897075,20,Off-Sale Beer & Wine,ACTIVE,The Inyo Tavern LLC,Michelle Jackson,7384 Center St,Inyo,CA,94958,Inyo,(760) 529-2681,2018-08-08,2024-06-19
47-100741,47,On-Sale General - Restaurant,ACTIVE,Inyo Tavern LLC,Steven Martinez,3344 Broad Ave,Inyo,CA,91478,Inyo,(442) 558-3543,2010-10-10,2025-02-15
75-757101,75,Event Permit Holder,ACTIVE,The Inyo Bar LLC,David Taylor,2028 Broad Way,Inyo,CA,94783,Inyo,(530) 977-5804,2010-01-23,2025-02-09
47-725305,47,On-Sale General - Restaurant,ACTIVE,Inyo Cafe Inc,Christopher Rodriguez,5958 Center St,Inyo,CA,90716,Inyo,(707) 490-1941,2017-08-20,2025-06-07
41-662972,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Bar LLC,William Lopez,6345 Center Blvd,Inyo,CA,92526,Inyo,(707) 880-6329,2024-10-12,2026-03-14
47-539212,47,On-Sale General - Restaurant,ACTIVE,Inyo Bar Inc,Mark Smith,894 Broad Pl,Inyo,CA,95589,Inyo,(442) 905-1894,2016-11-25,2024-06-25
58-277201,58,Caterer's Beer & Wine,ACTIVE,Inyo Restaurant Inc,Kenneth Gonzalez,785 Center Rd,Inyo,CA,94268,Inyo,(209) 929-9592,2013-02-10,2026-02-25
75-220459,75,Event Permit Holder,ACTIVE,Inyo Market,Michelle Davis,8785 Broad Way,Inyo,CA,93711,Inyo,(760) 605-8808,2018-03-23,2026-10-19
75-608240,75,Event Permit Holder,ACTIVE,Inyo Tavern Inc,Kenneth Taylor,7733 Center St,Inyo,CA,92456,Inyo,(831) 656-8974,2014-07-25,2026-11-07
47-579157,47,On-Sale General - Restaurant,ACTIVE,The Inyo Bar LLC,James Brown,4937 Center St,Inyo,CA,93793,Inyo,(916) 785-9881,2018-10-12,2025-07-28
58-613200,58,Caterer's Beer & Wine,ACTIVE,Inyo Restaurant LLC,Anthony Miller,5257 Center Ct,Inyo,CA,95696,Inyo,(831) 541-1871,2020-02-15,2025-10-19
75-762337,75,Event Permit Holder,ACTIVE,The Inyo Cafe,Mark Martinez,4551 Center Ln,Inyo,CA,94035,Inyo,(831) 506-5423,2013-08-10,2026-05-21
47-697826,47,On-Sale General - Restaurant,ACTIVE,The Inyo Tavern LLC,Matthew Thomas,172 Main Blvd,Inyo,CA,90862,Inyo,(707) 276-5213,2021-08-03,2026-07-27
48-714183,48,On-Sale General - Bar/Tavern,ACTIVE,Inyo Tavern,David Smith,5805 Center Pl,Inyo,CA,93567,Inyo,(209) 225-2870,2010-06-05,2026-01-10
21-452737,21,Off-Sale General,ACTIVE,Inyo Restaurant Inc,Andrew Garcia,593 Broad Pl,Inyo,CA,93471,Inyo,(559) 934-7359,2017-06-23,2026-05-14
47-252314,47,On-Sale General - Restaurant,ACTIVE,Inyo Cafe,David Williams,1426 Main Rd,Inyo,CA,90378,Inyo,(442) 768-5484,2024-05-24,2025-12-07
21-164530,21,Off-Sale General,ACTIVE,Inyo Cafe LLC,William Hernandez,1175 Center Way,Inyo,CA,90061,Inyo,(707) 542-9572,2021-04-08,2026-12-11
20-627079,20,Off-Sale Beer & Wine,ACTIVE,Inyo Cafe,David Wilson,7817 Main Dr,Inyo,CA,91173,Inyo,(831) 506-1288,2014-03-21,2025-05-14
41-301469,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Inyo Bar Inc,Steven Brown,5699 Broad Ave,Inyo,CA,90497,Inyo,(707) 646-7684,2014-05-08,2026-07-07
20-381599,20,Off-Sale Beer & Wine,ACTIVE,The Inyo Market Inc,Andrew Hernandez,7161 Broad Dr,Inyo,CA,94182,Inyo,(209) 378-2437,2022-06-07,2024-03-23
58-384276,58,Caterer's Beer & Wine,ACTIVE,Inyo Restaurant,William Gonzalez,7394 Broad Pl,Inyo,CA,93954,Inyo,(530) 862-9141,2015-03-07,2026-08-14
58-314843,58,Caterer's Beer & Wine,ACTIVE,Inyo Cafe,William Thomas,2624 Main Ave,Inyo,CA,90337,Inyo,(760) 795-3847,2024-12-27,2025-05-06
41-809255,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Inyo Bar LLC,Jennifer Garcia,8192 Broad Ln,Inyo,CA,95832,Inyo,(707) 314-5789,2013-01-15,2024-11-09
21-631750,21,Off-Sale General,ACTIVE,Inyo Cafe Inc,John Moore,8933 Broad Ln,Inyo,CA,95586,Inyo,(442) 378-4867,2024-04-18,2024-12-10
21-146777,21,Off-Sale General,ACTIVE,Inyo Cafe Inc,Andrew Taylor,9710 Center Ct,Inyo,CA,93822,Inyo,(760) 756-6458,2017-06-11,2024-08-22
20-279181,20,Off-Sale Beer & Wine,ACTIVE,Inyo Cafe,Lisa Gonzalez,8481 Center Rd,Inyo,CA,92669,Inyo,(559) 375-4532,2021-02-27,2024-03-27
20-142894,20,Off-Sale Beer & Wine,ACTIVE,Inyo Cafe Inc,Michelle Miller,942 Center Ct,Inyo,CA,92638,Inyo,(559) 734-4715,2013-01-08,2024-08-13
41-121165,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Inyo Cafe Inc,Mark Miller,3522 Center Blvd,Inyo,CA,90131,Inyo,(916) 582-1239,2019-02-14,2024-02-20
20-729655,20,Off-Sale Beer & Wine,ACTIVE,Inyo Restaurant LLC,Kenneth Martinez,2906 Broad Pl,Inyo,CA,92456,Inyo,(707) 342-8795,2010-12-08,2026-12-22
21-876320,21,Off-Sale General,ACTIVE,Inyo Market,Anthony Thomas,2227 Broad Blvd,Inyo,CA,90725,Inyo,(916) 559-7419,2019-04-02,2024-03-02
58-207254,58,Caterer's Beer & Wine,ACTIVE,Inyo Cafe,David Miller,6775 Broad Rd,Inyo,CA,90953,Inyo,(916) 462-8574,2012-09-15,2025-03-08
21-520018,21,Off-Sale General,ACTIVE,Inyo Cafe,Lisa Martinez,100 Broad Ln,Inyo,CA,95988,Inyo,(442) 893-6894,2012-04-14,2025-08-17
