license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-712054,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheKitchen 72,Mark Miller,5214 1st Ln,Stockton,CA,91264,San Joaquin,(209) 343-8177,2005-06-17,2006-06-17
41-439368,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Michelle Moore,2405 Franklin Blvd,Stockton,CA,94418,San Joaquin,(209) 783-5173,2005-09-10,2006-09-10
41-181470,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Group,Matthew Garcia,4845 Lincoln Dr,Stockton,CA,92671,San Joaquin,(209) 930-9010,2011-06-20,2012-06-20
41-740891,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Group 77,Robert Thomas,8518 3rd Dr,Lodi,CA,90729,San Joaquin,(209) 411-4614,2017-12-26,2018-12-26
41-241387,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe San Joaquin Company,Steven Lopez,8029 Mission Way,Tracy,CA,94939,San Joaquin,(209) 838-2540,2023-08-12,2024-08-12
41-653984,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Lodi Group,Maria Garcia,3251 1st Ct,Lodi,CA,94124,San Joaquin,(209) 338-7193,2015-06-02,2016-06-02
41-183034,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern,Lisa Jones,958 Sunset Blvd,Stockton,CA,95311,San Joaquin,(209) 905-8046,2005-03-08,2006-03-08
41-673833,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Group,Lisa Johnson,5491 1st Way,Lodi,CA,90631,San Joaquin,(209) 203-7273,2016-08-28,2017-08-28
41-148392,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro San Joaquin Inc 75,Maria Jackson,1513 Jefferson Ln #579,Stockton,CA,90121,San Joaquin,(209) 361-9896,2008-11-12,2009-11-12
41-641596,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Group,Kenneth Martinez,4365 6th Ave #152,Tracy,CA,92279,San Joaquin,(209) 699-3440,2023-10-25,2024-10-25
41-823949,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Tracy Group,Maria Thomas,2359 Broadway Pl,Tracy,CA,92764,San Joaquin,(209) 962-1101,2018-05-23,2019-05-23
41-416298,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Stockton Co,Mark Miller,2486 Jefferson St,Stockton,CA,95047,San Joaquin,(209) 847-3890,2011-03-21,2012-03-21
41-898556,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheSpot San Joaquin 9,John Wilson,8766 6th St #842,Tracy,CA,92208,San Joaquin,(209) 662-1748,2013-10-07,2014-10-07
41-759382,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Stockton,Michael Martin,6705 Franklin Blvd #146,Stockton,CA,93487,San Joaquin,(209) 601-7757,2004-09-18,2005-09-18
41-543812,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Corp,Michael Johnson,9023 Front Pl,Lodi,CA,91509,San Joaquin,(209) 554-9012,2004-09-23,2005-09-23
41-218792,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Inc,Andrew Anderson,4576 Front Rd #731,Lodi,CA,93216,San Joaquin,(209) 469-1633,2009-02-17,2010-02-17
41-522500,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place San Joaquin,Michael Anderson,2626 7th Way,Tracy,CA,92836,San Joaquin,(209) 300-1703,2019-01-03,2020-01-03
41-984345,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Stockton Hills LLC,Paul Lopez,7810 Main Dr,Stockton,CA,91531,San Joaquin,(209) 827-7829,2007-10-03,2008-10-03
41-527851,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Company,Steven Rodriguez Hernandez,2593 Franklin Dr #112,Lodi,CA,91123,San Joaquin,(209) 484-3074,2010-01-16,2011-01-16
41-999969,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Tracy Company,Andrew Anderson,7870 Mission Pl,Tracy,CA,96002,San Joaquin,(209) 507-1747,2016-07-04,2017-07-04
41-425910,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Lodi 62,Robert Thomas,7743 1st Dr,Lodi,CA,91134,San Joaquin,(209) 969-1127,2010-09-24,2011-09-24
41-660496,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,Christopher Moore,5953 Broadway Pl,Stockton,CA,95672,San Joaquin,(209) 954-6655,2024-02-21,2025-02-21
41-648102,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Tracy,Jennifer Hernandez,7085 Ocean Ave #613,Tracy,CA,94209,San Joaquin,(209) 438-2363,2021-04-24,2022-04-24
41-910082,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Tracy Hills Group,Mark Jackson,8219 Ocean Dr,Tracy,CA,95763,San Joaquin,(209) 602-9170,2005-07-18,2006-07-18
41-304708,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Group,Matthew Miller Thomas,2071 6th Dr,Lodi,CA,95553,San Joaquin,(209) 335-4467,2021-07-21,2022-07-21
41-944466,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Joaquin,Mark Wilson,1288 State St #887,Lodi,CA,90024,San Joaquin,(209) 384-4809,2013-01-12,2014-01-12
41-380047,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner LLC,Matthew Miller,228 3rd Ave,Lodi,CA,90843,San Joaquin,(209) 418-3360,2002-04-26,2003-04-26
41-814595,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCafe Stockton 4,Michael Miller,1239 Maple Ln,Stockton,CA,92712,San Joaquin,(209) 905-6370,2021-01-24,2022-01-24
41-579615,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,Steven Garcia Martinez,830 Jefferson Blvd #257,Stockton,CA,93505,San Joaquin,(209) 573-3313,2017-02-08,2018-02-08
41-891189,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldBistro Stockton 23,Daniel Gonzalez,8199 Main Ct,Stockton,CA,91507,San Joaquin,(209) 893-5944,2007-01-18,2008-01-18
41-824273,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,Steven Davis,7763 Franklin Ave,Tracy,CA,94229,San Joaquin,(209) 718-8632,2013-09-16,2014-09-16
41-395344,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner,Maria Taylor Martin,5726 Oak Ave,Tracy,CA,91823,San Joaquin,(209) 454-1748,2019-07-11,2020-07-11
41-967859,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Stockton LLC,Maria Brown Smith,1930 Market Pl #715,Stockton,CA,91826,San Joaquin,(209) 317-1549,2000-03-13,2001-03-13
41-929319,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant 65,Anthony Lopez,8555 Washington Ct #863,Lodi,CA,95408,San Joaquin,(209) 897-4612,2012-11-03,2013-11-03
41-452722,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Stockton,Maria Brown,2264 Pico Dr #359,Stockton,CA,91010,San Joaquin,(209) 640-5567,2003-10-13,2004-10-13
41-256521,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldBistro Tracy 81,David Hernandez,9441 Lincoln Ln,Tracy,CA,92269,San Joaquin,(209) 931-6559,2006-08-05,2007-08-05
41-295983,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Tracy Hills Co,Matthew Martinez,2783 Hollywood Ln,Tracy,CA,91888,San Joaquin,(209) 634-2043,2000-02-11,2001-02-11
41-439520,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Group,Matthew Anderson Lopez,5202 Sunset St,Stockton,CA,90666,San Joaquin,(209) 819-6959,2001-08-17,2002-08-17
41-423138,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewKitchen San Joaquin Co 74,Paul Williams Lopez,3529 Franklin Pl,Stockton,CA,95445,San Joaquin,(209) 676-9871,2005-05-15,2006-05-15
41-955638,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldEatery Lodi Heights 74,John Taylor,2263 Lincoln St #792,Lodi,CA,91145,San Joaquin,(209) 976-4317,2001-01-09,2002-01-09
41-741847,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Group,Kenneth Lopez,3592 Hollywood Way #943,Lodi,CA,90545,San Joaquin,(209) 883-7458,2021-10-22,2022-10-22
41-599743,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Tracy,Lisa Smith,3719 Mission Dr,Tracy,CA,90668,San Joaquin,(209) 636-5317,2019-01-09,2020-01-09
41-942471,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Tracy Hills Group,William Thomas Johnson,7247 Madison Ave #771,Tracy,CA,92869,San Joaquin,(209) 810-9150,2019-12-04,2020-12-04
41-269064,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern San Joaquin,Jennifer Williams Moore,8209 Maple Ln,Stockton,CA,92617,San Joaquin,(209) 342-4807,2006-06-03,2007-06-03
41-706104,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Tracy Heights Corp,Andrew Jones,1757 1st Dr #115,Tracy,CA,91595,San Joaquin,(209) 700-7819,2008-11-25,2009-11-25
41-861067,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner,Steven Brown,5875 Wilshire Dr #525,Tracy,CA,93968,San Joaquin,(209) 819-3707,2020-12-14,2021-12-14
41-645678,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Stockton Hills Corp,Steven Hernandez,2856 4th Rd,Stockton,CA,94068,San Joaquin,(209) 293-7854,2013-09-06,2014-09-06
41-607560,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Corp,Robert Taylor,8036 Franklin Rd,Lodi,CA,95855,San Joaquin,(209) 655-9399,2001-03-23,2002-03-23
41-830209,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheSpot Co 77,John Martinez,4893 Hollywood Ave,Stockton,CA,95753,San Joaquin,(209) 798-6698,2011-04-06,2012-04-06
41-619943,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Stockton 30,Michelle Wilson,4338 Main Way,Stockton,CA,94539,San Joaquin,(209) 856-9255,2008-04-15,2009-04-15
41-189944,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Tracy LLC,Paul Hernandez,1813 4th Way,Tracy,CA,92413,San Joaquin,(209) 224-8280,2003-03-06,2004-03-06
41-762650,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,Daniel Williams,9636 Mission Ct,Lodi,CA,95413,San Joaquin,(209) 228-4764,2021-12-24,2022-12-24
41-251528,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern,David Johnson,3311 6th Pl,Stockton,CA,93400,San Joaquin,(209) 861-1781,2007-09-24,2008-09-24
41-436868,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Company,Michelle Hernandez,2568 4th Ave,Tracy,CA,90232,San Joaquin,(209) 698-3186,2017-06-15,2018-06-15
41-182442,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Anthony Davis,6061 5th Ave,Lodi,CA,95017,San Joaquin,(209) 621-7579,2019-01-14,2020-01-14
41-528090,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner San Joaquin LLC,Daniel Williams,4648 6th Pl,Stockton,CA,90913,San Joaquin,(209) 905-2932,2000-01-11,2001-01-11
41-421136,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House,Michael Thomas,5713 Franklin Dr,Tracy,CA,90886,San Joaquin,(209) 803-3686,2004-01-26,2005-01-26
41-296504,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Group,Lisa Smith,9802 Franklin Dr #447,Tracy,CA,91929,San Joaquin,(209) 244-2075,2014-05-09,2015-05-09
41-536500,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Lodi,Paul Anderson,1290 2nd Way,Lodi,CA,93894,San Joaquin,(209) 559-5319,2003-08-05,2004-08-05
41-742491,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Stockton,Matthew Jackson,807 State Dr,Stockton,CA,95212,San Joaquin,(209) 807-1982,2009-09-20,2010-09-20
41-396689,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,Anthony Jones,6196 Franklin Rd #299,Stockton,CA,90600,San Joaquin,(209) 242-9907,2014-03-24,2015-03-24
41-102842,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Corp,Michelle Lopez,464 Ocean Ln,Lodi,CA,95750,San Joaquin,(209) 967-2930,2009-07-02,2010-07-02
41-292944,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen LLC,Daniel Miller,5965 Hollywood Blvd,Tracy,CA,91873,San Joaquin,(209) 684-9276,2016-03-28,2017-03-28
41-332014,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner San Joaquin Company,Andrew Johnson,3204 Sunset Pl #756,Lodi,CA,95108,San Joaquin,(209) 770-5008,2013-02-15,2014-02-15
41-101854,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheHouse San Joaquin 95,John Jones,4136 3rd Dr,Tracy,CA,91849,San Joaquin,(209) 561-9084,2021-11-15,2022-11-15
41-932926,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewPlace San Joaquin Corp 45,Michelle Moore Anderson,5559 State Pl,Lodi,CA,91976,San Joaquin,(209) 748-6402,2024-02-13,2025-02-13
41-510527,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheGrill San Joaquin 90,David Thomas,8588 Washington Rd #961,Tracy,CA,95214,San Joaquin,(209) 728-4553,2015-11-11,2016-11-11
41-245742,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Group,Michelle Johnson,6028 Ocean Pl,Tracy,CA,94854,San Joaquin,(209) 558-8289,2015-10-09,2016-10-09
41-504567,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Lodi Heights Company,Steven Rodriguez,6967 Sunset Ln,Lodi,CA,95575,San Joaquin,(209) 492-6010,2009-05-03,2010-05-03
41-839343,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot LLC,Maria Garcia,8988 Oak St,Tracy,CA,94693,San Joaquin,(209) 544-4632,2005-10-18,2006-10-18
41-889712,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Inc,Steven Hernandez,3038 Franklin Dr,Stockton,CA,93038,San Joaquin,(209) 454-4070,2016-10-28,2017-10-28
41-382775,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Stockton Company,Jennifer Hernandez,6508 Pico Ct #175,Stockton,CA,95143,San Joaquin,(209) 808-2299,2016-05-18,2017-05-18
41-274069,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Lodi Heights Company,Matthew Lopez,9093 Sunset St #731,Lodi,CA,92724,San Joaquin,(209) 437-1815,2024-04-16,2025-04-16
41-433854,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheDiner San Joaquin LLC 69,John Martin,5974 Market Way,Stockton,CA,94014,San Joaquin,(209) 951-5273,2016-01-20,2017-01-20
41-630587,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,James Johnson,5673 6th Ave,Lodi,CA,96166,San Joaquin,(209) 631-8745,2009-12-09,2010-12-09
41-940251,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner San Joaquin Inc,Jennifer Brown,5812 Hollywood Ct,Stockton,CA,92924,San Joaquin,(209) 810-7160,2010-03-05,2011-03-05
41-679384,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheCorner Tracy 82,Mark Wilson,7297 State Ave,Tracy,CA,95866,San Joaquin,(209) 446-2555,2001-08-16,2002-08-16
41-230551,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot San Joaquin Co,John Smith,2076 Ocean Ave,Tracy,CA,95583,San Joaquin,(209) 914-6669,2001-01-28,2002-01-28
41-426452,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Co,Steven Thomas,9542 State Rd,Stockton,CA,92209,San Joaquin,(209) 313-5737,2015-01-13,2016-01-13
41-298366,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Tracy Valley Co,Daniel Martin Jones,4559 Hollywood Way,Tracy,CA,93576,San Joaquin,(209) 430-2400,2004-09-14,2005-09-14
41-212377,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner,Robert Jones,7229 7th Ct,Tracy,CA,95881,San Joaquin,(209) 404-4957,2015-08-21,2016-08-21
41-213443,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House,Jennifer Rodriguez,3008 Madison Way,Lodi,CA,91844,San Joaquin,(209) 391-8684,2000-08-05,2001-08-05
41-129615,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Corp,Robert Wilson Anderson,7793 4th Ct,Stockton,CA,92943,San Joaquin,(209) 765-6034,2024-12-16,2025-12-16
41-695712,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Stockton Hills LLC,Steven Moore Wilson,2374 1st Ln,Stockton,CA,92348,San Joaquin,(209) 713-6279,2022-06-22,2023-06-22
41-193075,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place San Joaquin Corp,Jennifer Davis,2057 5th Dr,Lodi,CA,92860,San Joaquin,(209) 749-9067,2002-07-01,2003-07-01
41-955254,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,Maria Martinez,1441 Sunset Dr,Stockton,CA,93291,San Joaquin,(209) 883-6882,2013-07-06,2014-07-06
41-989263,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe San Joaquin Corp,Robert Johnson Martinez,4526 5th Dr #204,Tracy,CA,93767,San Joaquin,(209) 807-8827,2000-04-22,2001-04-22
41-909111,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner San Joaquin,Kenneth Taylor,4330 Madison Ln #875,Tracy,CA,94550,San Joaquin,(209) 305-6207,2002-05-27,2003-05-27
41-544140,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner 10,Maria Lopez,6979 5th Ct,Lodi,CA,90434,San Joaquin,(209) 948-2615,2009-05-13,2010-05-13
41-663931,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Lodi Valley,Christopher Williams,2509 Hollywood Ln,Lodi,CA,90813,San Joaquin,(209) 650-2141,2010-09-11,2011-09-11
41-387094,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant,Lisa Taylor,5906 3rd Ct,Lodi,CA,91449,San Joaquin,(209) 616-1428,2022-06-10,2023-06-10
41-517483,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldCorner Inc 57,James Brown,4333 Sunset St,Tracy,CA,95813,San Joaquin,(209) 937-5312,2002-09-22,2003-09-22
41-905103,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Tracy,Christopher Garcia,9866 State Blvd #863,Tracy,CA,93818,San Joaquin,(209) 715-9841,2017-08-14,2018-08-14
41-669021,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Tracy 71,Lisa Thomas,3343 Mission Pl,Tracy,CA,90012,San Joaquin,(209) 728-9218,2024-08-07,2025-08-07
41-610328,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewTavern Tracy LLC 51,William Miller,8729 6th St,Tracy,CA,95162,San Joaquin,(209) 822-6072,2006-08-03,2007-08-03
41-421599,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Company,Steven Taylor,6579 5th Blvd #175,Stockton,CA,91250,San Joaquin,(209) 996-3856,2023-12-07,2024-12-07
41-900594,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Tracy Company,Robert Smith,3918 1st Ct #726,Tracy,CA,90780,San Joaquin,(209) 740-8261,2018-02-16,2019-02-16
41-108724,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Stockton,John Moore Taylor,984 Pico Rd,Stockton,CA,91402,San Joaquin,(209) 525-3985,2000-05-14,2001-05-14
41-704337,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Stockton,Kenneth Moore,700 Front Rd,Stockton,CA,90244,San Joaquin,(209) 853-2310,2007-06-21,2008-06-21
41-700555,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Group,Daniel Martinez,4504 Maple Ln,Tracy,CA,95941,San Joaquin,(209) 368-9237,2014-06-01,2015-06-01
41-556584,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewTavern 48,Christopher Martin,5078 Market Blvd #212,Tracy,CA,92990,San Joaquin,(209) 318-6876,2021-07-24,2022-07-24
41-838269,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Inc,Maria Hernandez,8308 6th Ave #817,Stockton,CA,90250,San Joaquin,(209) 415-2379,2012-06-24,2013-06-24
41-175494,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Tracy,Michael Williams,8993 Market Rd #821,Tracy,CA,91423,San Joaquin,(209) 216-5189,2017-12-19,2018-12-19
41-760098,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheBistro Company 67,Maria Rodriguez,3816 Franklin Ave,Lodi,CA,93934,San Joaquin,(209) 739-7556,2014-10-22,2015-10-22
41-835039,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Stockton Inc,Matthew Rodriguez,682 7th Rd #693,Stockton,CA,95114,San Joaquin,(209) 467-9411,2023-01-12,2024-01-12
41-433063,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheGrill Tracy Inc 30,Mark Lopez,522 Hollywood St,Tracy,CA,92887,San Joaquin,(209) 676-2996,2017-10-05,2018-10-05
41-850547,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldTavern Stockton Corp 40,Andrew Lopez,6356 4th Way #730,Stockton,CA,93377,San Joaquin,(209) 380-4586,2018-06-05,2019-06-05
41-496715,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCorner 23,David Williams,1903 Front Rd,Lodi,CA,95353,San Joaquin,(209) 728-8600,2020-02-02,2021-02-02
41-175389,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place LLC,Michael Jones,7999 Hollywood Blvd,Lodi,CA,95793,San Joaquin,(209) 678-3646,2007-10-01,2008-10-01
41-246564,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House LLC,James Gonzalez,3174 Market Ave,Stockton,CA,93219,San Joaquin,(209) 268-4814,2023-04-09,2024-04-09
41-814820,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Tracy,Steven Johnson,5048 1st Way,Tracy,CA,95359,San Joaquin,(209) 202-9615,2016-06-23,2017-06-23
41-898627,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Corp,Jennifer Moore Martinez,7612 Front Dr,Tracy,CA,91426,San Joaquin,(209) 230-2631,2023-10-09,2024-10-09
41-722088,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,Michael Johnson,8598 2nd Rd,Lodi,CA,94338,San Joaquin,(209) 342-3529,2009-09-16,2010-09-16
41-428897,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Inc 7,Maria Gonzalez,3196 Lincoln Rd #541,Stockton,CA,92106,San Joaquin,(209) 505-7010,2009-12-10,2010-12-10
41-932105,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Stockton,Andrew Wilson,8553 Maple Ct,Stockton,CA,90212,San Joaquin,(209) 789-6475,2001-01-08,2002-01-08
41-411347,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,James Anderson,613 Ocean Ln,Tracy,CA,91370,San Joaquin,(209) 286-4966,2004-10-19,2005-10-19
41-929014,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Lodi Heights Co,Jennifer Brown,443 Franklin Ct,Lodi,CA,94438,San Joaquin,(209) 482-2849,2023-03-24,2024-03-24
41-376741,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Tracy Co,Mark Garcia,5193 Hollywood Dr #132,Tracy,CA,95410,San Joaquin,(209) 574-1614,2009-12-08,2010-12-08
41-997754,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Stockton,Andrew Davis,5185 6th Ln,Stockton,CA,90498,San Joaquin,(209) 239-2480,2016-12-13,2017-12-13
