license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-301819,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Group,Robert Martinez,1516 1st Ave #642,Petaluma,CA,90739,Sonoma,(707) 753-9202,2012-06-27,2013-06-27
41-240131,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Santa Rosa Hills,Andrew Smith,3520 Maple Pl #667,Santa Rosa,CA,91808,Sonoma,(707) 699-6866,2014-10-03,2015-10-03
41-800207,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Company 12,Maria Martin,6817 4th St,Santa Rosa,CA,94511,Sonoma,(707) 423-6384,2003-07-04,2004-07-04
41-802142,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Sonoma,Michelle Martin,112 4th Way #420,Sonoma,CA,90340,Sonoma,(707) 357-1896,2012-09-26,2013-09-26
41-327068,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,Steven Taylor,1708 7th Dr,Sonoma,CA,93200,Sonoma,(707) 595-4982,2016-08-23,2017-08-23
41-493706,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,Maria Wilson Lopez,3672 Market St,Sonoma,CA,92149,Sonoma,(707) 705-8638,2010-12-14,2011-12-14
41-673202,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewRestaurant Petaluma LLC 61,William Jackson,4284 Washington Ct,Petaluma,CA,92498,Sonoma,(707) 205-5828,2014-02-16,2015-02-16
41-167940,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Sonoma Heights,Maria Smith,3218 State Way #840,Sonoma,CA,92030,Sonoma,(707) 626-4327,2022-06-23,2023-06-23
41-210572,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Santa Rosa Hills Co,Paul Jones,5668 Broadway Blvd,Santa Rosa,CA,93718,Sonoma,(707) 821-1439,2022-01-01,2023-01-01
41-385262,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House,Mark Jackson,2717 Sunset Blvd,Sonoma,CA,95999,Sonoma,(707) 546-6785,2023-04-15,2024-04-15
41-603586,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewEatery Sonoma 81,Daniel Anderson,5669 Main St #696,Petaluma,CA,90740,Sonoma,(707) 808-6679,2004-04-19,2005-04-19
41-346542,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Petaluma Company,Robert Davis,746 6th Way,Petaluma,CA,95931,Sonoma,(707) 394-3132,2004-05-24,2005-05-24
41-829099,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCorner Group 36,Jennifer Martinez Johnson,5372 3rd Rd #557,Petaluma,CA,96095,Sonoma,(707) 946-8327,2010-05-02,2011-05-02
41-618344,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Group,Paul Johnson,6609 Madison Pl,Sonoma,CA,92086,Sonoma,(707) 410-8418,2008-03-12,2009-03-12
41-874614,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewHouse Inc 72,Michelle Lopez Johnson,9243 Mission Way,Santa Rosa,CA,94557,Sonoma,(707) 277-9179,2017-03-13,2018-03-13
41-593156,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheKitchen Santa Rosa Heights 82,Mark Taylor,5259 Maple Ct #159,Santa Rosa,CA,92152,Sonoma,(707) 215-3072,2005-08-14,2006-08-14
41-285213,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldHouse Sonoma Inc 3,Matthew Martin,5922 Wilshire Way,Sonoma,CA,92366,Sonoma,(707) 608-9595,2001-01-03,2002-01-03
41-666413,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldKitchen 35,Steven Hernandez,4466 Wilshire St,Sonoma,CA,94775,Sonoma,(707) 934-4933,2005-05-02,2006-05-02
41-801557,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Petaluma LLC 58,Kenneth Martinez,3260 Lincoln Blvd,Petaluma,CA,93088,Sonoma,(707) 481-3303,2019-03-25,2020-03-25
41-938153,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot LLC,Kenneth Martinez,1177 5th Way,Sonoma,CA,95729,Sonoma,(707) 218-7039,2006-07-01,2007-07-01
41-134993,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Sonoma Group,Steven Moore,3711 Sunset Rd #862,Petaluma,CA,91415,Sonoma,(707) 893-9958,2009-10-16,2010-10-16
41-554303,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Santa Rosa Valley,David Thomas,7857 Jefferson Rd,Santa Rosa,CA,90057,Sonoma,(707) 267-9981,2024-10-15,2025-10-15
41-914082,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Sonoma Co,Kenneth Rodriguez,6804 Lincoln Blvd #525,Petaluma,CA,94907,Sonoma,(707) 583-7367,2013-01-28,2014-01-28
41-173473,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Company,Matthew Lopez,6899 State Rd #950,Sonoma,CA,92627,Sonoma,(707) 950-5991,2022-02-08,2023-02-08
41-805893,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Sonoma Company,Robert Williams,7037 1st Pl,Sonoma,CA,90657,Sonoma,(707) 280-3746,2020-12-17,2021-12-17
41-523355,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Inc,Andrew Smith,4564 Lincoln Ln #588,Sonoma,CA,96026,Sonoma,(707) 398-2118,2001-12-26,2002-12-26
41-880014,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Santa Rosa LLC,Paul Taylor Garcia,4172 Pico St,Santa Rosa,CA,94210,Sonoma,(707) 896-3743,2022-11-06,2023-11-06
41-997629,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,Jennifer Moore Moore,4184 4th Dr,Sonoma,CA,95826,Sonoma,(707) 911-1472,2003-10-18,2004-10-18
41-693190,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,Michael Smith,3964 1st Pl,Sonoma,CA,91833,Sonoma,(707) 769-2910,2018-03-09,2019-03-09
41-166693,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldGrill Group 22,David Garcia,5288 Market Ln,Santa Rosa,CA,93438,Sonoma,(707) 667-4111,2004-02-24,2005-02-24
41-840714,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Sonoma,Paul Moore,655 Franklin Rd,Sonoma,CA,95975,Sonoma,(707) 834-4676,2021-01-20,2022-01-20
41-680177,41,On-Sale Beer & Wine - Eating Place,ACTIVE,ThePlace 4,Daniel Smith,2860 Hollywood Blvd,Sonoma,CA,90591,Sonoma,(707) 660-8572,2012-03-12,2013-03-12
41-408731,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheCorner Sonoma Group 24,Anthony Smith Wilson,9937 6th Way,Petaluma,CA,92035,Sonoma,(707) 892-4861,2023-04-05,2024-04-05
41-154147,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Petaluma Heights Co,Jennifer Martin,5513 Lincoln Ave,Petaluma,CA,95178,Sonoma,(707) 808-5143,2006-01-15,2007-01-15
41-823964,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Sonoma Inc,Michelle Brown,7954 6th Ln #909,Santa Rosa,CA,91467,Sonoma,(707) 500-5043,2019-11-10,2020-11-10
41-546288,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,William Williams,3133 Wilshire St,Santa Rosa,CA,94300,Sonoma,(707) 278-3322,2020-04-24,2021-04-24
41-668050,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheGrill 83,Christopher Wilson,1118 Pico Pl,Petaluma,CA,93696,Sonoma,(707) 634-5905,2002-03-27,2003-03-27
41-550052,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Petaluma Hills Inc,Michelle Smith Davis,394 Ocean Ct,Petaluma,CA,95322,Sonoma,(707) 738-4113,2004-08-12,2005-08-12
41-637259,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Sonoma Inc,Paul Lopez,2475 5th St,Petaluma,CA,90825,Sonoma,(707) 856-2949,2004-04-08,2005-04-08
41-198824,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen,Steven Brown,341 State St,Sonoma,CA,93381,Sonoma,(707) 677-9008,2022-09-19,2023-09-19
41-598724,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldTavern Petaluma Inc 54,Maria Moore,9092 6th St,Petaluma,CA,93540,Sonoma,(707) 425-6135,2003-09-16,2004-09-16
41-504616,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Santa Rosa Co,Robert Lopez,8303 Oak Rd,Santa Rosa,CA,95761,Sonoma,(707) 733-8133,2011-07-07,2012-07-07
41-103868,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Santa Rosa Group,Jennifer Lopez,5866 3rd Pl #670,Santa Rosa,CA,94655,Sonoma,(707) 846-7223,2021-09-22,2022-09-22
41-435275,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldPlace Sonoma Hills LLC 93,Kenneth Martinez,1491 Front Blvd #788,Sonoma,CA,93298,Sonoma,(707) 568-8498,2010-08-11,2011-08-11
41-563282,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldHouse Santa Rosa Co 20,Anthony Davis,2280 1st St,Santa Rosa,CA,90853,Sonoma,(707) 937-6910,2004-03-08,2005-03-08
41-785474,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Corp,Matthew Thomas,3436 1st Ct,Sonoma,CA,92812,Sonoma,(707) 201-1773,2023-08-21,2024-08-21
41-887861,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Sonoma Inc,Anthony Garcia Martinez,3339 Ocean Blvd,Sonoma,CA,91439,Sonoma,(707) 924-1504,2006-06-27,2007-06-27
41-414884,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,Lisa Moore,480 Jefferson Dr #531,Petaluma,CA,90023,Sonoma,(707) 783-8863,2010-08-20,2011-08-20
41-583404,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Inc,William Hernandez Davis,2648 1st Ave #669,Santa Rosa,CA,91401,Sonoma,(707) 603-1741,2008-05-03,2009-05-03
41-101203,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant,Andrew Miller,1270 3rd St,Santa Rosa,CA,94698,Sonoma,(707) 352-9643,2023-10-24,2024-10-24
41-330454,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Sonoma,William Jones Davis,3320 State Ln #245,Santa Rosa,CA,95095,Sonoma,(707) 649-2977,2000-03-25,2001-03-25
41-589248,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Sonoma Hills 66,Maria Lopez,4450 6th Dr,Sonoma,CA,95769,Sonoma,(707) 496-2929,2022-03-07,2023-03-07
41-665757,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldCafe 42,Lisa Johnson Thomas,5505 Oak St #765,Santa Rosa,CA,93515,Sonoma,(707) 840-6190,2018-02-08,2019-02-08
41-290321,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldCorner 22,Steven Smith,1262 5th St,Petaluma,CA,90394,Sonoma,(707) 541-8548,2018-11-19,2019-11-19
41-934429,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery 33,Paul Smith,835 2nd Ln,Sonoma,CA,93816,Sonoma,(707) 616-4297,2006-02-07,2007-02-07
41-485074,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Company,Paul Lopez Jones,5866 7th Dr #309,Petaluma,CA,95516,Sonoma,(707) 347-9008,2018-07-09,2019-07-09
41-800483,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Corp,Lisa Rodriguez,2815 Lincoln St,Santa Rosa,CA,92736,Sonoma,(707) 630-2767,2016-11-01,2017-11-01
41-502007,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Corp,Steven Jackson,4542 Pico Dr,Sonoma,CA,90904,Sonoma,(707) 486-8347,2002-01-11,2003-01-11
41-752365,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldBistro Sonoma 72,Christopher Wilson,5434 Maple Way,Sonoma,CA,92969,Sonoma,(707) 586-3522,2011-05-17,2012-05-17
41-735977,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheDiner Sonoma Corp 8,Maria Rodriguez,947 Madison Blvd,Sonoma,CA,92826,Sonoma,(707) 626-4679,2023-05-06,2024-05-06
41-561275,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Corp,Daniel Martin Thomas,615 Market Ln,Petaluma,CA,93685,Sonoma,(707) 251-3667,2009-11-28,2010-11-28
41-744021,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheEatery Petaluma Co 60,Michelle Johnson Davis,6616 Franklin Rd,Petaluma,CA,91162,Sonoma,(707) 996-4478,2024-07-17,2025-07-17
41-323846,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner,Paul Johnson,9920 2nd St,Santa Rosa,CA,93423,Sonoma,(707) 871-8972,2018-01-07,2019-01-07
41-593124,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Corp,Mark Taylor,4297 Sunset Ln,Sonoma,CA,93959,Sonoma,(707) 442-6429,2002-02-25,2003-02-25
41-606669,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Sonoma Inc,William Martinez,1644 Wilshire Blvd,Sonoma,CA,93982,Sonoma,(707) 956-4688,2014-12-04,2015-12-04
41-813818,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Inc,Anthony Moore Martin,8693 Madison Way,Sonoma,CA,90851,Sonoma,(707) 372-5375,2003-05-22,2004-05-22
41-612656,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Sonoma Corp,Jennifer Miller Jones,5822 Ocean Rd #282,Petaluma,CA,93220,Sonoma,(707) 579-1845,2000-08-12,2001-08-12
41-601100,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe,Michelle Brown Miller,5035 Market Pl #282,Sonoma,CA,91587,Sonoma,(707) 862-3588,2016-07-04,2017-07-04
41-227375,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Paul Moore,9596 Pico Ln,Petaluma,CA,93846,Sonoma,(707) 405-3049,2001-05-25,2002-05-25
41-410811,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant,Lisa Davis,5396 Wilshire Ln,Santa Rosa,CA,91010,Sonoma,(707) 678-5618,2020-03-01,2021-03-01
41-295928,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Sonoma Heights,Matthew Lopez Jones,8310 1st St #270,Sonoma,CA,94914,Sonoma,(707) 696-8320,2017-01-21,2018-01-21
41-947156,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Co 31,Andrew Davis Lopez,8505 7th Rd #652,Petaluma,CA,92870,Sonoma,(707) 895-2437,2020-07-21,2021-07-21
41-543695,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCorner Sonoma 39,Matthew Davis,4840 Mission St,Sonoma,CA,94603,Sonoma,(707) 743-1336,2012-07-03,2013-07-03
41-901185,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Group,William Martin,6651 Washington Rd,Petaluma,CA,92840,Sonoma,(707) 728-1720,2018-02-24,2019-02-24
41-878711,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Sonoma Valley,Mark Jones,3605 Main Way #682,Sonoma,CA,95631,Sonoma,(707) 758-3841,2008-09-10,2009-09-10
41-184619,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,David Taylor Johnson,5248 Mission Blvd #376,Sonoma,CA,95583,Sonoma,(707) 807-3915,2001-11-01,2002-11-01
41-717811,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheCorner LLC 19,Jennifer Thomas Jackson,5316 Pico Blvd #665,Petaluma,CA,92370,Sonoma,(707) 558-2953,2024-03-24,2025-03-24
41-739139,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Company,Robert Garcia,347 7th Ct,Santa Rosa,CA,90632,Sonoma,(707) 225-8846,2024-10-15,2025-10-15
41-239253,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewEatery Sonoma 88,Michael Miller,186 Madison Ave,Sonoma,CA,93559,Sonoma,(707) 634-7457,2018-08-22,2019-08-22
41-833274,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Group,James Garcia,3723 Broadway Pl #814,Sonoma,CA,90641,Sonoma,(707) 403-3835,2020-01-28,2021-01-28
41-651568,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Petaluma Valley,Andrew Williams,2710 3rd St,Petaluma,CA,90808,Sonoma,(707) 843-6241,2018-12-24,2019-12-24
41-264138,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewBistro Company 38,John Brown,4725 2nd Blvd,Sonoma,CA,95047,Sonoma,(707) 880-5591,2003-08-21,2004-08-21
41-546694,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner,Paul Williams Lopez,5158 Market Ln,Sonoma,CA,91906,Sonoma,(707) 542-8540,2023-03-14,2024-03-14
41-594130,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheKitchen Company 94,Maria Davis Garcia,6694 Maple Ave,Sonoma,CA,91677,Sonoma,(707) 319-9439,2009-12-21,2010-12-21
41-284392,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Group,William Rodriguez,7631 Washington Ave #266,Sonoma,CA,93802,Sonoma,(707) 382-8440,2018-09-28,2019-09-28
41-331424,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,Robert Williams,2718 Pico Pl,Santa Rosa,CA,91558,Sonoma,(707) 358-9773,2000-02-20,2001-02-20
41-190129,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewTavern Co 70,Jennifer Hernandez,7012 Jefferson Ct #596,Santa Rosa,CA,92114,Sonoma,(707) 978-2052,2004-01-22,2005-01-22
41-243908,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Sonoma Corp,Lisa Moore,3791 Ocean Dr,Sonoma,CA,91293,Sonoma,(707) 401-6704,2021-02-09,2022-02-09
41-718365,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen,Paul Jones,2856 Mission Ave,Sonoma,CA,91009,Sonoma,(707) 528-5708,2023-07-24,2024-07-24
41-914094,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery,Maria Miller,9514 Main Rd,Santa Rosa,CA,95138,Sonoma,(707) 553-3923,2022-05-24,2023-05-24
41-218033,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Co,John Jones,4106 Sunset Rd,Sonoma,CA,95506,Sonoma,(707) 500-8714,2014-06-21,2015-06-21
41-283952,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Sonoma,Jennifer Brown,1111 Lincoln St #859,Petaluma,CA,92765,Sonoma,(707) 490-2999,2015-10-17,2016-10-17
41-948136,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCafe Co 11,Michelle Smith,2237 Pico Ct,Santa Rosa,CA,91490,Sonoma,(707) 371-1817,2019-02-21,2020-02-21
41-281140,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Inc,John Martin,8083 State Blvd,Sonoma,CA,91415,Sonoma,(707) 771-9332,2020-09-24,2021-09-24
41-469338,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldRestaurant Sonoma Group 66,Michael Rodriguez Jones,2600 Jefferson Ave,Santa Rosa,CA,94587,Sonoma,(707) 917-2682,2007-09-12,2008-09-12
41-483731,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Sonoma Co,Maria Jones,963 State Dr,Sonoma,CA,92588,Sonoma,(707) 382-9293,2001-03-07,2002-03-07
41-106714,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Sonoma Corp 65,Lisa Jackson,6672 Franklin Rd,Sonoma,CA,95503,Sonoma,(707) 901-5692,2014-03-14,2015-03-14
41-969565,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Santa Rosa Hills 93,Maria Garcia,3901 Jefferson St,Santa Rosa,CA,94497,Sonoma,(707) 854-1916,2018-05-24,2019-05-24
41-111808,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro 40,Jennifer Martin,7543 Main Ct,Petaluma,CA,93900,Sonoma,(707) 441-8191,2022-06-27,2023-06-27
41-323976,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldCafe Sonoma Valley 37,William Williams Smith,8523 1st Ave,Sonoma,CA,95812,Sonoma,(707) 276-9320,2016-08-20,2017-08-20
41-828547,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewEatery Petaluma Group 25,Maria Martinez,2922 Maple Blvd,Petaluma,CA,90668,Sonoma,(707) 707-2076,2024-07-07,2025-07-07
41-982044,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheEatery 50,Michelle Moore Williams,3459 5th St #867,Petaluma,CA,92524,Sonoma,(707) 750-4313,2003-06-12,2004-06-12
41-422393,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Sonoma Hills 17,Daniel Rodriguez,5518 1st Blvd,Sonoma,CA,93445,Sonoma,(707) 610-2350,2024-08-17,2025-08-17
41-145704,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Sonoma Heights,Daniel Davis Rodriguez,9088 Madison Ln #839,Sonoma,CA,91106,Sonoma,(707) 672-6544,2013-07-09,2014-07-09
41-811885,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheBistro 61,Michelle Gonzalez Wilson,3398 State Ln #347,Santa Rosa,CA,91011,Sonoma,(707) 284-2467,2016-04-18,2017-04-18
41-439204,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheGrill Group 67,Paul Thomas,5444 Lincoln Ct,Santa Rosa,CA,95183,Sonoma,(707) 783-5288,2012-01-10,2013-01-10
41-291372,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCafe Corp 75,Jennifer Garcia,2167 1st Way,Petaluma,CA,92044,Sonoma,(707) 531-2978,2021-06-21,2022-06-21
41-117332,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Sonoma,David Martinez,5758 Market Ln,Petaluma,CA,91634,Sonoma,(707) 450-8842,2012-09-09,2013-09-09
41-710700,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Company,Lisa Johnson,6692 Franklin Dr #933,Sonoma,CA,93639,Sonoma,(707) 939-4157,2017-02-13,2018-02-13
41-208211,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Inc,Matthew Thomas,3094 Washington Ct,Sonoma,CA,91362,Sonoma,(707) 958-1304,2011-01-07,2012-01-07
41-594098,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,William Williams,1498 5th Ct,Petaluma,CA,91707,Sonoma,(707) 251-7887,2006-04-11,2007-04-11
41-418303,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Sonoma Heights Inc,Kenneth Anderson,1716 Broadway Blvd #737,Sonoma,CA,95313,Sonoma,(707) 273-4309,2022-05-25,2023-05-25
41-521530,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Co,Michelle Garcia,6964 Madison Blvd,Sonoma,CA,91586,Sonoma,(707) 518-9078,2024-11-24,2025-11-24
