id,company_name,contact_name,title,email,phone,address,city,state,state_name,zip,business_type,priority,metro_pop,pos_system,replacement_score,has_website,has_social,years_in_business,estimated_volume,source,tags,scraped_at
IL-87900,Cafe of Rockford,Charles Thompson,Manager,info@cafeofrockford.com,(331) 296-4475,9782 Washington St,Rockford,IL,Illinois,81322,Cafe,B,149000,Micros,75,True,True,1,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.312755
IL-40798,Chicago Eatery,Jennifer Martin,General Manager,info@chicagoeatery.com,(815) 323-8036,6254 Market St,Chicago,IL,Illinois,17065,Kitchen,A,2716000,Micros,75,True,False,20,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.312780
IL-49543,West Rockford Cafe,Michael Brown,Operations Manager,info@westrockfordcafe.com,(773) 697-1897,6674 Chestnut St,Rockford,IL,Illinois,84694,Cafe,B,149000,Unknown,40,True,True,10,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.312793
IL-13370,Golden Restaurant on Main,Jennifer Hernandez,Operations Manager,info@goldenrestaurantonma.com,(773) 417-4728,3260 Elm St,Naperville,IL,Illinois,84025,Restaurant,B,149000,Aloha,80,True,False,30,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.312807
IL-42332,Springfield Kitchen,Sarah Thompson,Operations Manager,info@springfieldkitchen.com,(312) 356-5244,3682 Market St,Springfield,IL,Illinois,71618,Grill,B,117000,Clover,75,True,True,7,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.312817
IL-23363,West Springfield Bistro,Sarah Anderson,Operations Manager,info@westspringfieldbistr.com,(331) 487-5309,1549 Washington St,Springfield,IL,Illinois,59461,Bistro,B,117000,Lightspeed,60,True,True,3,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.312825
IL-48413,West Chicago Cafe,James White,General Manager,info@westchicagocafe.com,(618) 372-3330,2166 Elm St,Chicago,IL,Illinois,39657,Cafe,A,2716000,Clover,75,True,False,35,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.312834
IL-97455,Rodriguez's Tavern,Jennifer Rodriguez,Manager,info@rodriguezstavern.com,(815) 240-7608,7477 Pine St,Rockford,IL,Illinois,25068,Tavern,B,149000,ShopKeep,70,True,True,34,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.312842
IL-78460,Uptown Eatery,Robert Smith,Owner,info@uptowneatery.com,(708) 569-8353,1039 Chestnut St,Rockford,IL,Illinois,17940,Eatery,B,149000,Revel,70,True,True,12,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.312850
IL-84508,Chicago Grill House,Karen Hernandez,Owner,info@chicagogrillhouse.com,(872) 508-8851,7442 Washington St,Chicago,IL,Illinois,58300,Grill,A,2716000,Unknown,40,True,True,2,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.312866
IL-12040,Thompson's Diner,Joseph Thompson,General Manager,info@thompsonsdiner.com,(217) 556-6269,5338 Elm St,Chicago,IL,Illinois,94531,Diner,A,2716000,Lightspeed,60,True,False,4,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.312875
IL-50956,Tavern of Springfield,Karen Rodriguez,Operations Manager,info@tavernofspringfield.com,(815) 651-7166,9956 Elm St,Springfield,IL,Illinois,79647,Tavern,B,117000,Cake POS,75,False,False,23,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.312883
IL-80908,Rockford Royal Eatery,James Anderson,Operations Manager,info@rockfordroyaleatery.com,(847) 797-3072,3424 Maple Ave,Rockford,IL,Illinois,60164,Eatery,B,149000,TouchBistro,65,True,True,13,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.312891
IL-59261,Downtown Grill,Thomas Wilson,General Manager,info@downtowngrill.com,(331) 362-7085,3549 Oak St,Springfield,IL,Illinois,81962,Grill,B,117000,ShopKeep,70,True,False,29,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.312906
IL-81007,Chicago Pub,Thomas Jones,Manager,info@chicagopub.com,(872) 315-1739,6209 River Rd,Chicago,IL,Illinois,78909,Cafe,A,2716000,Aloha,80,True,True,32,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.312914
IL-32844,Springfield Bistro,James Rodriguez,Manager,info@springfieldbistro.com,(815) 602-5765,5310 Lake St,Springfield,IL,Illinois,82630,Bistro,B,117000,Clover,75,True,True,28,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.312922
IL-92686,Savory Diner on Main,Barbara Thompson,Operations Manager,info@savorydineronmain.com,(708) 748-2783,3061 Lake St,Naperville,IL,Illinois,64970,Diner,B,149000,Clover,75,True,True,14,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.312930
IL-24153,Springfield Family Kitchen,Mary Lee,Operations Manager,info@springfieldfamilykit.com,(773) 821-8908,450 Pine St,Springfield,IL,Illinois,51932,Kitchen,B,117000,Revel,70,True,True,7,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.312941
IL-62777,Downtown Kitchen,Christopher Rodriguez,Operations Manager,info@downtownkitchen.com,(217) 428-1111,835 Chestnut St,Rockford,IL,Illinois,93506,Kitchen,B,149000,Toast,60,True,True,28,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.312948
IL-98363,Restaurant of Springfield,Sarah Johnson,Operations Manager,info@restaurantofspringfi.com,(618) 829-5823,9251 Main St,Springfield,IL,Illinois,42565,Restaurant,B,117000,TouchBistro,65,True,True,6,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.312959
IL-54643,Chicago Tavern House,Michael Rodriguez,Operations Manager,info@chicagotavernhouse.com,(309) 651-9514,6833 Broadway,Chicago,IL,Illinois,40156,Tavern,A,2716000,Cake POS,75,True,True,9,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.312967
IL-14604,Downtown Tavern,Robert Garcia,Operations Manager,info@downtowntavern.com,(815) 626-5738,3203 Lake St,Naperville,IL,Illinois,96975,Tavern,B,149000,Revel,70,True,True,7,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.312985
IL-30641,Naperville Bistro,John Jones,Operations Manager,info@napervillebistro.com,(630) 366-9519,7497 Park Ave,Naperville,IL,Illinois,17130,Kitchen,B,149000,Micros,75,True,True,13,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.312997
IL-30951,Uptown Pub,Jessica Taylor,Operations Manager,info@uptownpub.com,(847) 521-5372,7497 Pine St,Springfield,IL,Illinois,11269,Pub,B,117000,Clover,75,True,True,27,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313008
IL-76761,Chicago Bistro,Sarah Anderson,General Manager,info@chicagobistro.com,(872) 415-8213,2490 Maple Ave,Chicago,IL,Illinois,97873,Cafe,A,2716000,Aloha,80,True,True,2,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313018
IL-73876,Kitchen Co.,Joseph Brown,Owner,info@kitchenco..com,(847) 302-5655,4253 Maple Ave,Rockford,IL,Illinois,93548,Kitchen,B,149000,Square,85,True,True,29,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313029
IL-35259,Uptown Diner,Jennifer Wilson,Manager,info@uptowndiner.com,(815) 378-7632,8047 Chestnut St,Springfield,IL,Illinois,23789,Diner,B,117000,Unknown,40,True,True,1,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313044
IL-22467,Chicago Pub,Thomas Martin,General Manager,info@chicagopub.com,(847) 432-1078,8190 Pine St,Chicago,IL,Illinois,34260,Grill,A,2716000,Unknown,40,True,False,35,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313055
IL-89491,Naperville Eatery,Linda White,Owner,info@napervilleeatery.com,(773) 804-1623,6733 Pine St,Naperville,IL,Illinois,53955,Cafe,B,149000,ShopKeep,70,False,True,33,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.313067
IL-23661,Springfield Silver Bistro,Christopher Rodriguez,Owner,info@springfieldsilverbis.com,(815) 905-1210,1635 Maple Ave,Springfield,IL,Illinois,60859,Bistro,B,117000,Clover,75,True,True,29,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313084
IL-93443,Eatery & Grill,Jessica Lee,Operations Manager,info@eateryandgrill.com,(630) 515-5691,2267 Chestnut St,Springfield,IL,Illinois,40549,Eatery,B,117000,TouchBistro,65,True,True,15,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313096
IL-89995,Rockford Kitchen,Joseph Garcia,Owner,info@rockfordkitchen.com,(312) 321-9194,6108 Lake St,Rockford,IL,Illinois,34392,Eatery,B,149000,Toast,60,True,True,22,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313106
IL-91413,Chicago Eatery,Richard Lopez,Manager,info@chicagoeatery.com,(630) 319-5374,1810 Chestnut St,Chicago,IL,Illinois,87792,Kitchen,A,2716000,Unknown,40,True,True,24,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313118
IL-74693,Chicago Eatery,Thomas Jones,General Manager,info@chicagoeatery.com,(773) 599-1810,6585 River Rd,Chicago,IL,Illinois,19650,Bistro,A,2716000,Toast,60,True,True,19,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313129
IL-11194,The Artisan Eatery,Robert Jackson,Manager,info@theartisaneatery.com,(224) 664-1332,1611 Main St,Rockford,IL,Illinois,14236,Eatery,B,149000,Unknown,40,True,True,7,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313141
IL-64855,Cafe of Naperville,Charles Williams,General Manager,info@cafeofnaperville.com,(630) 645-6086,1279 Main St,Naperville,IL,Illinois,73662,Cafe,B,149000,Unknown,40,True,True,24,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.313159
IL-57183,Green Grill on Main,Christopher Martinez,Manager,info@greengrillonmain.com,(847) 653-6283,6689 Oak St,Chicago,IL,Illinois,58743,Grill,A,2716000,ShopKeep,70,True,True,10,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313171
IL-49871,Rockford Kitchen,Sarah Martin,Operations Manager,info@rockfordkitchen.com,(708) 687-3653,4451 Oak St,Rockford,IL,Illinois,19250,Kitchen,B,149000,Square,85,True,True,13,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313182
IL-84513,West Rockford Eatery,Charles Brown,General Manager,info@westrockfordeatery.com,(309) 514-4018,8670 Market St,Rockford,IL,Illinois,64698,Eatery,B,149000,Lightspeed,60,True,True,4,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313196
IL-42728,Rockford Eatery,David Taylor,Operations Manager,info@rockfordeatery.com,(773) 426-1395,922 Washington St,Rockford,IL,Illinois,81047,Cafe,B,149000,Aloha,80,True,False,21,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313207
IL-21999,The Green Grill,Jessica Williams,Manager,info@thegreengrill.com,(815) 547-9344,1020 Broadway,Rockford,IL,Illinois,56962,Grill,B,149000,TouchBistro,65,True,True,6,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313221
IL-41441,The Artisan Eatery,Mary Brown,General Manager,info@theartisaneatery.com,(872) 478-3064,4376 Maple Ave,Rockford,IL,Illinois,38466,Eatery,B,149000,Clover,75,False,True,15,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313232
IL-44162,The Modern Bistro,William Jackson,Operations Manager,info@themodernbistro.com,(618) 230-4764,1256 Elm St,Springfield,IL,Illinois,37898,Bistro,B,117000,Unknown,40,True,False,2,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313243
IL-37252,West Naperville Diner,Christopher Johnson,Operations Manager,info@westnapervillediner.com,(224) 374-6593,2055 Chestnut St,Naperville,IL,Illinois,65384,Diner,B,149000,Unknown,40,False,False,5,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.313254
IL-12163,Grand Eatery on Main,Elizabeth Wilson,Owner,info@grandeateryonmain.com,(872) 986-8481,5377 Pine St,Naperville,IL,Illinois,31786,Eatery,B,149000,Revel,70,True,False,25,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.313269
IL-87319,Brown's Grill,James Brown,Owner,info@brownsgrill.com,(309) 893-2090,2019 Washington St,Rockford,IL,Illinois,76298,Grill,B,149000,Micros,75,True,True,28,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313284
IL-67075,Naperville Bistro,Michael Williams,Manager,info@napervillebistro.com,(217) 306-8778,9266 Main St,Naperville,IL,Illinois,44423,Cafe,B,149000,TouchBistro,65,True,True,14,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.313295
IL-94462,Springfield Kitchen,Thomas Jackson,Manager,info@springfieldkitchen.com,(815) 413-9006,8302 Pine St,Springfield,IL,Illinois,17182,Grill,B,117000,Aloha,80,True,True,18,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313306
IL-41127,Restaurant of Naperville,David Jones,General Manager,info@restaurantofnapervil.com,(224) 339-6573,4391 Oak St,Naperville,IL,Illinois,82348,Restaurant,B,149000,ShopKeep,70,True,True,5,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.313318
IL-30685,Springfield Kitchen House,Charles Davis,Owner,info@springfieldkitchenho.com,(708) 431-2289,9052 Chestnut St,Springfield,IL,Illinois,33892,Kitchen,B,117000,TouchBistro,65,True,True,19,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313329
IL-38768,Rustic Kitchen on Main,Susan Moore,Manager,info@rustickitchenonmain.com,(331) 914-2100,1902 Market St,Naperville,IL,Illinois,88390,Kitchen,B,149000,Aloha,80,True,True,27,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.313344
IL-18876,Springfield Pub,Elizabeth Taylor,Manager,info@springfieldpub.com,(773) 754-9115,6971 River Rd,Springfield,IL,Illinois,33957,Diner,B,117000,Unknown,40,True,True,34,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313355
IL-39019,Springfield Pub,Sarah Wilson,Manager,info@springfieldpub.com,(630) 259-3255,2994 Elm St,Springfield,IL,Illinois,80696,Diner,B,117000,Unknown,40,True,True,3,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313370
IL-25339,Martin's Bar,Jennifer Martin,Manager,info@martinsbar.com,(312) 469-8573,9126 River Rd,Springfield,IL,Illinois,32723,Bar,B,117000,ShopKeep,70,True,False,16,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313381
IL-86674,Springfield Kitchen,Susan Davis,General Manager,info@springfieldkitchen.com,(847) 647-6295,3457 Broadway,Springfield,IL,Illinois,83032,Grill,B,117000,Cake POS,75,True,True,6,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313391
IL-21256,Downtown Tavern,Elizabeth Johnson,Manager,info@downtowntavern.com,(708) 525-8429,4353 Market St,Chicago,IL,Illinois,10107,Tavern,A,2716000,Unknown,40,True,False,11,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313433
IL-30481,Springfield Kitchen,John Brown,Operations Manager,info@springfieldkitchen.com,(630) 513-2133,4070 Park Ave,Springfield,IL,Illinois,98047,Tavern,B,117000,Square,85,True,True,22,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313450
IL-35983,Pub Co.,William Johnson,Owner,info@pubco..com,(872) 433-9312,6018 Broadway,Naperville,IL,Illinois,87813,Pub,B,149000,Toast,60,True,True,11,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.313468
IL-87550,Grand Cafe on Main,Elizabeth Smith,Manager,info@grandcafeonmain.com,(309) 309-6693,2748 Park Ave,Rockford,IL,Illinois,96587,Cafe,B,149000,Aloha,80,True,True,28,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313478
IL-63912,Bar & Grill,Susan Martinez,Operations Manager,info@barandgrill.com,(618) 255-9326,9467 Elm St,Chicago,IL,Illinois,42777,Bar,A,2716000,Micros,75,True,True,15,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313487
IL-86107,Fresh Bistro on Main,Barbara Martinez,Owner,info@freshbistroonmain.com,(618) 563-2873,9923 Oak St,Springfield,IL,Illinois,71856,Bistro,B,117000,Aloha,80,True,True,11,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313495
IL-58925,Uptown Cafe,Christopher Anderson,Manager,info@uptowncafe.com,(815) 324-6322,193 River Rd,Naperville,IL,Illinois,10637,Cafe,B,149000,Lightspeed,60,True,True,35,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.313512
IL-57994,Uptown Diner,Jennifer Rodriguez,General Manager,info@uptowndiner.com,(847) 248-9963,2060 Market St,Rockford,IL,Illinois,34075,Diner,B,149000,Toast,60,True,True,15,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313520
IL-71571,Chicago Eatery,Linda Miller,General Manager,info@chicagoeatery.com,(309) 577-6410,5913 River Rd,Chicago,IL,Illinois,11927,Tavern,A,2716000,Aloha,80,True,True,28,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313528
IL-87293,The Golden Diner,Jessica Wilson,Operations Manager,info@thegoldendiner.com,(224) 572-6936,7394 Oak St,Chicago,IL,Illinois,55101,Diner,A,2716000,Unknown,40,True,True,27,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313535
IL-10953,Naperville Rustic Cafe,Jessica Brown,General Manager,info@napervillerusticcafe.com,(618) 444-8814,4483 Park Ave,Naperville,IL,Illinois,53493,Cafe,B,149000,Cake POS,75,False,True,16,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Naperville,Midwest",2026-05-07T20:52:46.313544
IL-85116,Rockford Bistro,Susan Johnson,Operations Manager,info@rockfordbistro.com,(773) 841-9895,2975 Maple Ave,Rockford,IL,Illinois,65969,Bistro,B,149000,Micros,75,False,True,5,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313555
IL-88458,Downtown Eatery,Susan Jones,Owner,info@downtowneatery.com,(847) 230-1117,9792 River Rd,Springfield,IL,Illinois,44958,Eatery,B,117000,Unknown,40,True,True,31,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313562
IL-42858,West Springfield Grill,Christopher Miller,Operations Manager,info@westspringfieldgrill.com,(773) 769-9157,6468 Oak St,Springfield,IL,Illinois,22410,Grill,B,117000,Aloha,80,True,False,7,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313570
IL-75072,Cafe & Grill,William Garcia,General Manager,info@cafeandgrill.com,(630) 748-3870,6260 Washington St,Chicago,IL,Illinois,45823,Cafe,A,2716000,Clover,75,True,False,7,3M-5M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313581
IL-99159,Downtown Tavern,Robert Hernandez,General Manager,info@downtowntavern.com,(872) 674-7972,6490 Park Ave,Rockford,IL,Illinois,45547,Tavern,B,149000,Toast,60,True,True,4,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313588
IL-48060,Chicago Fresh Pub,James Martin,General Manager,info@chicagofreshpub.com,(872) 222-8384,353 Elm St,Chicago,IL,Illinois,84241,Pub,A,2716000,Clover,75,True,True,23,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313600
IL-13615,Chicago Kitchen,Mary Williams,Operations Manager,info@chicagokitchen.com,(618) 841-2295,5865 Chestnut St,Chicago,IL,Illinois,89954,Kitchen,A,2716000,TouchBistro,65,True,True,20,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Chicago,Midwest",2026-05-07T20:52:46.313607
IL-58070,Downtown Diner,Linda Brown,General Manager,info@downtowndiner.com,(847) 954-4368,1245 Main St,Rockford,IL,Illinois,88934,Diner,B,149000,Unknown,40,True,True,5,500K-1M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313615
IL-97171,Springfield Cafe,Barbara Jackson,Owner,info@springfieldcafe.com,(872) 501-1187,558 Maple Ave,Springfield,IL,Illinois,51627,Cafe,B,117000,Unknown,40,True,True,28,1M-3M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313622
IL-74997,Rockford Kitchen,James Garcia,Operations Manager,info@rockfordkitchen.com,(872) 578-2364,4814 Washington St,Rockford,IL,Illinois,67147,Pub,B,149000,Micros,75,False,True,11,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313630
IL-96496,Springfield Artisan Bar,Charles Smith,Manager,info@springfieldartisanba.com,(872) 244-5704,859 Oak St,Springfield,IL,Illinois,14593,Bar,B,117000,Lightspeed,60,True,True,30,>5M,MIDWEST_IL_Scraper,"Restaurant,IL,Springfield,Midwest",2026-05-07T20:52:46.313641
IL-71119,Rockford Eatery,William Martinez,Owner,info@rockfordeatery.com,(872) 867-6456,6024 Oak St,Rockford,IL,Illinois,59727,Eatery,B,149000,Toast,60,True,True,26,<500K,MIDWEST_IL_Scraper,"Restaurant,IL,Rockford,Midwest",2026-05-07T20:52:46.313648
