license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-868020,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldHouse San Diego Inc 27,Andrew Williams,698 4th Way #634,Escondido,CA,90948,San Diego,(619) 518-1721,2001-02-17,2002-02-17
41-345011,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery,Michael Brown Lopez,7222 Main Ln #559,Carlsbad,CA,93129,San Diego,(760) 523-9687,2013-10-21,2014-10-21
41-459443,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Co,Maria Thomas,9086 4th Pl,Carlsbad,CA,91080,San Diego,(858) 375-5259,2009-01-05,2010-01-05
41-274444,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldPlace San Diego Group 21,William Miller,3997 Mission St #688,Escondido,CA,91036,San Diego,(858) 466-7056,2001-11-11,2002-11-11
41-461675,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Oceanside 57,Robert Miller,4828 Sunset Way #524,Oceanside,CA,91143,San Diego,(760) 812-2410,2016-06-03,2017-06-03
41-769983,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Carlsbad LLC,Steven Jackson,5280 Madison Ln,Carlsbad,CA,95717,San Diego,(760) 571-2570,2004-01-05,2005-01-05
41-252627,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner San Diego Valley,Maria Martinez,4062 6th Ave,San Diego,CA,94736,San Diego,(619) 741-4555,2024-09-01,2025-09-01
41-806906,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Co,Christopher Miller,2448 2nd Way,San Diego,CA,90833,San Diego,(760) 372-2060,2019-07-04,2020-07-04
41-128206,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,David Martinez,5855 Broadway Dr,Carlsbad,CA,95309,San Diego,(858) 806-2391,2005-01-18,2006-01-18
41-789719,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Escondido,James Miller,464 Front Way,Escondido,CA,92641,San Diego,(760) 300-9001,2016-11-11,2017-11-11
41-693943,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewHouse San Diego Hills Co 56,Steven Garcia Taylor,8946 Front Dr,San Diego,CA,92058,San Diego,(760) 727-8425,2005-10-16,2006-10-16
41-183029,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Escondido Hills,Matthew Wilson,9414 Broadway Ct,Escondido,CA,90369,San Diego,(760) 310-9366,2021-12-19,2022-12-19
41-832356,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe,Maria Hernandez,5315 Madison Rd,Escondido,CA,96166,San Diego,(760) 663-5473,2014-10-11,2015-10-11
41-856254,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner,Matthew Williams Miller,184 2nd Dr,San Diego,CA,94684,San Diego,(619) 955-4696,2005-06-10,2006-06-10
41-920664,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Inc,Daniel Brown,7175 Market Ave,San Diego,CA,94581,San Diego,(619) 501-7249,2013-04-28,2014-04-28
41-642827,41,On-Sale Beer & Wine - Eating Place,ACTIVE,ThePlace San Diego 55,Mark Anderson,5733 Pico Dr,San Diego,CA,91648,San Diego,(619) 549-4102,2010-10-19,2011-10-19
41-562816,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery San Diego Group,Jennifer Gonzalez,6349 3rd Ave #407,Escondido,CA,94875,San Diego,(760) 356-3878,2014-05-13,2015-05-13
41-790472,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Carlsbad,William Thomas,5742 Ocean Ln #866,Carlsbad,CA,93260,San Diego,(760) 515-1105,2002-12-14,2003-12-14
41-920755,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Corp,Andrew Brown Garcia,8121 Mission Ct,San Diego,CA,94687,San Diego,(858) 764-5440,2010-07-06,2011-07-06
41-678469,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Corp,Michael Lopez,8514 Franklin Blvd,Carlsbad,CA,91168,San Diego,(858) 781-5380,2007-11-20,2008-11-20
41-212369,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,John Jones,8161 Pico Ave,Oceanside,CA,91259,San Diego,(858) 326-8985,2008-04-16,2009-04-16
41-723789,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Carlsbad Co,Andrew Wilson,4740 Franklin Ave #925,Carlsbad,CA,90850,San Diego,(619) 865-1269,2023-10-18,2024-10-18
41-401967,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner 95,Michelle Anderson,5102 Franklin Dr,Carlsbad,CA,95582,San Diego,(619) 370-4069,2000-11-16,2001-11-16
41-970198,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldEatery 13,William Gonzalez,1840 5th Pl,Carlsbad,CA,91896,San Diego,(760) 442-2727,2013-02-02,2014-02-02
41-162621,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Michael Martinez,7374 Broadway Dr,San Diego,CA,91510,San Diego,(760) 641-9724,2024-06-01,2025-06-01
41-830782,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House,Matthew Anderson,5615 Lincoln Ave #146,Escondido,CA,90604,San Diego,(760) 563-8354,2013-05-25,2014-05-25
41-451626,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Carlsbad Heights Inc,Maria Jones,8640 Front Dr #776,Carlsbad,CA,95128,San Diego,(619) 849-1130,2007-11-07,2008-11-07
41-465805,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Oceanside,Maria Hernandez,8913 Lincoln Dr #544,Oceanside,CA,92841,San Diego,(760) 898-5729,2016-09-27,2017-09-27
41-887331,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Oceanside,Maria Gonzalez Jones,5861 Lincoln Way,Oceanside,CA,90191,San Diego,(858) 769-9040,2012-10-28,2013-10-28
41-257379,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill San Diego,Daniel Brown Taylor,299 Maple Ct #859,Chula Vista,CA,91659,San Diego,(858) 880-1538,2002-05-18,2003-05-18
41-810587,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Inc,Christopher Smith,6830 3rd Way #917,Chula Vista,CA,90393,San Diego,(760) 261-9392,2001-09-28,2002-09-28
41-779309,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Chula Vista Corp,Kenneth Hernandez,6488 Main St,Chula Vista,CA,93499,San Diego,(619) 465-4651,2020-11-07,2021-11-07
41-384245,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Escondido Hills 16,Anthony Anderson,6245 Main Pl #974,Escondido,CA,96061,San Diego,(619) 589-1806,2006-07-19,2007-07-19
41-982298,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheGrill Oceanside 95,William Brown,2464 3rd St,Oceanside,CA,94902,San Diego,(760) 737-3781,2007-02-14,2008-02-14
41-908287,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldSpot San Diego Corp 83,Christopher Moore,5238 Maple St,Oceanside,CA,90386,San Diego,(858) 594-4084,2021-07-24,2022-07-24
41-813981,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCorner Oceanside Corp 14,Michael Thomas,2056 2nd Dr #668,Oceanside,CA,94079,San Diego,(619) 330-9490,2003-04-02,2004-04-02
41-571727,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheSpot Corp 3,Kenneth Davis,2205 Oak Ave,San Diego,CA,91450,San Diego,(858) 266-3523,2002-01-24,2003-01-24
41-621480,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Group,Mark Johnson,3831 Pico Pl,San Diego,CA,94088,San Diego,(858) 645-3618,2003-02-11,2004-02-11
41-442475,41,On-Sale Beer & Wine - Eating Place,ACTIVE,ThePlace Chula Vista Heights 66,Paul Garcia Davis,1015 Maple Blvd,Chula Vista,CA,90556,San Diego,(619) 355-2675,2002-06-12,2003-06-12
41-460262,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Company,Michael Moore,9080 Market Dr,Escondido,CA,90944,San Diego,(858) 432-4920,2020-12-08,2021-12-08
41-392051,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill San Diego Co,William Brown,6022 Franklin Ct,Escondido,CA,91674,San Diego,(858) 795-9521,2009-11-08,2010-11-08
41-886758,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Group,John Davis Rodriguez,9773 Oak Blvd,Chula Vista,CA,92473,San Diego,(858) 450-3331,2015-07-15,2016-07-15
41-425416,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewHouse LLC 8,Michelle Martin,504 6th Dr,Chula Vista,CA,93041,San Diego,(619) 659-7609,2019-06-10,2020-06-10
41-714068,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Inc,Jennifer Jones,9078 Maple Ct,Carlsbad,CA,91256,San Diego,(858) 538-8206,2006-02-20,2007-02-20
41-497121,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Group,Mark Rodriguez,3487 2nd Rd,Escondido,CA,95454,San Diego,(760) 448-9026,2008-01-14,2009-01-14
41-902663,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro San Diego,Christopher Johnson,9698 Market Ave,San Diego,CA,93938,San Diego,(619) 649-9831,2023-10-01,2024-10-01
41-295652,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery San Diego Valley LLC,Paul Jackson Taylor,481 Madison Ave,San Diego,CA,92520,San Diego,(858) 486-5761,2016-01-25,2017-01-25
41-225515,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner San Diego,Kenneth Martinez,5765 Ocean St,Carlsbad,CA,94945,San Diego,(619) 326-9617,2009-04-08,2010-04-08
41-736933,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe,Christopher Johnson Taylor,5349 Maple Dr,Escondido,CA,91437,San Diego,(619) 460-6579,2017-03-14,2018-03-14
41-408708,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro San Diego LLC,Matthew Martin,3754 State Blvd #540,San Diego,CA,93311,San Diego,(760) 773-1897,2017-08-05,2018-08-05
41-145918,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheGrill 22,Matthew Hernandez,6003 Hollywood Ln,Chula Vista,CA,92147,San Diego,(619) 831-2595,2006-12-10,2007-12-10
41-443226,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen San Diego,Daniel Johnson,9915 Madison Blvd,San Diego,CA,95631,San Diego,(858) 569-5036,2002-08-03,2003-08-03
41-399061,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot San Diego Inc,Andrew Williams,3271 Ocean Pl,Oceanside,CA,94401,San Diego,(760) 983-9048,2024-07-25,2025-07-25
41-973924,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Escondido LLC,Maria Hernandez,6115 5th St #118,Escondido,CA,96015,San Diego,(619) 264-7542,2001-08-06,2002-08-06
41-155826,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,Paul Jackson,7148 Lincoln Rd,Escondido,CA,90037,San Diego,(858) 462-2419,2017-12-11,2018-12-11
41-134873,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro San Diego Company,Michael Davis Taylor,9070 Broadway Ave,San Diego,CA,95874,San Diego,(858) 688-5305,2008-12-22,2009-12-22
41-755645,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Inc,James Williams,4645 Hollywood Pl #770,Chula Vista,CA,91731,San Diego,(760) 334-9599,2011-10-20,2012-10-20
41-143441,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Chula Vista Company,Anthony Lopez,3328 Main St,Chula Vista,CA,94873,San Diego,(619) 650-8486,2018-02-20,2019-02-20
41-469359,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot San Diego,Christopher Thomas,7353 Wilshire Dr #717,Carlsbad,CA,94980,San Diego,(619) 201-5707,2007-06-08,2008-06-08
41-453929,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner 32,Jennifer Brown Smith,1192 Jefferson Ave,Carlsbad,CA,92224,San Diego,(858) 900-9057,2015-11-11,2016-11-11
41-429075,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Corp,Jennifer Williams,9417 Market Blvd #775,San Diego,CA,90551,San Diego,(858) 288-8014,2024-11-11,2025-11-11
41-117728,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place LLC,Robert Smith,7486 7th Pl,Oceanside,CA,91514,San Diego,(619) 688-1008,2013-03-22,2014-03-22
41-488543,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen San Diego,Kenneth Johnson Jones,5044 Hollywood Way #490,Escondido,CA,90525,San Diego,(619) 940-4660,2023-06-04,2024-06-04
41-298340,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Matthew Garcia Jones,8980 7th Rd,Oceanside,CA,91676,San Diego,(858) 387-4121,2001-04-07,2002-04-07
41-292006,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Oceanside,Michael Moore,9593 3rd Ct #790,Oceanside,CA,95390,San Diego,(858) 753-1459,2020-06-23,2021-06-23
41-903162,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Escondido Heights,Andrew Hernandez,8240 Hollywood Blvd,Escondido,CA,95199,San Diego,(760) 414-3620,2008-03-15,2009-03-15
41-438249,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery,Matthew Garcia Martinez,9628 2nd Dr,San Diego,CA,93795,San Diego,(760) 937-3525,2021-03-02,2022-03-02
41-147680,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Andrew Anderson,1947 State Pl #681,San Diego,CA,95734,San Diego,(619) 292-8717,2024-07-19,2025-07-19
41-761762,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House San Diego,Paul Garcia,7211 7th Ln #211,San Diego,CA,90006,San Diego,(619) 394-3540,2007-12-20,2008-12-20
41-286851,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner,Michelle Anderson,6641 7th Way #726,Escondido,CA,92899,San Diego,(760) 296-3266,2019-09-19,2020-09-19
41-149917,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewDiner 17,Steven Gonzalez Lopez,9954 Washington St,San Diego,CA,92246,San Diego,(760) 551-7913,2005-05-02,2006-05-02
41-222504,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldKitchen 24,Anthony Smith,3062 Mission St,Chula Vista,CA,91765,San Diego,(760) 863-5831,2009-08-13,2010-08-13
41-817995,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen,Michelle Lopez,3897 7th Dr,Oceanside,CA,94006,San Diego,(619) 340-5709,2005-12-27,2006-12-27
41-846969,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot San Diego,Paul Hernandez,2890 Madison Rd,Oceanside,CA,92561,San Diego,(619) 615-2894,2019-02-15,2020-02-15
41-555915,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Carlsbad Heights,Paul Johnson,5109 3rd Rd #317,Carlsbad,CA,92682,San Diego,(760) 431-8907,2018-02-12,2019-02-12
41-572239,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Group,Daniel Martinez,6253 Wilshire Pl,Oceanside,CA,92925,San Diego,(858) 318-2659,2021-10-02,2022-10-02
41-215828,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewRestaurant Company 21,Lisa Williams,5947 Hollywood Blvd,Chula Vista,CA,93274,San Diego,(760) 907-5528,2003-11-23,2004-11-23
41-262282,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheEatery 20,Anthony Jones,4943 State Way #962,Oceanside,CA,93029,San Diego,(858) 632-8578,2002-08-04,2003-08-04
41-570490,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery San Diego Company,Daniel Thomas,2456 5th Ave #823,San Diego,CA,91691,San Diego,(858) 413-9986,2004-06-20,2005-06-20
41-266498,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery San Diego,William Johnson,3064 5th Dr #867,Oceanside,CA,91066,San Diego,(858) 946-4379,2005-11-05,2006-11-05
41-976133,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery San Diego Group,William Gonzalez,584 Sunset Way #682,San Diego,CA,94502,San Diego,(619) 297-5360,2002-01-14,2003-01-14
41-539034,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Inc,William Williams Martinez,9039 Main Ave,San Diego,CA,91407,San Diego,(760) 247-3718,2007-10-02,2008-10-02
41-730344,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,Jennifer Garcia,8233 2nd Dr,Carlsbad,CA,93766,San Diego,(858) 802-7089,2000-07-06,2001-07-06
41-818366,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Group,Maria Anderson,4710 Pico Ct #462,San Diego,CA,90084,San Diego,(619) 786-6334,2008-07-03,2009-07-03
41-744149,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,Maria Martinez,5498 Madison St,San Diego,CA,96155,San Diego,(619) 786-7794,2005-12-17,2006-12-17
41-314040,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House San Diego,Daniel Martinez,9005 5th Blvd,San Diego,CA,95020,San Diego,(760) 645-6361,2021-12-05,2022-12-05
41-445512,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place San Diego LLC,Steven Martin,3903 Main Pl #538,San Diego,CA,94985,San Diego,(619) 837-5276,2018-09-27,2019-09-27
41-760775,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Oceanside Heights,Steven Brown,4712 Franklin Ln #330,Oceanside,CA,94209,San Diego,(619) 327-1266,2019-07-12,2020-07-12
41-378237,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Carlsbad Valley,Kenneth Williams,5340 Franklin Pl,Carlsbad,CA,92615,San Diego,(760) 671-3017,2016-11-19,2017-11-19
41-582634,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewKitchen Escondido Heights 88,Andrew Hernandez,8663 Maple Blvd,Escondido,CA,94103,San Diego,(760) 972-3115,2016-07-23,2017-07-23
41-534445,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place LLC,Robert Garcia,2466 Wilshire Pl,Oceanside,CA,95117,San Diego,(760) 793-1441,2021-10-02,2022-10-02
41-606878,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheBistro San Diego Co 26,Andrew Williams,6663 7th Pl,Oceanside,CA,95142,San Diego,(858) 995-9746,2018-11-15,2019-11-15
41-389488,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery,Lisa Jones Gonzalez,3561 Wilshire Rd,Oceanside,CA,92490,San Diego,(858) 569-8115,2001-02-18,2002-02-18
41-287910,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner,John Hernandez Jones,988 Sunset Ct,Oceanside,CA,92746,San Diego,(760) 907-6490,2005-05-24,2006-05-24
41-770649,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Company,William Martinez Rodriguez,4467 5th Rd,Chula Vista,CA,93312,San Diego,(760) 914-7076,2024-07-14,2025-07-14
41-252692,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Escondido Company,Robert Moore,5988 5th Ct #713,Escondido,CA,93804,San Diego,(760) 446-1478,2002-01-10,2003-01-10
41-534503,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheCafe Escondido 18,Andrew Martin,5960 Wilshire St,Escondido,CA,91592,San Diego,(858) 940-7528,2019-07-10,2020-07-10
41-305323,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Oceanside Company,Matthew Williams,6993 Franklin Way,Oceanside,CA,92822,San Diego,(619) 874-8715,2018-03-18,2019-03-18
41-735724,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldGrill 59,Maria Williams,5615 Oak Dr,Chula Vista,CA,94406,San Diego,(760) 913-3433,2008-07-12,2009-07-12
41-706700,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheRestaurant Escondido 19,Andrew Davis,988 3rd Blvd #996,Escondido,CA,93423,San Diego,(760) 704-3938,2022-01-20,2023-01-20
41-469375,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House,Anthony Moore,1789 2nd Ct #490,Oceanside,CA,92308,San Diego,(858) 312-8979,2002-10-02,2003-10-02
41-104797,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House San Diego 99,Steven Johnson,9289 Pico Ln,Escondido,CA,95970,San Diego,(858) 811-6524,2024-12-26,2025-12-26
41-478722,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner,Kenneth Johnson,7693 Sunset St,San Diego,CA,91614,San Diego,(858) 376-4213,2014-04-24,2015-04-24
41-556997,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldCorner San Diego Heights 17,Jennifer Davis Taylor,6961 4th Dr,San Diego,CA,90818,San Diego,(619) 978-4527,2017-09-02,2018-09-02
41-991508,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Oceanside,Maria Brown,4069 2nd Ln,Oceanside,CA,95566,San Diego,(619) 766-3878,2004-08-12,2005-08-12
