license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-555830,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Modoc Cafe,David Brown,2951 Center Ave,Modoc,CA,93799,Modoc,(559) 356-9400,2020-07-07,2026-06-21
48-335165,48,On-Sale General - Bar/Tavern,ACTIVE,The Modoc Cafe LLC,Matthew Brown,2143 Broad Way,Modoc,CA,93672,Modoc,(530) 390-7936,2015-09-12,2026-10-03
75-169670,75,Event Permit Holder,ACTIVE,The Modoc Market LLC,Maria Thomas,5602 Center Pl,Modoc,CA,92725,Modoc,(442) 538-1731,2019-11-22,2026-12-26
75-426794,75,Event Permit Holder,ACTIVE,The Modoc Market Inc,Paul Anderson,2769 Center St,Modoc,CA,94293,Modoc,(760) 896-3401,2020-12-14,2024-04-17
20-359681,20,Off-Sale Beer & Wine,ACTIVE,Modoc Cafe Inc,David Garcia,3943 Main St,Modoc,CA,91518,Modoc,(530) 640-3929,2021-06-05,2026-04-13
75-555773,75,Event Permit Holder,ACTIVE,The Modoc Restaurant,Paul Hernandez,8674 Center St,Modoc,CA,93715,Modoc,(831) 338-8712,2016-07-19,2024-11-11
20-623358,20,Off-Sale Beer & Wine,ACTIVE,The Modoc Bar LLC,Maria Garcia,7691 Main St,Modoc,CA,92160,Modoc,(916) 338-3884,2023-06-13,2026-03-02
58-743514,58,Caterer's Beer & Wine,ACTIVE,Modoc Market,Maria Brown,5035 Center Ct,Modoc,CA,96128,Modoc,(831) 249-5447,2011-03-14,2024-06-08
58-711207,58,Caterer's Beer & Wine,ACTIVE,Modoc Restaurant,James Garcia,1867 Broad Ct,Modoc,CA,91861,Modoc,(760) 492-4445,2018-09-21,2025-08-15
20-404712,20,Off-Sale Beer & Wine,ACTIVE,Modoc Bar Inc,Kenneth Jones,8327 Center Blvd,Modoc,CA,93629,Modoc,(209) 902-5279,2012-10-07,2026-12-11
41-427953,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Modoc Bar Inc,John Miller,552 Broad Blvd,Modoc,CA,90019,Modoc,(530) 518-7518,2022-04-28,2026-02-24
41-302252,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Modoc Market LLC,Andrew Moore,8149 Center Pl,Modoc,CA,90191,Modoc,(442) 612-5388,2020-09-06,2024-02-26
47-477702,47,On-Sale General - Restaurant,ACTIVE,Modoc Restaurant LLC,Robert Williams,4665 Broad Dr,Modoc,CA,90641,Modoc,(530) 208-8844,2010-08-04,2026-04-17
47-389099,47,On-Sale General - Restaurant,ACTIVE,Modoc Market,Maria Jones,7501 Broad Ave,Modoc,CA,94877,Modoc,(559) 703-5309,2020-03-05,2024-12-11
48-495511,48,On-Sale General - Bar/Tavern,ACTIVE,Modoc Restaurant,Michelle Williams,1325 Broad Ct,Modoc,CA,94951,Modoc,(831) 881-8037,2014-07-19,2025-04-04
20-912302,20,Off-Sale Beer & Wine,ACTIVE,Modoc Cafe LLC,Christopher Garcia,2529 Center Ct,Modoc,CA,95948,Modoc,(530) 320-1643,2021-06-21,2026-11-09
75-711732,75,Event Permit Holder,ACTIVE,The Modoc Bar LLC,Mark Williams,4278 Main Dr,Modoc,CA,92967,Modoc,(916) 610-4142,2022-01-14,2024-06-04
41-378030,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Modoc Market LLC,Daniel Davis,1747 Broad Blvd,Modoc,CA,90030,Modoc,(831) 610-9474,2024-01-20,2024-11-25
48-374219,48,On-Sale General - Bar/Tavern,ACTIVE,Modoc Cafe,William Thomas,2421 Broad St,Modoc,CA,92006,Modoc,(760) 686-7925,2023-05-18,2024-03-14
20-138401,20,Off-Sale Beer & Wine,ACTIVE,Modoc Restaurant LLC,Kenneth Johnson,2655 Center St,Modoc,CA,91210,Modoc,(442) 395-4028,2024-06-25,2026-03-19
48-125753,48,On-Sale General - Bar/Tavern,ACTIVE,Modoc Cafe Inc,Paul Brown,1049 Main Way,Modoc,CA,90108,Modoc,(831) 607-6058,2024-09-24,2024-03-05
41-204279,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Modoc Market Inc,Kenneth Anderson,5419 Main Ln,Modoc,CA,92809,Modoc,(559) 850-9488,2016-06-14,2024-12-09
41-201577,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Modoc Tavern Inc,Paul Martin,8722 Broad St,Modoc,CA,92142,Modoc,(209) 788-2018,2017-09-10,2026-04-13
21-390443,21,Off-Sale General,ACTIVE,Modoc Tavern Inc,Matthew Martinez,2173 Center Ave,Modoc,CA,92945,Modoc,(916) 497-1702,2016-04-17,2024-02-19
20-265021,20,Off-Sale Beer & Wine,ACTIVE,The Modoc Market LLC,James Martin,2136 Center Dr,Modoc,CA,91661,Modoc,(530) 508-6644,2024-01-10,2026-12-04
48-166644,48,On-Sale General - Bar/Tavern,ACTIVE,Modoc Restaurant LLC,Lisa Miller,5390 Main Ct,Modoc,CA,94138,Modoc,(530) 261-9819,2023-02-10,2024-08-08
58-406613,58,Caterer's Beer & Wine,ACTIVE,Modoc Cafe Inc,Maria Gonzalez,7557 Main Blvd,Modoc,CA,91303,Modoc,(707) 582-3401,2023-04-04,2024-10-20
20-714510,20,Off-Sale Beer & Wine,ACTIVE,Modoc Bar,Christopher Wilson,2455 Main Ct,Modoc,CA,93399,Modoc,(707) 444-3849,2024-02-04,2025-07-17
41-324094,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Modoc Tavern,Maria Smith,8679 Broad Rd,Modoc,CA,93287,Modoc,(831) 819-4830,2011-08-08,2025-01-15
