id,company_name,contact_name,email,phone,address,city,state,county,zip,business_type,priority,source,tags,scraped_at,notes
CO-00013,Denver Cafe,William Taylor,info@denvercafe.com,+1 (555) 917-7665,5463 Oak St,Denver,CO,Denver County,83403,food service,B,CO_Scraper,"Restaurant,CO,Denver",2026-05-07T20:51:47.918521,"State Population: 5,773,714"
CO-00014,Denver Tavern,Mary Wilson,info@denvertavern.com,+1 (555) 454-6379,6953 Pine St,Denver,CO,Denver County,22131,restaurant,B,CO_Scraper,"Restaurant,CO,Denver",2026-05-07T20:51:47.918535,"State Population: 5,773,714"
CO-00015,Aurora Grill,Barbara Martinez,info@auroragrill.com,+1 (555) 991-7433,4275 Pine St,Aurora,CO,Aurora County,67552,food service,B,CO_Scraper,"Restaurant,CO,Aurora",2026-05-07T20:51:47.918542,"State Population: 5,773,714"
CO-00016,Denver Grill,William Jones,info@denvergrill.com,+1 (555) 971-7013,6182 Pine St,Denver,CO,Denver County,92820,catering,B,CO_Scraper,"Restaurant,CO,Denver",2026-05-07T20:51:47.918551,"State Population: 5,773,714"
CO-00017,Aurora Pub,Elizabeth Anderson,info@aurorapub.com,+1 (555) 423-6584,7266 Elm St,Aurora,CO,Aurora County,94881,restaurant,B,CO_Scraper,"Restaurant,CO,Aurora",2026-05-07T20:51:47.918558,"State Population: 5,773,714"
CO-00018,Colorado Springs Bistro,Susan Wilson,info@coloradosprings.com,+1 (555) 819-4880,3508 Maple St,Colorado Springs,CO,Colorado Springs County,27903,cafe,B,CO_Scraper,"Restaurant,CO,Colorado Springs",2026-05-07T20:51:47.918565,"State Population: 5,773,714"
CO-00019,Aurora Diner,Mary Martinez,info@auroradiner.com,+1 (555) 836-1865,7144 Main St,Aurora,CO,Aurora County,63208,bakery,B,CO_Scraper,"Restaurant,CO,Aurora",2026-05-07T20:51:47.918571,"State Population: 5,773,714"
CO-00020,Colorado Springs Tavern,Richard Garcia,info@coloradosprings.com,+1 (555) 438-9329,5628 Main St,Colorado Springs,CO,Colorado Springs County,44933,cafe,B,CO_Scraper,"Restaurant,CO,Colorado Springs",2026-05-07T20:51:47.918577,"State Population: 5,773,714"
CO-00021,Denver Tavern,William Brown,info@denvertavern.com,+1 (555) 290-8399,9061 Oak St,Denver,CO,Denver County,19824,restaurant,B,CO_Scraper,"Restaurant,CO,Denver",2026-05-07T20:51:47.918588,"State Population: 5,773,714"
CO-00022,The Davis Restaurant,Linda Miller,info@thedavisrestaur.com,+1 (555) 714-7426,1326 Oak St,Aurora,CO,Aurora County,57566,bakery,B,CO_Scraper,"Restaurant,CO,Aurora",2026-05-07T20:51:47.918596,"State Population: 5,773,714"
CO-00023,Colorado Springs Eatery,Linda Jones,info@coloradosprings.com,+1 (555) 374-7730,9120 Pine St,Colorado Springs,CO,Colorado Springs County,54793,catering,B,CO_Scraper,"Restaurant,CO,Colorado Springs",2026-05-07T20:51:47.918603,"State Population: 5,773,714"
CO-00024,Boulder Cafe,Richard Smith,info@bouldercafe.com,+1 (555) 855-3465,7135 Maple St,Boulder,CO,Boulder County,25667,food service,B,CO_Scraper,"Restaurant,CO,Boulder",2026-05-07T20:51:47.918610,"State Population: 5,773,714"
CO-00025,Aurora Kitchen,Susan Williams,info@aurorakitchen.com,+1 (555) 664-5008,668 Oak St,Aurora,CO,Aurora County,59615,restaurant,B,CO_Scraper,"Restaurant,CO,Aurora",2026-05-07T20:51:47.918617,"State Population: 5,773,714"
CO-00026,Denver Bar,Susan Williams,info@denverbar.com,+1 (555) 219-8193,3386 Pine St,Denver,CO,Denver County,81424,food service,B,CO_Scraper,"Restaurant,CO,Denver",2026-05-07T20:51:47.918634,"State Population: 5,773,714"
CO-00027,Aurora Bar,Richard Miller,info@aurorabar.com,+1 (555) 318-1301,2980 Main St,Aurora,CO,Aurora County,56321,catering,B,CO_Scraper,"Restaurant,CO,Aurora",2026-05-07T20:51:47.918656,"State Population: 5,773,714"
