id,company_name,contact_name,title,email,phone,address,city,state,state_name,zip,business_type,priority,metro_pop,pos_system,replacement_score,has_website,has_social,years_in_business,estimated_volume,source,tags,scraped_at
WI-10927,Madison Tavern House,Sarah Anderson,General Manager,info@madisontavernhouse.com,(414) 611-7879,7343 Oak St,Madison,WI,Wisconsin,40759,Tavern,B,269800,Unknown,40,True,True,33,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Madison,Midwest",2026-05-07T20:52:42.536930
WI-21830,Green Bay Restaurant House,David White,Owner,info@greenbayrestaurantho.com,(920) 479-2028,5505 Chestnut St,Green Bay,WI,Wisconsin,37722,Restaurant,B,107700,Unknown,40,True,True,26,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.536949
WI-62255,Brown's Cafe,Sarah Brown,Manager,info@brownscafe.com,(920) 670-3968,6939 River Rd,Green Bay,WI,Wisconsin,57488,Cafe,B,107700,Toast,60,True,True,29,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.536963
WI-83842,Davis's Pub,Barbara Davis,Owner,info@davisspub.com,(414) 711-7975,5071 Elm St,Appleton,WI,Wisconsin,54341,Pub,C,75000,Unknown,40,True,False,29,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.536996
WI-60051,Tavern Co.,Sarah Taylor,Operations Manager,info@tavernco..com,(920) 835-9281,116 Washington St,Appleton,WI,Wisconsin,87212,Tavern,C,75000,Lightspeed,60,False,True,20,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.537009
WI-76625,Green Bay Grill,Patricia Martinez,Operations Manager,info@greenbaygrill.com,(262) 512-2708,5276 River Rd,Green Bay,WI,Wisconsin,83173,Grill,B,107700,Revel,70,True,True,9,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.537022
WI-87745,Pub & Grill,Susan Rodriguez,Owner,info@pubandgrill.com,(608) 326-7803,7958 Chestnut St,Green Bay,WI,Wisconsin,68006,Pub,B,107700,Unknown,40,True,False,12,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.537037
WI-38859,Green Bay Family Grill,Karen Taylor,General Manager,info@greenbayfamilygrill.com,(920) 819-1559,4176 Chestnut St,Green Bay,WI,Wisconsin,37637,Grill,B,107700,Toast,60,True,True,3,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.537048
WI-45235,Milwaukee Modern Bistro,Thomas Brown,Manager,info@milwaukeemodernbistr.com,(920) 563-5592,1586 Lake St,Milwaukee,WI,Wisconsin,54401,Bistro,A,592000,Square,85,True,False,31,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Milwaukee,Midwest",2026-05-07T20:52:42.537059
WI-62034,Madison Golden Grill,Michael Williams,General Manager,info@madisongoldengrill.com,(262) 821-8004,1462 Lake St,Madison,WI,Wisconsin,85252,Grill,B,269800,Unknown,40,True,True,16,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Madison,Midwest",2026-05-07T20:52:42.537070
WI-56967,Appleton Bistro,Elizabeth Williams,Operations Manager,info@appletonbistro.com,(262) 710-2204,2268 Pine St,Appleton,WI,Wisconsin,69053,Diner,C,75000,Micros,75,True,True,33,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.537082
WI-11696,Milwaukee Eatery,Richard Moore,Operations Manager,info@milwaukeeeatery.com,(414) 694-1546,3265 Market St,Milwaukee,WI,Wisconsin,12496,Bar,A,592000,Lightspeed,60,True,True,27,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Milwaukee,Midwest",2026-05-07T20:52:42.537092
WI-79368,Madison Bistro,Charles White,General Manager,info@madisonbistro.com,(534) 219-3439,3570 Lake St,Madison,WI,Wisconsin,87871,Bistro,B,269800,Toast,60,True,False,20,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Madison,Midwest",2026-05-07T20:52:42.537104
WI-54687,Green Bay Bistro,Christopher Thompson,Manager,info@greenbaybistro.com,(262) 764-4760,8042 Chestnut St,Green Bay,WI,Wisconsin,48176,Eatery,B,107700,Unknown,40,True,False,10,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.537112
WI-42001,Green Bay Restaurant House,James Garcia,General Manager,info@greenbayrestaurantho.com,(534) 339-7483,5458 Market St,Green Bay,WI,Wisconsin,55410,Restaurant,B,107700,ShopKeep,70,True,True,32,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.537121
WI-77541,Appleton Kitchen,Jennifer Miller,General Manager,info@appletonkitchen.com,(608) 672-3507,6216 Chestnut St,Appleton,WI,Wisconsin,94095,Restaurant,C,75000,Unknown,40,True,False,2,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.537132
WI-90805,Kitchen & Grill,Charles Martinez,Operations Manager,info@kitchenandgrill.com,(608) 597-4272,7036 Washington St,Appleton,WI,Wisconsin,67668,Kitchen,C,75000,Unknown,40,True,True,6,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.537140
WI-89109,West Milwaukee Restaurant,Richard Williams,Owner,info@westmilwaukeerestaur.com,(715) 434-6920,6297 Oak St,Milwaukee,WI,Wisconsin,37669,Restaurant,A,592000,Aloha,80,False,True,24,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Milwaukee,Midwest",2026-05-07T20:52:42.537148
WI-73570,Green Bay Kitchen,Sarah Hernandez,General Manager,info@greenbaykitchen.com,(262) 832-9818,8973 Chestnut St,Green Bay,WI,Wisconsin,42281,Grill,B,107700,Unknown,40,True,False,15,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.537155
WI-18316,Bistro Co.,Richard Garcia,Operations Manager,info@bistroco..com,(608) 598-9499,5369 Lake St,Green Bay,WI,Wisconsin,48366,Bistro,B,107700,Lightspeed,60,True,True,5,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.537167
WI-88564,Madison Bistro House,Robert Taylor,Manager,info@madisonbistrohouse.com,(715) 327-5053,544 Pine St,Madison,WI,Wisconsin,82304,Bistro,B,269800,Square,85,True,True,15,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Madison,Midwest",2026-05-07T20:52:42.537174
WI-94977,Silver Grill on Main,Charles Lopez,General Manager,info@silvergrillonmain.com,(262) 692-3837,352 River Rd,Appleton,WI,Wisconsin,75507,Grill,C,75000,Toast,60,True,False,24,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.537182
WI-53204,The Golden Restaurant,James Jones,General Manager,info@thegoldenrestaurant.com,(414) 848-9632,1011 Elm St,Milwaukee,WI,Wisconsin,18590,Restaurant,A,592000,Square,85,True,True,25,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Milwaukee,Midwest",2026-05-07T20:52:42.537190
WI-34299,Restaurant Co.,William Davis,Manager,info@restaurantco..com,(262) 939-9568,1011 Park Ave,Madison,WI,Wisconsin,36182,Restaurant,B,269800,ShopKeep,70,True,False,27,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Madison,Midwest",2026-05-07T20:52:42.537197
WI-26205,Madison Grill House,Jessica Wilson,General Manager,info@madisongrillhouse.com,(608) 992-4769,2944 Maple Ave,Madison,WI,Wisconsin,57776,Grill,B,269800,Cake POS,75,True,True,29,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Madison,Midwest",2026-05-07T20:52:42.537208
WI-32374,Milwaukee Bistro,Jennifer White,Owner,info@milwaukeebistro.com,(608) 543-7934,8207 Elm St,Milwaukee,WI,Wisconsin,11850,Eatery,A,592000,Unknown,40,True,True,22,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Milwaukee,Midwest",2026-05-07T20:52:42.537219
WI-73312,Uptown Kitchen,Sarah Wilson,Owner,info@uptownkitchen.com,(920) 509-6589,3584 Broadway,Green Bay,WI,Wisconsin,91330,Kitchen,B,107700,Lightspeed,60,True,True,23,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.537226
WI-65061,Milwaukee Bistro,Mary Wilson,Manager,info@milwaukeebistro.com,(920) 597-4394,3713 Pine St,Milwaukee,WI,Wisconsin,80597,Cafe,A,592000,ShopKeep,70,True,True,2,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Milwaukee,Midwest",2026-05-07T20:52:42.537233
WI-33946,The Family Pub,William Johnson,Owner,info@thefamilypub.com,(262) 433-2749,9607 Elm St,Appleton,WI,Wisconsin,77473,Pub,C,75000,ShopKeep,70,True,True,29,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.537241
WI-24164,Milwaukee Corner Grill,Barbara White,Manager,info@milwaukeecornergrill.com,(262) 476-9920,8221 Washington St,Milwaukee,WI,Wisconsin,95526,Grill,A,592000,Clover,75,True,True,24,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Milwaukee,Midwest",2026-05-07T20:52:42.537248
WI-41161,Green Bay Pub House,Susan Lee,Operations Manager,info@greenbaypubhouse.com,(534) 808-9709,887 Oak St,Green Bay,WI,Wisconsin,55115,Pub,B,107700,TouchBistro,65,True,True,23,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Green Bay,Midwest",2026-05-07T20:52:42.537262
WI-88932,Milwaukee Green Grill,Linda Miller,Owner,info@milwaukeegreengrill.com,(414) 451-7522,9202 Pine St,Milwaukee,WI,Wisconsin,23836,Grill,A,592000,Unknown,40,True,True,7,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Milwaukee,Midwest",2026-05-07T20:52:42.537269
WI-25261,Kitchen & Grill,Michael Jones,Manager,info@kitchenandgrill.com,(920) 336-2064,5305 Lake St,Appleton,WI,Wisconsin,11941,Kitchen,C,75000,Unknown,40,True,True,21,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.537277
WI-38916,Milwaukee Savory Cafe,Joseph Smith,Owner,info@milwaukeesavorycafe.com,(608) 634-3022,1229 Park Ave,Milwaukee,WI,Wisconsin,11392,Cafe,A,592000,Clover,75,True,True,7,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Milwaukee,Midwest",2026-05-07T20:52:42.537287
WI-49965,Appleton Eatery,Elizabeth Wilson,Operations Manager,info@appletoneatery.com,(920) 700-4730,6537 Chestnut St,Appleton,WI,Wisconsin,32010,Cafe,C,75000,Unknown,40,True,True,32,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.537295
WI-62573,Bistro & Grill,David Jones,Manager,info@bistroandgrill.com,(608) 776-7505,9064 Market St,Appleton,WI,Wisconsin,69041,Bistro,C,75000,ShopKeep,70,True,False,24,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.537306
WI-22164,Red Eatery on Main,Barbara Smith,Owner,info@redeateryonmain.com,(920) 624-9047,7252 Broadway,Milwaukee,WI,Wisconsin,96446,Eatery,A,592000,Toast,60,True,True,19,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Milwaukee,Midwest",2026-05-07T20:52:42.537314
WI-54906,West Appleton Bistro,Joseph Williams,Operations Manager,info@westappletonbistro.com,(534) 297-6552,2861 Lake St,Appleton,WI,Wisconsin,78225,Bistro,C,75000,Revel,70,True,True,15,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Appleton,Midwest",2026-05-07T20:52:42.537322
WI-59650,Kenosha Eatery,John Moore,Manager,info@kenoshaeatery.com,(262) 541-6046,8647 Chestnut St,Kenosha,WI,Wisconsin,50894,Bar,C,38597,Square,85,True,True,19,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Kenosha,Midwest",2026-05-07T20:52:42.537333
WI-61852,Racine Pub,John Martinez,General Manager,info@racinepub.com,(534) 689-8631,8217 Park Ave,Racine,WI,Wisconsin,71676,Restaurant,C,58261,Square,85,True,True,33,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Racine,Midwest",2026-05-07T20:52:42.537346
WI-28249,Waukesha Kitchen,Mary Miller,Manager,info@waukeshakitchen.com,(920) 965-4980,4849 Market St,Waukesha,WI,Wisconsin,54842,Grill,C,59178,Clover,75,True,False,10,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537375
WI-22267,Uptown Grill,Elizabeth Johnson,Manager,info@uptowngrill.com,(534) 385-1492,3852 River Rd,Waukesha,WI,Wisconsin,66641,Grill,C,58986,Micros,75,True,True,4,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537394
WI-60830,Kenosha Bistro,Karen Johnson,General Manager,info@kenoshabistro.com,(534) 843-3509,2713 Broadway,Kenosha,WI,Wisconsin,94833,Kitchen,C,70566,Unknown,40,True,False,1,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Kenosha,Midwest",2026-05-07T20:52:42.537425
WI-55990,Kenosha Bar,Sarah White,Owner,info@kenoshabar.com,(262) 687-7503,1108 River Rd,Kenosha,WI,Wisconsin,59889,Bar,C,42575,TouchBistro,65,True,False,17,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Kenosha,Midwest",2026-05-07T20:52:42.537440
WI-51005,Restaurant Co.,Christopher Garcia,Owner,info@restaurantco..com,(262) 733-1673,8503 Maple Ave,Racine,WI,Wisconsin,94648,Restaurant,C,50190,Unknown,40,True,True,16,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Racine,Midwest",2026-05-07T20:52:42.537448
WI-78037,The Grand Bar,Sarah Garcia,Manager,info@thegrandbar.com,(534) 895-1129,4607 Pine St,Waukesha,WI,Wisconsin,73445,Bar,C,71809,Square,85,True,True,6,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537474
WI-83072,Rustic Cafe on Main,Sarah Davis,General Manager,info@rusticcafeonmain.com,(920) 662-3396,2421 Main St,Racine,WI,Wisconsin,66029,Cafe,C,29957,Micros,75,False,True,15,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Racine,Midwest",2026-05-07T20:52:42.537483
WI-58085,Kenosha Kitchen,Christopher Martinez,Manager,info@kenoshakitchen.com,(920) 305-2940,4299 Oak St,Kenosha,WI,Wisconsin,10902,Tavern,C,46211,Unknown,40,True,True,14,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Kenosha,Midwest",2026-05-07T20:52:42.537490
WI-34923,The Classic Tavern,Jessica Smith,Owner,info@theclassictavern.com,(608) 316-3655,2766 Park Ave,Kenosha,WI,Wisconsin,82248,Tavern,C,25634,Aloha,80,True,True,1,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Kenosha,Midwest",2026-05-07T20:52:42.537498
WI-45374,Racine Kitchen,Jennifer Johnson,General Manager,info@racinekitchen.com,(262) 297-1744,2575 Main St,Racine,WI,Wisconsin,40444,Bistro,C,52606,Revel,70,True,True,30,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Racine,Midwest",2026-05-07T20:52:42.537506
WI-71483,Tavern Co.,Christopher Lopez,General Manager,info@tavernco..com,(608) 820-4090,5488 River Rd,Kenosha,WI,Wisconsin,85571,Tavern,C,77313,Clover,75,True,True,5,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Kenosha,Midwest",2026-05-07T20:52:42.537517
WI-41273,Restaurant Co.,Michael Miller,Operations Manager,info@restaurantco..com,(262) 777-9187,1926 Pine St,Racine,WI,Wisconsin,98319,Restaurant,C,28736,TouchBistro,65,True,True,31,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Racine,Midwest",2026-05-07T20:52:42.537531
WI-63054,Cafe Co.,Karen Smith,General Manager,info@cafeco..com,(262) 948-2119,9538 Main St,Waukesha,WI,Wisconsin,39894,Cafe,C,35420,Square,85,True,False,1,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537541
WI-75010,Blue Kitchen on Main,David Brown,Operations Manager,info@bluekitchenonmain.com,(534) 585-2765,9103 Lake St,Racine,WI,Wisconsin,21736,Kitchen,C,58165,Toast,60,True,True,3,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Racine,Midwest",2026-05-07T20:52:42.537549
WI-11379,Pub of Waukesha,Michael Lopez,Manager,info@pubofwaukesha.com,(534) 757-4392,2805 Elm St,Waukesha,WI,Wisconsin,58095,Pub,C,35346,Micros,75,True,True,20,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537557
WI-35770,Kenosha Eatery,Patricia Williams,General Manager,info@kenoshaeatery.com,(262) 663-9832,9976 Maple Ave,Kenosha,WI,Wisconsin,54801,Restaurant,C,57175,Unknown,40,True,False,35,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Kenosha,Midwest",2026-05-07T20:52:42.537566
WI-47899,Grill & Grill,Charles Lopez,General Manager,info@grillandgrill.com,(262) 853-3037,3310 Main St,Waukesha,WI,Wisconsin,17058,Grill,C,75773,Unknown,40,True,False,22,500K-1M,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537577
WI-90207,Waukesha Eatery,Joseph Jackson,Owner,info@waukeshaeatery.com,(920) 492-2891,4255 Broadway,Waukesha,WI,Wisconsin,21334,Diner,C,26633,TouchBistro,65,True,True,3,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537585
WI-83562,Uptown Tavern,Mary Lee,General Manager,info@uptowntavern.com,(608) 455-1004,7441 Maple Ave,Racine,WI,Wisconsin,45124,Tavern,C,27525,Toast,60,True,True,1,1M-3M,MIDWEST_WI_Scraper,"Restaurant,WI,Racine,Midwest",2026-05-07T20:52:42.537597
WI-84499,Downtown Tavern,Linda Lee,General Manager,info@downtowntavern.com,(262) 916-4401,7439 Washington St,Waukesha,WI,Wisconsin,53279,Tavern,C,36594,Unknown,40,True,True,8,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537604
WI-55448,Waukesha Bistro,Susan White,Operations Manager,info@waukeshabistro.com,(534) 490-9234,3347 Elm St,Waukesha,WI,Wisconsin,51569,Kitchen,C,74568,Aloha,80,False,False,24,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537612
WI-97906,Waukesha Eatery,Charles Davis,General Manager,info@waukeshaeatery.com,(715) 586-7573,7194 Lake St,Waukesha,WI,Wisconsin,73150,Cafe,C,56250,Micros,75,True,False,22,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537622
WI-58677,Kenosha Bistro,Robert Lopez,Owner,info@kenoshabistro.com,(534) 501-1481,9763 Elm St,Kenosha,WI,Wisconsin,67840,Cafe,C,43017,Micros,75,True,True,1,3M-5M,MIDWEST_WI_Scraper,"Restaurant,WI,Kenosha,Midwest",2026-05-07T20:52:42.537630
WI-29263,Waukesha Eatery,James Jones,Manager,info@waukeshaeatery.com,(414) 529-9363,7507 Market St,Waukesha,WI,Wisconsin,98450,Eatery,C,70345,Clover,75,True,False,14,<500K,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537638
WI-30342,Kenosha Savory Bar,Mary Lopez,Owner,info@kenoshasavorybar.com,(715) 820-7934,928 River Rd,Kenosha,WI,Wisconsin,85518,Bar,C,78126,Cake POS,75,True,True,27,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Kenosha,Midwest",2026-05-07T20:52:42.537646
WI-99854,Downtown Diner,Linda Rodriguez,Owner,info@downtowndiner.com,(262) 908-6899,7863 Pine St,Waukesha,WI,Wisconsin,35266,Diner,C,38429,Cake POS,75,True,True,12,>5M,MIDWEST_WI_Scraper,"Restaurant,WI,Waukesha,Midwest",2026-05-07T20:52:42.537654
