id,company_name,contact_name,email,phone,address,city,state,county,zip,business_type,priority,source,tags,scraped_at,notes
SC-00010,The Johnson Restaurant,Jennifer Davis,info@thejohnsonresta.com,+1 (555) 590-7957,8302 Maple St,Charleston,SC,Charleston County,92379,restaurant,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167515,"State Population: 5,148,714"
SC-00011,Charleston Tavern,John Rodriguez,info@charlestontaver.com,+1 (555) 536-4116,5196 Pine St,Charleston,SC,Charleston County,95554,grill,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167524,"State Population: 5,148,714"
SC-00012,Columbia Bistro,John Smith,info@columbiabistro.com,+1 (555) 427-6173,7498 Oak St,Columbia,SC,Columbia County,42709,restaurant,B,SC_Scraper,"Restaurant,SC,Columbia",2026-05-07T20:48:34.167533,"State Population: 5,148,714"
SC-00013,Myrtle Beach Grill,David Anderson,info@myrtlebeachgril.com,+1 (555) 570-1279,9264 Main St,Myrtle Beach,SC,Myrtle Beach County,43275,cafe,B,SC_Scraper,"Restaurant,SC,Myrtle Beach",2026-05-07T20:48:34.167541,"State Population: 5,148,714"
SC-00014,Charleston Eatery,William Wilson,info@charlestoneater.com,+1 (555) 185-9586,4796 Main St,Charleston,SC,Charleston County,75348,restaurant,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167550,"State Population: 5,148,714"
SC-00015,The Garcia Restaurant,Barbara Wilson,info@thegarciarestau.com,+1 (555) 971-5600,1340 Main St,Charleston,SC,Charleston County,78499,restaurant,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167559,"State Population: 5,148,714"
SC-00016,Myrtle Beach Eatery,Jennifer Rodriguez,info@myrtlebeacheate.com,+1 (555) 740-5153,1595 Main St,Myrtle Beach,SC,Myrtle Beach County,20792,bar,B,SC_Scraper,"Restaurant,SC,Myrtle Beach",2026-05-07T20:48:34.167572,"State Population: 5,148,714"
SC-00017,Greenville Pub,Linda Martinez,info@greenvillepub.com,+1 (555) 713-8468,7981 Elm St,Greenville,SC,Greenville County,32670,grill,B,SC_Scraper,"Restaurant,SC,Greenville",2026-05-07T20:48:34.167585,"State Population: 5,148,714"
SC-00018,Greenville Tavern,Jennifer Taylor,info@greenvilletaver.com,+1 (555) 506-9883,126 Elm St,Greenville,SC,Greenville County,13624,restaurant,B,SC_Scraper,"Restaurant,SC,Greenville",2026-05-07T20:48:34.167598,"State Population: 5,148,714"
SC-00019,Charleston Grill,Michael Rodriguez,info@charlestongrill.com,+1 (555) 868-1976,3576 Elm St,Charleston,SC,Charleston County,44472,bar,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167607,"State Population: 5,148,714"
SC-00020,Columbia Diner,Richard Jones,info@columbiadiner.com,+1 (555) 533-7493,9308 Oak St,Columbia,SC,Columbia County,54716,bar,B,SC_Scraper,"Restaurant,SC,Columbia",2026-05-07T20:48:34.167616,"State Population: 5,148,714"
SC-00021,Columbia Kitchen,Susan Davis,info@columbiakitchen.com,+1 (555) 892-9039,1677 Oak St,Columbia,SC,Columbia County,38453,grill,B,SC_Scraper,"Restaurant,SC,Columbia",2026-05-07T20:48:34.167625,"State Population: 5,148,714"
SC-00022,Columbia Diner,Linda Johnson,info@columbiadiner.com,+1 (555) 345-4467,8004 Maple St,Columbia,SC,Columbia County,44988,cafe,B,SC_Scraper,"Restaurant,SC,Columbia",2026-05-07T20:48:34.167633,"State Population: 5,148,714"
SC-00023,Charleston Diner,Jennifer Johnson,info@charlestondiner.com,+1 (555) 346-5055,6451 Maple St,Charleston,SC,Charleston County,37634,restaurant,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167641,"State Population: 5,148,714"
SC-00024,Greenville Cafe,Patricia Miller,info@greenvillecafe.com,+1 (555) 376-5396,3116 Pine St,Greenville,SC,Greenville County,72664,grill,B,SC_Scraper,"Restaurant,SC,Greenville",2026-05-07T20:48:34.167650,"State Population: 5,148,714"
