license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-183243,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Plumas Tavern,Christopher Martinez,6023 Broad Ct,Plumas,CA,95374,Plumas,(916) 544-4855,2011-04-25,2024-10-18
75-542459,75,Event Permit Holder,ACTIVE,Plumas Bar Inc,Jennifer Williams,2128 Broad Ave,Plumas,CA,90051,Plumas,(831) 450-3972,2021-02-13,2026-11-04
41-481093,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Plumas Bar,Matthew Lopez,8731 Center Ln,Plumas,CA,95516,Plumas,(916) 885-2023,2017-06-08,2024-01-09
48-710381,48,On-Sale General - Bar/Tavern,ACTIVE,The Plumas Market Inc,Lisa Jackson,7275 Center Way,Plumas,CA,95423,Plumas,(530) 592-8554,2012-12-15,2025-11-25
58-971484,58,Caterer's Beer & Wine,ACTIVE,Plumas Tavern Inc,Maria Thomas,3276 Center Dr,Plumas,CA,90154,Plumas,(442) 680-3655,2010-12-17,2024-02-11
48-428049,48,On-Sale General - Bar/Tavern,ACTIVE,The Plumas Market,Robert Johnson,8379 Center Ln,Plumas,CA,94652,Plumas,(530) 320-7917,2011-10-20,2026-01-16
20-973753,20,Off-Sale Beer & Wine,ACTIVE,Plumas Restaurant LLC,Paul Davis,3635 Broad Pl,Plumas,CA,94182,Plumas,(209) 427-1784,2011-04-27,2025-07-26
47-548515,47,On-Sale General - Restaurant,ACTIVE,Plumas Market,Jennifer Thomas,7640 Center Dr,Plumas,CA,95087,Plumas,(916) 991-8569,2010-06-28,2024-12-09
58-320205,58,Caterer's Beer & Wine,ACTIVE,Plumas Market LLC,Lisa Hernandez,7046 Main Blvd,Plumas,CA,95993,Plumas,(442) 639-7535,2017-07-17,2026-02-20
75-851258,75,Event Permit Holder,ACTIVE,The Plumas Bar LLC,Kenneth Hernandez,2441 Center Ave,Plumas,CA,95806,Plumas,(442) 381-3496,2019-04-26,2024-04-25
21-847040,21,Off-Sale General,ACTIVE,Plumas Bar,Michelle Martinez,5826 Broad Pl,Plumas,CA,91394,Plumas,(530) 578-6132,2020-08-17,2024-09-05
21-670057,21,Off-Sale General,ACTIVE,The Plumas Bar,Maria Miller,8576 Broad Rd,Plumas,CA,90018,Plumas,(831) 464-2143,2010-08-25,2026-07-06
21-530466,21,Off-Sale General,ACTIVE,The Plumas Tavern LLC,William Jones,9238 Center Rd,Plumas,CA,93401,Plumas,(530) 986-1880,2012-02-09,2024-01-27
75-585557,75,Event Permit Holder,ACTIVE,Plumas Bar LLC,Matthew Rodriguez,2342 Center Ln,Plumas,CA,93913,Plumas,(760) 502-1943,2013-06-07,2026-01-23
41-678869,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Plumas Restaurant,Michael Jackson,522 Broad Pl,Plumas,CA,93308,Plumas,(530) 596-5053,2022-04-06,2026-08-19
58-755854,58,Caterer's Beer & Wine,ACTIVE,The Plumas Bar LLC,Kenneth Rodriguez,6218 Center Pl,Plumas,CA,96158,Plumas,(442) 342-3919,2021-04-16,2025-07-09
41-925853,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Plumas Cafe Inc,Christopher Taylor,3121 Main Pl,Plumas,CA,91110,Plumas,(916) 514-3255,2022-12-28,2026-01-08
75-170505,75,Event Permit Holder,ACTIVE,Plumas Bar Inc,Kenneth Taylor,9707 Broad Ct,Plumas,CA,93272,Plumas,(559) 384-7592,2024-10-17,2026-10-10
20-870705,20,Off-Sale Beer & Wine,ACTIVE,Plumas Market LLC,Paul Johnson,6091 Main Way,Plumas,CA,95943,Plumas,(530) 909-2475,2013-08-05,2025-01-06
41-395333,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Plumas Tavern,Maria Martinez,8739 Center Ln,Plumas,CA,93063,Plumas,(442) 569-7897,2013-09-06,2026-05-15
41-989421,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Plumas Cafe,William Miller,5034 Broad Ln,Plumas,CA,93937,Plumas,(209) 946-9601,2010-11-05,2024-05-21
48-382817,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Market Inc,Mark Hernandez,9071 Broad St,Plumas,CA,92906,Plumas,(559) 969-5387,2024-03-20,2025-04-24
48-110089,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Market Inc,Jennifer Garcia,8393 Broad Ct,Plumas,CA,93463,Plumas,(442) 768-6587,2010-02-28,2025-09-02
58-120514,58,Caterer's Beer & Wine,ACTIVE,The Plumas Bar LLC,Michael Lopez,3664 Center Dr,Plumas,CA,93227,Plumas,(559) 509-4525,2011-09-28,2025-07-03
47-270156,47,On-Sale General - Restaurant,ACTIVE,Plumas Cafe,Robert Jones,839 Main St,Plumas,CA,95904,Plumas,(760) 484-9066,2018-10-22,2025-07-16
58-532008,58,Caterer's Beer & Wine,ACTIVE,Plumas Cafe,Steven Williams,3119 Center Way,Plumas,CA,95156,Plumas,(442) 543-1086,2017-05-02,2026-03-05
21-589017,21,Off-Sale General,ACTIVE,Plumas Bar,Paul Miller,6007 Main Blvd,Plumas,CA,92257,Plumas,(209) 655-5614,2011-09-13,2024-12-17
47-367255,47,On-Sale General - Restaurant,ACTIVE,Plumas Market LLC,William Gonzalez,3399 Center Ave,Plumas,CA,95242,Plumas,(916) 930-6261,2015-03-07,2024-06-05
47-337129,47,On-Sale General - Restaurant,ACTIVE,Plumas Bar Inc,Matthew Lopez,4999 Center Blvd,Plumas,CA,90296,Plumas,(760) 211-1511,2010-02-27,2026-12-16
58-197172,58,Caterer's Beer & Wine,ACTIVE,Plumas Cafe,Andrew Moore,3927 Main Ln,Plumas,CA,91644,Plumas,(831) 634-3334,2011-10-22,2025-09-24
47-881641,47,On-Sale General - Restaurant,ACTIVE,The Plumas Cafe LLC,Lisa Garcia,4817 Main Dr,Plumas,CA,92847,Plumas,(442) 213-8623,2020-06-20,2024-08-27
47-527558,47,On-Sale General - Restaurant,ACTIVE,Plumas Tavern Inc,Steven Hernandez,4266 Main St,Plumas,CA,93849,Plumas,(209) 714-4702,2023-06-24,2025-11-01
48-329707,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Market,Daniel Wilson,6652 Center Ln,Plumas,CA,91574,Plumas,(559) 357-6198,2011-10-12,2026-07-15
75-616626,75,Event Permit Holder,ACTIVE,The Plumas Restaurant Inc,Kenneth Smith,3666 Center Ave,Plumas,CA,95891,Plumas,(831) 475-5230,2022-06-26,2025-07-27
75-990705,75,Event Permit Holder,ACTIVE,The Plumas Tavern LLC,Steven Miller,9965 Main Dr,Plumas,CA,93987,Plumas,(760) 669-5785,2023-02-18,2024-10-02
21-603759,21,Off-Sale General,ACTIVE,The Plumas Market LLC,John Williams,2490 Center Ln,Plumas,CA,93804,Plumas,(559) 841-6158,2015-01-13,2024-02-09
48-412347,48,On-Sale General - Bar/Tavern,ACTIVE,The Plumas Market,Michelle Jackson,6934 Broad Ave,Plumas,CA,94435,Plumas,(442) 695-7376,2011-03-23,2026-05-04
20-394474,20,Off-Sale Beer & Wine,ACTIVE,Plumas Tavern LLC,Mark Jones,4415 Main Ln,Plumas,CA,91069,Plumas,(559) 844-7765,2013-08-12,2024-05-20
48-448162,48,On-Sale General - Bar/Tavern,ACTIVE,The Plumas Restaurant,Lisa Brown,8197 Main Rd,Plumas,CA,90435,Plumas,(209) 247-8696,2010-04-13,2024-07-26
20-284243,20,Off-Sale Beer & Wine,ACTIVE,Plumas Market,Andrew Wilson,5834 Center Ave,Plumas,CA,90888,Plumas,(442) 887-7502,2016-12-09,2024-01-04
20-544874,20,Off-Sale Beer & Wine,ACTIVE,Plumas Cafe LLC,Steven Martinez,8184 Broad St,Plumas,CA,95223,Plumas,(760) 715-1254,2021-09-24,2025-12-23
21-969196,21,Off-Sale General,ACTIVE,Plumas Restaurant LLC,Paul Lopez,794 Main Dr,Plumas,CA,90421,Plumas,(559) 245-4382,2023-12-24,2025-03-27
48-316680,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Tavern Inc,Paul Brown,6636 Broad Ln,Plumas,CA,94244,Plumas,(209) 549-1250,2017-02-01,2026-12-21
20-817791,20,Off-Sale Beer & Wine,ACTIVE,Plumas Bar LLC,Jennifer Gonzalez,5274 Center Rd,Plumas,CA,90625,Plumas,(559) 731-6641,2024-12-24,2024-05-22
21-872076,21,Off-Sale General,ACTIVE,Plumas Bar Inc,Daniel Martinez,4843 Main Ct,Plumas,CA,91816,Plumas,(707) 976-3755,2024-11-01,2025-05-10
20-379262,20,Off-Sale Beer & Wine,ACTIVE,The Plumas Restaurant LLC,Lisa Anderson,1082 Main Rd,Plumas,CA,92938,Plumas,(760) 511-9477,2019-02-27,2024-02-25
41-547401,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Plumas Cafe,Christopher Williams,3674 Center Ave,Plumas,CA,95782,Plumas,(530) 568-8787,2017-06-16,2024-11-17
41-143440,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Plumas Restaurant Inc,Andrew Martinez,5903 Center Ct,Plumas,CA,92601,Plumas,(707) 682-2190,2016-10-09,2024-09-04
58-844991,58,Caterer's Beer & Wine,ACTIVE,Plumas Bar Inc,Jennifer Martin,909 Broad Ln,Plumas,CA,93290,Plumas,(530) 653-2718,2015-12-19,2024-04-26
48-367984,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Restaurant,Lisa Thomas,9820 Center Way,Plumas,CA,91362,Plumas,(530) 795-9214,2016-10-14,2025-10-16
21-948390,21,Off-Sale General,ACTIVE,Plumas Market,Mark Taylor,5576 Main Dr,Plumas,CA,91058,Plumas,(916) 958-1088,2013-09-21,2024-06-25
48-974487,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Cafe Inc,Lisa Martinez,6626 Main St,Plumas,CA,95002,Plumas,(559) 292-6789,2017-09-02,2025-10-25
75-444635,75,Event Permit Holder,ACTIVE,The Plumas Tavern LLC,Paul Davis,9894 Broad Blvd,Plumas,CA,91109,Plumas,(530) 690-7957,2011-06-02,2024-06-15
58-754522,58,Caterer's Beer & Wine,ACTIVE,The Plumas Cafe LLC,Mark Martin,1990 Center Dr,Plumas,CA,90637,Plumas,(442) 297-1827,2020-12-05,2025-06-20
58-315160,58,Caterer's Beer & Wine,ACTIVE,The Plumas Cafe,Anthony Lopez,7281 Center Pl,Plumas,CA,94338,Plumas,(916) 315-8672,2011-06-25,2024-06-17
41-594247,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Plumas Bar LLC,Paul Garcia,8265 Main Ave,Plumas,CA,91708,Plumas,(559) 703-2972,2012-02-16,2024-07-16
20-888380,20,Off-Sale Beer & Wine,ACTIVE,Plumas Bar,Christopher Williams,3532 Center St,Plumas,CA,94416,Plumas,(760) 239-8393,2024-06-06,2026-07-04
75-632425,75,Event Permit Holder,ACTIVE,The Plumas Tavern,Maria Jackson,9759 Center Blvd,Plumas,CA,94990,Plumas,(760) 319-5521,2021-01-19,2024-09-24
21-674233,21,Off-Sale General,ACTIVE,Plumas Restaurant,Jennifer Anderson,5891 Main Way,Plumas,CA,90481,Plumas,(442) 255-8010,2024-01-06,2025-04-09
58-383196,58,Caterer's Beer & Wine,ACTIVE,The Plumas Tavern LLC,James Lopez,3166 Broad Ct,Plumas,CA,92412,Plumas,(530) 651-5837,2011-02-24,2025-10-03
41-851692,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Plumas Cafe LLC,David Miller,5419 Center St,Plumas,CA,95554,Plumas,(530) 349-2235,2012-09-10,2025-08-04
75-311302,75,Event Permit Holder,ACTIVE,Plumas Cafe LLC,Jennifer Smith,1668 Center Rd,Plumas,CA,91509,Plumas,(559) 582-7998,2024-05-11,2025-08-01
75-852331,75,Event Permit Holder,ACTIVE,Plumas Restaurant LLC,James Taylor,4517 Broad Dr,Plumas,CA,95982,Plumas,(530) 889-7020,2021-01-20,2026-02-18
20-914432,20,Off-Sale Beer & Wine,ACTIVE,The Plumas Restaurant Inc,Matthew Johnson,8522 Main Pl,Plumas,CA,91308,Plumas,(760) 305-4194,2021-12-07,2024-11-15
47-119646,47,On-Sale General - Restaurant,ACTIVE,Plumas Bar LLC,David Johnson,8108 Main Ln,Plumas,CA,92876,Plumas,(831) 560-4252,2012-02-02,2024-05-27
58-281671,58,Caterer's Beer & Wine,ACTIVE,Plumas Bar,Christopher Rodriguez,1261 Center St,Plumas,CA,91233,Plumas,(442) 933-4240,2019-10-16,2024-01-21
75-920521,75,Event Permit Holder,ACTIVE,The Plumas Bar LLC,Matthew Williams,1143 Broad Blvd,Plumas,CA,91266,Plumas,(707) 766-4230,2021-10-15,2024-04-20
58-560261,58,Caterer's Beer & Wine,ACTIVE,Plumas Cafe LLC,Steven Taylor,263 Center Blvd,Plumas,CA,91460,Plumas,(831) 224-5574,2017-10-25,2026-12-14
48-878410,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Cafe LLC,Andrew Johnson,2480 Main Dr,Plumas,CA,91599,Plumas,(442) 266-2019,2013-06-05,2025-12-20
20-154288,20,Off-Sale Beer & Wine,ACTIVE,Plumas Restaurant LLC,Christopher Taylor,1344 Broad Ave,Plumas,CA,93440,Plumas,(209) 202-6382,2021-05-10,2026-11-26
41-127358,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Plumas Bar,Maria Garcia,1109 Center Blvd,Plumas,CA,91976,Plumas,(442) 215-2199,2018-12-24,2026-10-11
20-518372,20,Off-Sale Beer & Wine,ACTIVE,Plumas Market LLC,Lisa Johnson,3997 Main Way,Plumas,CA,90981,Plumas,(209) 889-6558,2011-04-28,2024-10-23
47-863905,47,On-Sale General - Restaurant,ACTIVE,The Plumas Cafe LLC,Christopher Hernandez,4958 Broad Blvd,Plumas,CA,93523,Plumas,(209) 538-3871,2012-09-15,2025-02-20
20-792466,20,Off-Sale Beer & Wine,ACTIVE,The Plumas Restaurant,Maria Martinez,2616 Main Way,Plumas,CA,95423,Plumas,(530) 514-4546,2011-03-17,2025-10-05
21-555975,21,Off-Sale General,ACTIVE,Plumas Cafe,Robert Wilson,5601 Main Rd,Plumas,CA,91420,Plumas,(831) 521-1959,2020-03-23,2024-11-06
58-384067,58,Caterer's Beer & Wine,ACTIVE,The Plumas Bar,Paul Gonzalez,1036 Main Blvd,Plumas,CA,95307,Plumas,(530) 651-7481,2014-09-22,2024-03-11
48-595843,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Tavern LLC,Lisa Anderson,1795 Center Blvd,Plumas,CA,90307,Plumas,(831) 592-4590,2013-04-26,2024-11-04
20-539687,20,Off-Sale Beer & Wine,ACTIVE,Plumas Tavern LLC,William Taylor,1830 Main Blvd,Plumas,CA,92412,Plumas,(209) 274-6692,2020-10-24,2026-04-16
47-933434,47,On-Sale General - Restaurant,ACTIVE,Plumas Market,Christopher Wilson,9518 Center Way,Plumas,CA,91621,Plumas,(831) 963-2909,2022-02-07,2026-06-10
47-816649,47,On-Sale General - Restaurant,ACTIVE,Plumas Bar,Matthew Jones,4567 Center Pl,Plumas,CA,92673,Plumas,(209) 975-8147,2020-12-01,2026-08-02
75-367467,75,Event Permit Holder,ACTIVE,The Plumas Market,Christopher Garcia,8787 Main Way,Plumas,CA,94366,Plumas,(530) 276-2768,2023-01-20,2025-12-12
48-250502,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Cafe LLC,Maria Davis,7009 Center Rd,Plumas,CA,92635,Plumas,(209) 560-9089,2011-01-05,2025-06-21
47-350216,47,On-Sale General - Restaurant,ACTIVE,Plumas Tavern LLC,Lisa Martinez,1482 Main Ln,Plumas,CA,92400,Plumas,(760) 996-5847,2013-07-25,2024-07-25
48-760168,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Restaurant,Maria Martin,7880 Broad Ct,Plumas,CA,93092,Plumas,(916) 309-5160,2020-08-03,2026-06-05
48-380598,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Tavern Inc,Michael Anderson,4073 Broad Ave,Plumas,CA,90883,Plumas,(831) 850-4570,2019-07-08,2024-02-12
75-374865,75,Event Permit Holder,ACTIVE,The Plumas Cafe LLC,Maria Johnson,2557 Main Blvd,Plumas,CA,92281,Plumas,(831) 484-9478,2022-02-02,2026-05-10
48-697503,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Tavern,Anthony Davis,4402 Main Ave,Plumas,CA,91708,Plumas,(530) 812-6812,2012-05-18,2025-03-09
47-459015,47,On-Sale General - Restaurant,ACTIVE,Plumas Tavern,Andrew Davis,1643 Center Rd,Plumas,CA,92667,Plumas,(442) 549-3170,2024-12-01,2024-11-27
21-407038,21,Off-Sale General,ACTIVE,Plumas Bar LLC,Maria Wilson,937 Center Rd,Plumas,CA,92821,Plumas,(707) 518-6681,2010-06-08,2025-10-19
41-250216,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Plumas Tavern LLC,John Miller,3778 Center Ct,Plumas,CA,91392,Plumas,(916) 599-9330,2019-08-15,2026-02-04
21-229415,21,Off-Sale General,ACTIVE,Plumas Cafe LLC,Michael Lopez,5776 Broad Way,Plumas,CA,92149,Plumas,(916) 643-7595,2022-04-13,2024-08-18
48-645675,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Tavern Inc,William Brown,4139 Broad Dr,Plumas,CA,93044,Plumas,(760) 920-7379,2020-04-11,2026-08-04
48-433913,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Bar,Anthony Martinez,8043 Main Ave,Plumas,CA,94586,Plumas,(209) 777-7872,2018-03-21,2026-04-17
20-263272,20,Off-Sale Beer & Wine,ACTIVE,Plumas Tavern,Lisa Anderson,2146 Broad Ave,Plumas,CA,91994,Plumas,(760) 575-2744,2012-09-23,2026-09-21
75-947287,75,Event Permit Holder,ACTIVE,The Plumas Restaurant LLC,Robert Garcia,6872 Center Ln,Plumas,CA,90032,Plumas,(209) 826-5113,2011-05-06,2024-02-25
20-178495,20,Off-Sale Beer & Wine,ACTIVE,Plumas Cafe Inc,Maria Williams,5087 Center Ln,Plumas,CA,90514,Plumas,(707) 896-8231,2023-01-20,2025-11-21
21-550994,21,Off-Sale General,ACTIVE,The Plumas Tavern,Lisa Brown,1719 Broad Way,Plumas,CA,94728,Plumas,(916) 821-3683,2022-03-13,2024-11-21
58-363924,58,Caterer's Beer & Wine,ACTIVE,Plumas Tavern LLC,Anthony Taylor,9853 Main Pl,Plumas,CA,90110,Plumas,(530) 751-3164,2020-10-17,2025-12-05
58-862894,58,Caterer's Beer & Wine,ACTIVE,The Plumas Restaurant Inc,Mark Miller,4334 Broad Ave,Plumas,CA,91966,Plumas,(707) 957-7929,2012-11-20,2026-06-15
58-964460,58,Caterer's Beer & Wine,ACTIVE,Plumas Restaurant,John Garcia,9401 Main Ave,Plumas,CA,93046,Plumas,(916) 593-6996,2012-12-23,2025-01-03
48-306570,48,On-Sale General - Bar/Tavern,ACTIVE,The Plumas Cafe,James Lopez,2242 Center Pl,Plumas,CA,93980,Plumas,(530) 618-4947,2019-06-27,2026-06-22
48-248534,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Bar LLC,Michael Brown,8950 Main Blvd,Plumas,CA,91533,Plumas,(559) 919-5489,2014-09-22,2024-11-15
48-127493,48,On-Sale General - Bar/Tavern,ACTIVE,Plumas Restaurant,Mark Moore,6076 Main Way,Plumas,CA,90689,Plumas,(209) 568-3191,2019-08-26,2024-03-03
75-324145,75,Event Permit Holder,ACTIVE,Plumas Bar,Paul Smith,8976 Main Way,Plumas,CA,93038,Plumas,(707) 978-8067,2012-10-26,2025-05-11
41-803518,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Plumas Restaurant LLC,Jennifer Gonzalez,7683 Broad Ave,Plumas,CA,91184,Plumas,(760) 515-5377,2017-04-05,2025-01-25
75-156601,75,Event Permit Holder,ACTIVE,Plumas Bar Inc,Daniel Williams,2887 Main St,Plumas,CA,95945,Plumas,(209) 517-7529,2016-12-01,2025-01-01
58-285835,58,Caterer's Beer & Wine,ACTIVE,Plumas Bar,Christopher Jackson,166 Broad Ave,Plumas,CA,94148,Plumas,(559) 391-4952,2014-07-12,2024-02-18
21-126159,21,Off-Sale General,ACTIVE,The Plumas Cafe Inc,Paul Wilson,7986 Center Way,Plumas,CA,95037,Plumas,(707) 912-3017,2019-12-08,2026-01-24
20-498682,20,Off-Sale Beer & Wine,ACTIVE,Plumas Market Inc,Steven Jackson,9385 Broad Rd,Plumas,CA,95276,Plumas,(530) 581-2026,2010-05-04,2026-09-16
20-918657,20,Off-Sale Beer & Wine,ACTIVE,The Plumas Restaurant,David Jones,7056 Broad Pl,Plumas,CA,93253,Plumas,(530) 216-1707,2010-09-08,2026-07-21
75-887535,75,Event Permit Holder,ACTIVE,The Plumas Tavern Inc,Paul Moore,5434 Center Ln,Plumas,CA,92032,Plumas,(707) 842-3429,2020-07-13,2026-12-28
47-805656,47,On-Sale General - Restaurant,ACTIVE,The Plumas Restaurant,John Jackson,4793 Center Rd,Plumas,CA,95723,Plumas,(530) 470-2435,2019-09-21,2026-01-15
