license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-753211,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Goleta Valley,David Martin,6434 Washington Pl #281,Goleta,CA,92872,Santa Barbara,(805) 991-1591,2022-07-09,2023-07-09
41-478737,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Santa Barbara,Michael Thomas,9402 7th Dr,Santa Barbara,CA,93712,Santa Barbara,(805) 231-6920,2007-08-15,2008-08-15
41-895221,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,Robert Hernandez Jones,168 Hollywood Rd #412,Santa Maria,CA,93703,Santa Barbara,(805) 650-8543,2001-10-12,2002-10-12
41-994187,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Santa Maria,Michelle Gonzalez Davis,4730 Franklin St,Santa Maria,CA,90273,Santa Barbara,(805) 911-1790,2010-11-17,2011-11-17
41-449957,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Santa Barbara Group,Daniel Miller,5316 Market Rd,Santa Maria,CA,93284,Santa Barbara,(805) 216-2010,2022-02-26,2023-02-26
41-821933,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Santa Barbara,William Miller,8322 Pico Way #881,Santa Maria,CA,94226,Santa Barbara,(805) 633-8258,2013-06-22,2014-06-22
41-456325,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Santa Maria,William Smith Hernandez,8602 Hollywood Way,Santa Maria,CA,96022,Santa Barbara,(820) 944-5884,2005-12-05,2006-12-05
41-220583,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Santa Maria,Andrew Smith Jackson,4959 1st Rd,Santa Maria,CA,94586,Santa Barbara,(805) 250-3378,2011-05-16,2012-05-16
41-361297,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Santa Barbara Group,Steven Hernandez Moore,5739 4th Rd #455,Santa Maria,CA,91136,Santa Barbara,(820) 721-7776,2011-01-24,2012-01-24
41-798090,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Santa Barbara Co,Andrew Lopez,2062 Broadway Ave,Goleta,CA,93369,Santa Barbara,(805) 866-1494,2002-12-06,2003-12-06
41-704117,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheDiner Goleta 69,Lisa Martinez,798 Sunset Dr,Goleta,CA,94558,Santa Barbara,(820) 620-2380,2023-12-28,2024-12-28
41-245127,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,Lisa Thomas Williams,8378 Pico St,Santa Barbara,CA,90021,Santa Barbara,(820) 836-6724,2013-09-25,2014-09-25
41-523896,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Goleta,Robert Jones,3044 1st Blvd,Goleta,CA,91462,Santa Barbara,(805) 615-5770,2019-03-12,2020-03-12
41-519756,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Company,Michael Brown,3674 Mission Blvd #261,Santa Maria,CA,92551,Santa Barbara,(820) 743-9019,2003-12-27,2004-12-27
41-616585,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheEatery Santa Barbara Group 1,Lisa Hernandez,2180 Sunset Pl,Santa Barbara,CA,93472,Santa Barbara,(805) 954-5532,2016-05-07,2017-05-07
41-780613,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Group,Christopher Lopez,714 5th Rd #155,Santa Maria,CA,90207,Santa Barbara,(820) 826-2325,2011-10-08,2012-10-08
41-264391,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Goleta Valley,Maria Martin Jackson,3093 Pico Blvd,Goleta,CA,92487,Santa Barbara,(820) 486-2374,2018-06-21,2019-06-21
41-544434,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern,Michael Thomas Taylor,7720 Mission Pl,Santa Maria,CA,92193,Santa Barbara,(820) 932-3600,2019-09-22,2020-09-22
41-903128,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Santa Maria Hills Co,Daniel Miller,9290 Mission Blvd,Santa Maria,CA,92968,Santa Barbara,(805) 820-2557,2021-12-05,2022-12-05
41-415845,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen,Daniel Johnson,6128 4th Blvd,Santa Maria,CA,94803,Santa Barbara,(805) 462-3170,2007-04-26,2008-04-26
41-909331,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldEatery 25,Mark Taylor Thomas,7516 2nd Ave #234,Goleta,CA,92598,Santa Barbara,(805) 230-9922,2018-01-20,2019-01-20
41-479115,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheDiner Santa Barbara LLC 76,Maria Taylor,7702 2nd Way #484,Santa Barbara,CA,91369,Santa Barbara,(820) 339-4111,2021-01-25,2022-01-25
41-667934,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner,Michael Martin,1882 2nd Way,Santa Barbara,CA,91997,Santa Barbara,(820) 389-9391,2010-05-24,2011-05-24
41-571765,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Santa Barbara Co,James Garcia,5429 Market Ct,Santa Barbara,CA,93028,Santa Barbara,(805) 461-8123,2023-05-02,2024-05-02
41-713851,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Santa Barbara,Steven Gonzalez,2626 Maple St,Santa Barbara,CA,94697,Santa Barbara,(805) 783-7450,2013-12-24,2014-12-24
41-597142,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Santa Maria Heights Company,John Garcia,5225 Broadway Rd,Santa Maria,CA,94307,Santa Barbara,(805) 483-6045,2011-05-21,2012-05-21
41-183440,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Santa Barbara,Jennifer Miller,2877 Maple Ct,Santa Maria,CA,91148,Santa Barbara,(820) 624-4586,2008-07-08,2009-07-08
41-531140,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Santa Barbara Co,Christopher Jackson,6087 State Way,Santa Maria,CA,94279,Santa Barbara,(820) 712-1188,2015-05-06,2016-05-06
41-740957,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Santa Maria Valley Inc,Robert Moore,5802 Market Way,Santa Maria,CA,95656,Santa Barbara,(805) 692-7864,2001-09-05,2002-09-05
41-738668,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCorner 67,Christopher Miller,9854 Market Blvd #458,Goleta,CA,91076,Santa Barbara,(805) 895-7642,2015-10-09,2016-10-09
41-877199,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House,Maria Williams,3408 5th Blvd #672,Goleta,CA,90879,Santa Barbara,(805) 330-3743,2017-09-13,2018-09-13
41-578245,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Santa Barbara,James Lopez,2523 Madison Blvd,Santa Barbara,CA,90594,Santa Barbara,(805) 685-8761,2006-07-16,2007-07-16
41-182107,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Santa Barbara Corp,Andrew Thomas,7691 State Blvd,Santa Maria,CA,94430,Santa Barbara,(805) 839-6175,2013-06-03,2014-06-03
41-561888,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldDiner 58,John Smith,2311 Jefferson Ct,Santa Barbara,CA,91065,Santa Barbara,(805) 818-5954,2015-06-03,2016-06-03
41-894742,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Santa Barbara,Steven Brown Williams,4199 Main St #395,Santa Maria,CA,90052,Santa Barbara,(820) 449-8348,2003-10-12,2004-10-12
41-675133,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner LLC 2,John Thomas,6693 7th Blvd #595,Santa Barbara,CA,96052,Santa Barbara,(820) 468-9063,2021-12-11,2022-12-11
41-275632,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Inc,Maria Gonzalez,9236 5th Blvd,Goleta,CA,95525,Santa Barbara,(805) 901-9869,2019-07-14,2020-07-14
41-965990,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheSpot Santa Barbara 71,William Williams,9586 7th Rd #575,Goleta,CA,95071,Santa Barbara,(805) 873-8259,2012-09-18,2013-09-18
41-118656,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Corp,James Miller,1632 Broadway Rd,Goleta,CA,93811,Santa Barbara,(805) 453-8562,2002-10-10,2003-10-10
41-497137,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Goleta,David Jones,3344 Franklin Ct,Goleta,CA,93340,Santa Barbara,(820) 471-5494,2019-02-16,2020-02-16
41-279134,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Santa Maria Co,Michelle Gonzalez,132 Ocean Ln,Santa Maria,CA,95428,Santa Barbara,(820) 525-3894,2014-12-26,2015-12-26
41-872644,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Santa Barbara,Daniel Jackson,6396 State Ln,Goleta,CA,95417,Santa Barbara,(820) 835-3539,2002-07-21,2003-07-21
41-760060,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Goleta Co,Andrew Johnson,2396 6th Rd,Goleta,CA,92093,Santa Barbara,(805) 397-6381,2001-07-15,2002-07-15
41-606100,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,Robert Johnson,9959 Lincoln Pl,Santa Maria,CA,94630,Santa Barbara,(820) 739-7882,2021-06-01,2022-06-01
41-876802,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewPlace Co 77,Mark Davis,2761 Madison St #139,Santa Maria,CA,91753,Santa Barbara,(805) 773-3858,2024-11-22,2025-11-22
41-110003,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Santa Barbara Corp,Kenneth Hernandez,8399 Lincoln Dr,Santa Barbara,CA,90343,Santa Barbara,(805) 636-6299,2007-07-14,2008-07-14
41-450004,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Co,Kenneth Brown Lopez,3113 1st Ave,Santa Barbara,CA,92790,Santa Barbara,(805) 724-1679,2017-12-17,2018-12-17
41-331956,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Santa Maria Inc,John Garcia,8444 Franklin Ct,Santa Maria,CA,92933,Santa Barbara,(820) 677-6245,2014-06-22,2015-06-22
41-828609,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern,Michelle Garcia,9585 Sunset Ct,Santa Maria,CA,95394,Santa Barbara,(805) 734-8488,2021-03-17,2022-03-17
41-217409,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Santa Barbara Inc,Lisa Martinez,9684 1st Ln,Santa Barbara,CA,90408,Santa Barbara,(820) 842-5011,2021-03-01,2022-03-01
41-153625,41,On-Sale Beer & Wine - Eating Place,ACTIVE,ThePlace Santa Maria Valley 43,Michelle Martinez,9490 Franklin Pl #640,Santa Maria,CA,95608,Santa Barbara,(820) 886-7015,2015-12-08,2016-12-08
41-421026,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,Anthony Miller,6557 Franklin Way,Goleta,CA,96112,Santa Barbara,(820) 654-1204,2022-08-24,2023-08-24
41-276962,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery,Mark Gonzalez,9155 Jefferson Way,Santa Barbara,CA,91953,Santa Barbara,(820) 659-2120,2021-04-28,2022-04-28
41-392372,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern LLC,Daniel Moore,1876 Pico Rd #721,Santa Barbara,CA,91205,Santa Barbara,(820) 966-5256,2004-01-05,2005-01-05
41-973066,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place LLC,Anthony Miller,4129 State St,Goleta,CA,94486,Santa Barbara,(820) 803-6907,2007-11-27,2008-11-27
41-370189,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place,Kenneth Rodriguez,6219 Madison Rd,Goleta,CA,91044,Santa Barbara,(805) 334-3076,2011-02-07,2012-02-07
41-504040,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Santa Maria,Maria Jackson,2797 Madison Way #760,Santa Maria,CA,95984,Santa Barbara,(805) 521-4758,2000-04-08,2001-04-08
41-705618,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldHouse Inc 31,Maria Thomas Martin,9514 Ocean Way,Goleta,CA,94897,Santa Barbara,(805) 932-9503,2022-06-06,2023-06-06
41-920040,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldEatery Corp 73,Michelle Davis Davis,1055 Jefferson Pl,Santa Maria,CA,91840,Santa Barbara,(805) 816-8893,2010-08-07,2011-08-07
41-567153,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldRestaurant Santa Barbara Inc 86,Michelle Hernandez,1220 3rd Ave,Santa Barbara,CA,93256,Santa Barbara,(805) 894-8098,2021-09-17,2022-09-17
41-780413,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldRestaurant 9,John Rodriguez,2508 6th Ct,Goleta,CA,95958,Santa Barbara,(805) 901-3308,2001-09-27,2002-09-27
41-207328,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewCorner Goleta Valley 88,John Miller,2823 Ocean Dr,Goleta,CA,91654,Santa Barbara,(820) 695-2006,2000-05-23,2001-05-23
41-465133,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Santa Maria Valley,Kenneth Miller,3510 Main Ave #268,Santa Maria,CA,95767,Santa Barbara,(820) 213-9216,2023-01-15,2024-01-15
41-628678,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant 19,Paul Moore Anderson,1373 Pico St,Goleta,CA,96155,Santa Barbara,(820) 258-5646,2009-07-20,2010-07-20
41-813866,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewBistro Santa Barbara Group 96,Lisa Taylor Taylor,5052 5th Dr,Santa Barbara,CA,90487,Santa Barbara,(820) 289-8109,2016-10-17,2017-10-17
41-780163,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldGrill 20,Andrew Martinez,5504 Hollywood Rd,Santa Barbara,CA,95307,Santa Barbara,(805) 205-7232,2012-08-22,2013-08-22
41-899893,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner,Lisa Jones,5766 Pico Rd,Santa Barbara,CA,93626,Santa Barbara,(820) 562-2773,2007-04-18,2008-04-18
41-966246,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Group,Maria Jones Martin,5683 Mission Ln #838,Santa Barbara,CA,93676,Santa Barbara,(805) 637-2623,2021-01-13,2022-01-13
41-319108,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern,Andrew Williams,5261 6th Ct,Santa Barbara,CA,93549,Santa Barbara,(820) 996-6088,2007-03-02,2008-03-02
41-870420,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewHouse Company 45,James Garcia,1732 Oak Ct,Santa Maria,CA,93736,Santa Barbara,(805) 587-6729,2021-10-24,2022-10-24
41-707178,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Santa Maria Corp,Maria Jackson Garcia,5906 5th Dr,Santa Maria,CA,95242,Santa Barbara,(820) 428-8023,2016-07-06,2017-07-06
41-586328,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Michael Martin,7705 Lincoln Rd,Santa Maria,CA,91579,Santa Barbara,(820) 800-3913,2016-03-09,2017-03-09
41-171617,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Santa Barbara Group,Andrew Moore,2992 Maple Ln #327,Santa Barbara,CA,95162,Santa Barbara,(805) 518-6247,2017-02-12,2018-02-12
41-705341,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Co,Paul Lopez,2031 Sunset Way #150,Goleta,CA,91211,Santa Barbara,(820) 480-9814,2010-03-25,2011-03-25
41-252859,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot,Michael Davis,142 Maple Blvd,Santa Barbara,CA,94327,Santa Barbara,(820) 484-8467,2000-01-06,2001-01-06
41-970378,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Corp,Robert Williams,9062 Broadway Ave,Santa Barbara,CA,95910,Santa Barbara,(805) 610-6963,2016-12-18,2017-12-18
41-277043,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldSpot Santa Barbara Co 56,James Moore,5394 Lincoln Blvd,Santa Maria,CA,94639,Santa Barbara,(805) 734-3746,2014-05-04,2015-05-04
41-571998,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewGrill Goleta Heights LLC 38,John Miller,3015 4th Pl #348,Goleta,CA,91434,Santa Barbara,(820) 434-3307,2021-12-09,2022-12-09
41-138562,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Santa Maria Hills,Anthony Wilson,9287 Jefferson Rd,Santa Maria,CA,90844,Santa Barbara,(805) 245-4570,2014-11-02,2015-11-02
41-629868,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Santa Barbara Corp,Steven Moore,8783 Jefferson St,Santa Barbara,CA,95345,Santa Barbara,(805) 334-1529,2000-12-16,2001-12-16
41-485013,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Company,William Taylor,5460 Pico Dr,Santa Maria,CA,94605,Santa Barbara,(805) 744-9561,2000-04-14,2001-04-14
41-170373,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Santa Maria Company,John Davis,5667 Oak Rd,Santa Maria,CA,93322,Santa Barbara,(805) 320-7095,2010-09-28,2011-09-28
41-778470,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Inc,Anthony Jackson,7975 6th Blvd #288,Santa Barbara,CA,94610,Santa Barbara,(820) 527-9768,2019-04-04,2020-04-04
41-983375,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Santa Barbara,Michael Martinez,5810 Hollywood Ln,Santa Barbara,CA,94070,Santa Barbara,(805) 235-2676,2012-06-28,2013-06-28
41-613366,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Inc,William Anderson,9381 Franklin Blvd #633,Santa Maria,CA,94900,Santa Barbara,(820) 812-3629,2000-01-18,2001-01-18
41-254399,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldCorner Corp 94,John Miller Jones,1941 Maple Way,Goleta,CA,91019,Santa Barbara,(805) 264-2772,2005-06-23,2006-06-23
41-621346,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen LLC,Andrew Thomas,6611 7th Ln,Santa Maria,CA,91848,Santa Barbara,(820) 953-6601,2010-12-05,2011-12-05
41-591106,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Santa Barbara,Matthew Gonzalez,9880 Sunset Dr #976,Goleta,CA,91433,Santa Barbara,(820) 871-7597,2018-06-05,2019-06-05
41-737973,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewGrill Santa Barbara Group 93,Lisa Miller Smith,830 Wilshire Ln,Santa Barbara,CA,94729,Santa Barbara,(805) 466-2190,2008-01-22,2009-01-22
41-215083,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Santa Barbara,Steven Wilson,7212 5th Blvd,Santa Barbara,CA,95466,Santa Barbara,(805) 585-4940,2012-10-20,2013-10-20
41-392820,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Goleta,Mark Jackson,5940 4th Way,Goleta,CA,95267,Santa Barbara,(805) 817-2843,2015-11-28,2016-11-28
41-276794,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern,Christopher Jackson,7383 1st Pl #182,Goleta,CA,90031,Santa Barbara,(820) 306-3270,2005-02-07,2006-02-07
41-566038,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Goleta Company,David Johnson Anderson,7872 Madison Rd,Goleta,CA,92827,Santa Barbara,(805) 574-6801,2013-01-14,2014-01-14
41-149312,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewBistro 84,William Miller,5578 Maple Dr #954,Santa Maria,CA,93438,Santa Barbara,(820) 216-9343,2002-10-23,2003-10-23
41-220339,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Santa Barbara Inc,Maria Moore,8731 Wilshire Blvd,Santa Maria,CA,95182,Santa Barbara,(805) 862-8629,2001-06-16,2002-06-16
41-984746,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro,Daniel Martin Gonzalez,2653 7th Way,Santa Barbara,CA,92507,Santa Barbara,(820) 500-3041,2005-06-10,2006-06-10
