First Name,Last Name,Email,Phone,Company,City,County,State,Country,Postal Code,Tags,Notes,Source
John,Garcia,john.garcia@example.com,+1 (268) 991-1576,Garcia Technology,San Antonio,Bexar County,TX,US,89562,"County_Lead, Technology","Pop: 2,006,000, Seat: San Antonio",County_Aware_Scraper
David,Smith,david.smith@example.com,+1 (798) 191-6717,Smith Finance,Universal City,Bexar County,TX,US,17594,"County_Lead, Finance","Pop: 2,006,000, Seat: San Antonio",County_Aware_Scraper
Karen,Brown,karen.brown@example.com,+1 (778) 803-1367,Brown Manufacturing,New Braunfels,Bexar County,TX,US,79189,"County_Lead, Manufacturing","Pop: 2,006,000, Seat: San Antonio",County_Aware_Scraper
James,Garcia,james.garcia@example.com,+1 (542) 153-5142,Garcia Retail,San Antonio,Bexar County,TX,US,93539,"County_Lead, Retail","Pop: 2,006,000, Seat: San Antonio",County_Aware_Scraper
Elizabeth,Brown,elizabeth.brown@example.com,+1 (369) 545-5487,Brown Real Estate,Cedar Park,Travis County,TX,US,53949,"County_Lead, Real Estate","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Mary,Johnson,mary.johnson@example.com,+1 (570) 675-2625,Johnson Construction,Cedar Park,Travis County,TX,US,94176,"County_Lead, Construction","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Sarah,Davis,sarah.davis@example.com,+1 (361) 535-5692,Davis Construction,Austin,Travis County,TX,US,46388,"County_Lead, Construction","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Elizabeth,Garcia,elizabeth.garcia@example.com,+1 (689) 116-3802,Garcia Finance,Pflugerville,Travis County,TX,US,23270,"County_Lead, Finance","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Joseph,Martinez,joseph.martinez@example.com,+1 (554) 546-3850,Martinez Hospitality,Round Rock,Travis County,TX,US,46388,"County_Lead, Hospitality","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Mary,Martinez,mary.martinez@example.com,+1 (649) 184-3409,Martinez Professional Services,Round Rock,Travis County,TX,US,74874,"County_Lead, Professional Services","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Jessica,Smith,jessica.smith@example.com,+1 (896) 358-1026,Smith Professional Services,Cedar Park,Travis County,TX,US,94577,"County_Lead, Professional Services","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Karen,Williams,karen.williams@example.com,+1 (559) 887-2671,Williams Professional Services,Cedar Park,Travis County,TX,US,21871,"County_Lead, Professional Services","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Joseph,Jones,joseph.jones@example.com,+1 (243) 779-5899,Jones Real Estate,Pflugerville,Travis County,TX,US,42412,"County_Lead, Real Estate","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Thomas,Martinez,thomas.martinez@example.com,+1 (360) 748-8130,Martinez Education,Pflugerville,Travis County,TX,US,95137,"County_Lead, Education","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Patricia,Rodriguez,patricia.rodriguez@example.com,+1 (541) 905-7598,Rodriguez Finance,Allen,Collin County,TX,US,56193,"County_Lead, Finance","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
William,Williams,william.williams@example.com,+1 (937) 900-9687,Williams Real Estate,Allen,Collin County,TX,US,73267,"County_Lead, Real Estate","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Linda,Williams,linda.williams@example.com,+1 (368) 950-8376,Williams Healthcare,Allen,Collin County,TX,US,88560,"County_Lead, Healthcare","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Jessica,Brown,jessica.brown@example.com,+1 (449) 802-4532,Brown Construction,Allen,Collin County,TX,US,82260,"County_Lead, Construction","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Barbara,Miller,barbara.miller@example.com,+1 (861) 976-2132,Miller Education,Plano,Collin County,TX,US,47477,"County_Lead, Education","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
David,Brown,david.brown@example.com,+1 (633) 201-1765,Brown Healthcare,McKinney,Collin County,TX,US,76020,"County_Lead, Healthcare","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Patricia,Martinez,patricia.martinez@example.com,+1 (682) 414-1366,Martinez Real Estate,Frisco,Collin County,TX,US,94266,"County_Lead, Real Estate","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
John,Martinez,john.martinez@example.com,+1 (846) 969-4329,Martinez Real Estate,Frisco,Collin County,TX,US,41137,"County_Lead, Real Estate","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Sarah,Williams,sarah.williams@example.com,+1 (971) 119-5589,Williams Real Estate,Allen,Collin County,TX,US,44458,"County_Lead, Real Estate","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Michael,Rodriguez,michael.rodriguez@example.com,+1 (764) 954-7570,Rodriguez Manufacturing,Allen,Collin County,TX,US,45874,"County_Lead, Manufacturing","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
