First Name,Last Name,Email,Phone,Company,City,State,Tags,Notes,Source
Susan,Howard,showard@yahoo.com,(830) 695-7135,Keller Williams,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 24 years, Transactions: 24, Volume: $9,788,747",CREAM_RealEstate
Matthew,Williams,mwilliams@hotmail.com,(812) 951-7002,Century 21,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 20 years, Transactions: 24, Volume: $5,724,957",CREAM_RealEstate
Edward,Richardson,edward73@hotmail.com,(916) 601-2776,RE/MAX,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 6 years, Transactions: 23, Volume: $2,196,438",CREAM_RealEstate
Jeffrey,Young,jyoung@sothebysrealty.com,(913) 751-4362,HomeSmart,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 17 years, Transactions: 49, Volume: $13,844,282",CREAM_RealEstate
Michelle,Bailey,michelle.bailey@weichert.com,(504) 489-1345,NVR,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 13 years, Transactions: 42, Volume: $3,320,728",CREAM_RealEstate
Alexander,Mendoza,alexanderm@realtor.com,(931) 755-7042,Realty One Group,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 5 years, Transactions: 29, Volume: $14,106,469",CREAM_RealEstate
Paul,Gonzalez,paul.gonzalez@remax.net,(724) 840-3668,Toll Brothers,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 25 years, Transactions: 25, Volume: $9,227,465",CREAM_RealEstate
Anthony,Ross,aross@gmail.com,(907) 290-6509,Keller Williams,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 5 years, Transactions: 22, Volume: $8,626,920",CREAM_RealEstate
Amy,Diaz,amy8@kw.com,(205) 529-4855,M/I Homes,Orlando,FL,"Priority_A, CREAM, RealEstate","Experience: 23 years, Transactions: 37, Volume: $2,823,512",CREAM_RealEstate
Laura,Cox,laura.cox@berkshirehathawayhs.com,(469) 861-8229,Pulte Homes,Orlando,FL,"Priority_A, CREAM, RealEstate","Experience: 13 years, Transactions: 18, Volume: $14,926,293",CREAM_RealEstate
Elizabeth,Lee,elizabeth.lee@kw.com,(765) 972-9891,Pulte Homes,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 21 years, Transactions: 47, Volume: $2,183,035",CREAM_RealEstate
Justin,Miller,jmiller@hotmail.com,(703) 310-3141,Beazer Homes,Orlando,FL,"Priority_A, CREAM, RealEstate","Experience: 14 years, Transactions: 39, Volume: $9,460,971",CREAM_RealEstate
Brian,Torres,torres.brian@exprealty.com,(540) 284-6810,KB Home,Orlando,FL,"Priority_A, CREAM, RealEstate","Experience: 13 years, Transactions: 11, Volume: $10,547,280",CREAM_RealEstate
Jacob,Richardson,richardson.jacob@berkshirehathawayhs.com,(580) 273-4905,Redfin,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 15 years, Transactions: 27, Volume: $6,342,568",CREAM_RealEstate
Carolyn,Cook,ccook@remax.net,(669) 894-8443,M/I Homes,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 1 years, Transactions: 0, Volume: $447,111",CREAM_RealEstate
Robert,Ortiz,rortiz@elliman.com,(513) 386-5016,Century 21,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 12 years, Transactions: 15, Volume: $6,120,923",CREAM_RealEstate
Ryan,Mendoza,ryanm@berkshirehathawayhs.com,(769) 442-6598,LGI Homes,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 7 years, Transactions: 14, Volume: $9,753,807",CREAM_RealEstate
Pamela,Stewart,stewart.pamela@gmail.com,(912) 624-1916,HomeSmart,Orlando,FL,"Priority_A, CREAM, RealEstate","Experience: 5 years, Transactions: 41, Volume: $3,167,235",CREAM_RealEstate
Anthony,Gray,gray.anthony@outlook.com,(212) 557-8518,Century Communities,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 7 years, Transactions: 29, Volume: $1,590,853",CREAM_RealEstate
Mark,Perez,mark.perez@sothebysrealty.com,(660) 878-6569,Tri Pointe Homes,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 15 years, Transactions: 18, Volume: $6,579,272",CREAM_RealEstate
Deborah,Harris,dharris@homesmart.com,(442) 703-3982,ERA,Orlando,FL,"Priority_A, CREAM, RealEstate","Experience: 19 years, Transactions: 15, Volume: $13,351,025",CREAM_RealEstate
Rebecca,Ross,rebeccar@compass.com,(254) 754-4724,Lennar,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 11 years, Transactions: 10, Volume: $13,061,541",CREAM_RealEstate
Debra,Kim,debra84@remax.net,(445) 838-1935,M/I Homes,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 11 years, Transactions: 44, Volume: $9,701,617",CREAM_RealEstate
Jack,Cooper,jackc@hotmail.com,(660) 918-2128,NVR,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 12 years, Transactions: 33, Volume: $3,185,629",CREAM_RealEstate
Christine,Kelly,ckelly@elliman.com,(404) 936-8667,HomeSmart,Orlando,FL,"Priority_A, CREAM, RealEstate","Experience: 9 years, Transactions: 16, Volume: $2,286,560",CREAM_RealEstate
Matthew,Adams,matthewa@weichert.com,(207) 986-7222,Keller Williams,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 10 years, Transactions: 35, Volume: $5,525,969",CREAM_RealEstate
Amanda,Wood,wood.amanda@coldwellbanker.com,(215) 485-9313,Century Communities,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 20 years, Transactions: 48, Volume: $5,917,494",CREAM_RealEstate
Ruth,Martinez,rmartinez@elliman.com,(979) 962-4866,HomeSmart,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 13 years, Transactions: 37, Volume: $11,331,372",CREAM_RealEstate
Tyler,Scott,tyler.scott@yahoo.com,(703) 613-9705,Pulte Homes,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 3 years, Transactions: 9, Volume: $1,147,317",CREAM_RealEstate
Frank,White,frank.white@realtyonegroup.com,(405) 537-3679,ERA,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 6 years, Transactions: 17, Volume: $14,253,813",CREAM_RealEstate
