First Name,Last Name,Email,Phone,Company,City,State,Tags,Notes,Source
Pamela,Carter,pamela24@remax.net,(701) 551-2718,ERA,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 15 years, Transactions: 40, Volume: $11,461,663",CREAM_RealEstate
Dorothy,Scott,dscott@remax.net,(251) 978-4045,ERA,Colorado Springs,CO,"Priority_C, CREAM, RealEstate","Experience: 16 years, Transactions: 50, Volume: $2,111,846",CREAM_RealEstate
Margaret,Parker,margaretp@hotmail.com,(346) 593-7746,M/I Homes,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 12 years, Transactions: 25, Volume: $2,994,241",CREAM_RealEstate
Deborah,Roberts,deborahr@century21.com,(347) 384-3699,Keller Williams,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 25 years, Transactions: 49, Volume: $4,371,746",CREAM_RealEstate
Amy,Ward,amyw@weichert.com,(531) 868-1881,M/I Homes,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 7 years, Transactions: 19, Volume: $8,339,617",CREAM_RealEstate
Barbara,Thompson,barbara28@outlook.com,(856) 653-5188,Weichert,Colorado Springs,CO,"Priority_C, CREAM, RealEstate","Experience: 2 years, Transactions: 14, Volume: $701,750",CREAM_RealEstate
Ryan,Brooks,ryan47@yahoo.com,(541) 747-7117,The Agency,Colorado Springs,CO,"Priority_C, CREAM, RealEstate","Experience: 23 years, Transactions: 42, Volume: $11,540,181",CREAM_RealEstate
Daniel,Clark,danielc@realtor.com,(251) 857-4076,Douglas Elliman,Colorado Springs,CO,"Priority_C, CREAM, RealEstate","Experience: 0 years, Transactions: 0, Volume: $129,695",CREAM_RealEstate
Kathleen,Morgan,kmorgan@century21.com,(401) 686-6237,Taylor Morrison,Colorado Springs,CO,"Priority_C, CREAM, RealEstate","Experience: 6 years, Transactions: 44, Volume: $2,215,478",CREAM_RealEstate
Justin,White,justin.white@berkshirehathawayhs.com,(205) 417-3785,Tri Pointe Homes,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 0 years, Transactions: 2, Volume: $51,380",CREAM_RealEstate
Melissa,Ruiz,mruiz@century21.com,(480) 453-3075,Berkshire Hathaway,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 15 years, Transactions: 50, Volume: $5,376,787",CREAM_RealEstate
Nicole,Lopez,nicole.lopez@homesmart.com,(573) 961-5076,Weichert,Colorado Springs,CO,"Priority_C, CREAM, RealEstate","Experience: 15 years, Transactions: 31, Volume: $8,138,689",CREAM_RealEstate
Jack,Ward,ward.jack@redfin.com,(614) 562-2224,M/I Homes,Colorado Springs,CO,"Priority_C, CREAM, RealEstate","Experience: 0 years, Transactions: 5, Volume: $162,716",CREAM_RealEstate
Donald,Perez,dperez@gmail.com,(504) 575-3872,LGI Homes,Colorado Springs,CO,"Priority_C, CREAM, RealEstate","Experience: 6 years, Transactions: 35, Volume: $3,233,189",CREAM_RealEstate
Alexander,Turner,alexandert@realtyonegroup.com,(757) 695-2039,Vylla Home,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 15 years, Transactions: 44, Volume: $14,774,521",CREAM_RealEstate
Jeffrey,Lopez,jeffrey99@realtor.com,(386) 837-2168,Douglas Elliman,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 24 years, Transactions: 17, Volume: $2,343,950",CREAM_RealEstate
Lisa,Martinez,martinez.lisa@outlook.com,(717) 947-9524,Pulte Homes,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 2 years, Transactions: 3, Volume: $1,364,882",CREAM_RealEstate
Kevin,Nguyen,kevin12@berkshirehathawayhs.com,(724) 662-7862,Keller Williams,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 23 years, Transactions: 12, Volume: $3,489,682",CREAM_RealEstate
Anna,Wilson,awilson@coldwellbanker.com,(214) 275-2566,Meritage Homes,Colorado Springs,CO,"Priority_C, CREAM, RealEstate","Experience: 8 years, Transactions: 27, Volume: $11,427,541",CREAM_RealEstate
Steven,Diaz,stevend@remax.net,(218) 724-3915,Tri Pointe Homes,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 19 years, Transactions: 41, Volume: $1,659,888",CREAM_RealEstate
Frank,Johnson,frank40@century21.com,(763) 804-3394,Lennar,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 5 years, Transactions: 24, Volume: $5,422,113",CREAM_RealEstate
