First Name,Last Name,Email,Phone,Company,City,State,Country,Postal Code,Tags,Notes,Source
James,Davis,davis.james@northernminingcorp.com,+1 (306) 345-1997,Northern Mining Corp,Prince Albert,SK,CA,S1X 5T5,"Priority_A, Canada, Mining","Industry: Mining, Province: Saskatchewan",Canada_Business_Directory
Catherine,Chen,cchen@mapletechsolutions.ca,+1 (639) 871-3725,Maple Tech Solutions,Prince Albert,SK,CA,S5M 4D3,"Priority_C, Canada, Technology","Industry: Technology, Province: Saskatchewan",Canada_Business_Directory
Daniel,Smith,daniel.smith@prairieagricultureco.ca,+1 (639) 986-3508,Prairie Agriculture Co,Prince Albert,SK,CA,S2D 8K3,"Priority_A, Canada, Agriculture","Industry: Agriculture, Province: Saskatchewan",Canada_Business_Directory
Daniel,Wilson,dwilson@pacificsoftwareinc.ca,+1 (639) 768-1781,Pacific Software Inc,Prince Albert,SK,CA,S4S 3Y1,"Priority_C, Canada, Technology","Industry: Technology, Province: Saskatchewan",Canada_Business_Directory
James,Gauthier,james.gauthier@northernminingcorp.ca,+1 (639) 456-3273,Northern Mining Corp,Prince Albert,SK,CA,S5P 1X3,"Priority_A, Canada, Mining","Industry: Mining, Province: Saskatchewan",Canada_Business_Directory
Michael,Morin,mmorin@prairieagricultureco.ca,+1 (306) 264-4206,Prairie Agriculture Co,Regina,SK,CA,S2J 5V8,"Priority_B, Canada, Agriculture","Industry: Agriculture, Province: Saskatchewan",Canada_Business_Directory
Sarah,Lavoie,slavoie@quebecmanufacturing.ca,+1 (639) 789-4782,Quebec Manufacturing,Regina,SK,CA,S4F 4C5,"Priority_A, Canada, Manufacturing","Industry: Manufacturing, Province: Saskatchewan",Canada_Business_Directory
David,Lee,lee.david@quebecmanufacturing.com,+1 (639) 693-1688,Quebec Manufacturing,Saskatoon,SK,CA,S7F 2S4,"Priority_A, Canada, Manufacturing","Industry: Manufacturing, Province: Saskatchewan",Canada_Business_Directory
Michael,Fortin,michael.fortin@northernminingcorp.ca,+1 (639) 939-2607,Northern Mining Corp,Saskatoon,SK,CA,S5Y 3L0,"Priority_B, Canada, Mining","Industry: Mining, Province: Saskatchewan",Canada_Business_Directory
Catherine,Smith,smith.catherine@pacificsoftwareinc.com,+1 (306) 732-6852,Pacific Software Inc,Saskatoon,SK,CA,S7X 1U9,"Priority_A, Canada, Technology","Industry: Technology, Province: Saskatchewan",Canada_Business_Directory
Thomas,Fortin,thomas.fortin@prairieagricultureco.ca,+1 (639) 296-1453,Prairie Agriculture Co,Saskatoon,SK,CA,S4C 3B0,"Priority_A, Canada, Agriculture","Industry: Agriculture, Province: Saskatchewan",Canada_Business_Directory
Isabelle,Wilson,iwilson@atlanticfisheries.ca,+1 (306) 380-2421,Atlantic Fisheries,Saskatoon,SK,CA,S6V 8J0,"Priority_C, Canada, Fishing","Industry: Fishing, Province: Saskatchewan",Canada_Business_Directory
Anne,Côté,anne.côté@prairieagricultureco.ca,+1 (639) 433-4845,Prairie Agriculture Co,Regina,SK,CA,S3V 6T6,"Priority_B, Canada, Agriculture","Industry: Agriculture, Province: Saskatchewan",Canada_Business_Directory
James,Smith,smith.james@pacificsoftwareinc.com,+1 (306) 857-7667,Pacific Software Inc,Prince Albert,SK,CA,S8S 0K6,"Priority_A, Canada, Technology","Industry: Technology, Province: Saskatchewan",Canada_Business_Directory
