First Name,Last Name,Email,Phone,Company,City,State,Tags,Notes,Source
Michelle,Ramirez,michelle.ramirez@compass.com,(985) 771-6904,eXp Realty,Austin,TX,"Priority_A, CREAM, RealEstate","Experience: 1 years, Transactions: 5, Volume: $20,167",CREAM_RealEstate
Patrick,Torres,patrick.torres@redfin.com,(682) 312-2679,Vylla Home,Houston,TX,"Priority_A, CREAM, RealEstate","Experience: 22 years, Transactions: 25, Volume: $6,553,146",CREAM_RealEstate
Scott,Turner,sturner@century21.com,(732) 955-6795,Douglas Elliman,Riverside,CA,"Priority_B, CREAM, RealEstate","Experience: 17 years, Transactions: 25, Volume: $10,093,538",CREAM_RealEstate
Eric,Price,eric43@weichert.com,(802) 793-7580,RE/MAX,Richmond,VA,"Priority_C, CREAM, RealEstate","Experience: 1 years, Transactions: 3, Volume: $58,602",CREAM_RealEstate
Scott,Howard,scott64@gmail.com,(315) 835-3394,NVR,Kansas City,MO,"Priority_B, CREAM, RealEstate","Experience: 21 years, Transactions: 37, Volume: $10,437,538",CREAM_RealEstate
Ryan,Brooks,ryan78@compass.com,(308) 983-6555,The Agency,Minneapolis,MN,"Priority_B, CREAM, RealEstate","Experience: 1 years, Transactions: 4, Volume: $456,161",CREAM_RealEstate
Timothy,Sanders,tsanders@homesmart.com,(570) 623-9768,Realty One Group,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 2 years, Transactions: 7, Volume: $1,793,443",CREAM_RealEstate
Catherine,Hall,chall@weichert.com,(415) 565-4223,Berkshire Hathaway,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 15 years, Transactions: 16, Volume: $2,457,285",CREAM_RealEstate
Ruth,Rivera,rrivera@hotmail.com,(865) 266-5537,Century 21,Albuquerque,NM,"Priority_C, CREAM, RealEstate","Experience: 19 years, Transactions: 36, Volume: $4,031,405",CREAM_RealEstate
Stephanie,Evans,sevans@homesmart.com,(217) 627-5457,Realty One Group,Portland,OR,"Priority_B, CREAM, RealEstate","Experience: 16 years, Transactions: 32, Volume: $12,226,422",CREAM_RealEstate
Emily,Thomas,emilyt@hotmail.com,(703) 649-3286,RE/MAX,Kansas City,MO,"Priority_B, CREAM, RealEstate","Experience: 5 years, Transactions: 41, Volume: $9,310,391",CREAM_RealEstate
Justin,Parker,justin.parker@coldwellbanker.com,(330) 751-5114,Compass,Albuquerque,NM,"Priority_C, CREAM, RealEstate","Experience: 25 years, Transactions: 26, Volume: $14,567,286",CREAM_RealEstate
Catherine,Brooks,brooks.catherine@kw.com,(442) 327-2834,M/I Homes,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 5 years, Transactions: 22, Volume: $11,462,249",CREAM_RealEstate
Barbara,Ruiz,barbarar@berkshirehathawayhs.com,(972) 980-3555,Tri Pointe Homes,Atlanta,GA,"Priority_A, CREAM, RealEstate","Experience: 9 years, Transactions: 19, Volume: $13,513,722",CREAM_RealEstate
Jason,White,jason.white@yahoo.com,(567) 326-4722,Coldwell Banker,Colorado Springs,CO,"Priority_C, CREAM, RealEstate","Experience: 6 years, Transactions: 22, Volume: $9,747,458",CREAM_RealEstate
Carol,Turner,carolt@gmail.com,(214) 485-7324,CalAtlantic Homes,Seattle,WA,"Priority_A, CREAM, RealEstate","Experience: 8 years, Transactions: 48, Volume: $12,637,497",CREAM_RealEstate
Kimberly,Morales,kimberly.morales@kw.com,(702) 273-8881,Realty One Group,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 14 years, Transactions: 39, Volume: $14,765,907",CREAM_RealEstate
Sarah,Davis,sdavis@outlook.com,(857) 822-6019,Coldwell Banker,Houston,TX,"Priority_A, CREAM, RealEstate","Experience: 3 years, Transactions: 11, Volume: $749,981",CREAM_RealEstate
Melissa,Bennett,mbennett@century21.com,(423) 945-3434,Weichert,Chicago,IL,"Priority_A, CREAM, RealEstate","Experience: 16 years, Transactions: 30, Volume: $6,301,751",CREAM_RealEstate
Lisa,Price,price.lisa@realtor.com,(321) 943-8278,HomeSmart,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 22 years, Transactions: 46, Volume: $6,170,708",CREAM_RealEstate
Patricia,Green,patriciag@coldwellbanker.com,(657) 668-8710,Lennar,Albuquerque,NM,"Priority_C, CREAM, RealEstate","Experience: 4 years, Transactions: 8, Volume: $648,083",CREAM_RealEstate
Robert,Watson,robert31@century21.com,(724) 425-4417,RE/MAX,Tucson,AZ,"Priority_C, CREAM, RealEstate","Experience: 2 years, Transactions: 3, Volume: $1,137,054",CREAM_RealEstate
Nicholas,Jones,jones.nicholas@coldwellbanker.com,(754) 459-7769,Tri Pointe Homes,Oklahoma City,OK,"Priority_C, CREAM, RealEstate","Experience: 19 years, Transactions: 20, Volume: $5,258,569",CREAM_RealEstate
Andrew,Collins,acollins@weichert.com,(502) 253-2607,The Agency,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 9 years, Transactions: 37, Volume: $3,304,205",CREAM_RealEstate
Tyler,Diaz,tylerd@berkshirehathawayhs.com,(801) 849-7277,Compass,Sacramento,CA,"Priority_B, CREAM, RealEstate","Experience: 24 years, Transactions: 15, Volume: $12,264,245",CREAM_RealEstate
Jennifer,Kim,jennifer.kim@realtyonegroup.com,(207) 702-3927,Vylla Home,Minneapolis,MN,"Priority_B, CREAM, RealEstate","Experience: 12 years, Transactions: 42, Volume: $4,541,828",CREAM_RealEstate
Samantha,Taylor,samantha.taylor@exprealty.com,(702) 904-1494,The Agency,Albuquerque,NM,"Priority_C, CREAM, RealEstate","Experience: 0 years, Transactions: 1, Volume: $382,592",CREAM_RealEstate
Jonathan,Perez,jonathan89@remax.net,(601) 495-6316,Realty One Group,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 24 years, Transactions: 28, Volume: $12,779,102",CREAM_RealEstate
Maria,Rivera,maria.rivera@compass.com,(717) 478-9793,ERA,Cleveland,OH,"Priority_B, CREAM, RealEstate","Experience: 23 years, Transactions: 34, Volume: $12,241,968",CREAM_RealEstate
Stephen,Bennett,stephen.bennett@remax.net,(410) 593-4175,NVR,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 17 years, Transactions: 40, Volume: $11,695,520",CREAM_RealEstate
Justin,Lopez,jlopez@coldwellbanker.com,(832) 531-7772,Weichert,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 10 years, Transactions: 24, Volume: $3,193,279",CREAM_RealEstate
Amanda,Patel,amandap@kw.com,(785) 313-6871,Meritage Homes,Indianapolis,IN,"Priority_B, CREAM, RealEstate","Experience: 8 years, Transactions: 16, Volume: $7,077,104",CREAM_RealEstate
Samantha,Evans,samanthae@sothebysrealty.com,(954) 754-6428,D.R. Horton,Nashville,TN,"Priority_A, CREAM, RealEstate","Experience: 6 years, Transactions: 46, Volume: $8,796,094",CREAM_RealEstate
Anna,Moore,amoore@outlook.com,(334) 937-4786,Meritage Homes,Nashville,TN,"Priority_A, CREAM, RealEstate","Experience: 7 years, Transactions: 27, Volume: $5,953,675",CREAM_RealEstate
Jack,King,jking@redfin.com,(773) 711-9947,Tri Pointe Homes,Tampa,FL,"Priority_A, CREAM, RealEstate","Experience: 23 years, Transactions: 29, Volume: $5,152,568",CREAM_RealEstate
Edward,Myers,edward.myers@berkshirehathawayhs.com,(270) 787-6570,Ryan Homes,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 1 years, Transactions: 4, Volume: $244,256",CREAM_RealEstate
Larry,Gray,larryg@weichert.com,(602) 614-4444,Pulte Homes,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 21 years, Transactions: 35, Volume: $1,759,157",CREAM_RealEstate
Joseph,Williams,williams.joseph@century21.com,(937) 434-2637,Century Communities,Las Vegas,NV,"Priority_A, CREAM, RealEstate","Experience: 1 years, Transactions: 0, Volume: $56,645",CREAM_RealEstate
Carol,Nelson,carol76@realtyonegroup.com,(513) 390-4111,Ryan Homes,Milwaukee,WI,"Priority_C, CREAM, RealEstate","Experience: 15 years, Transactions: 40, Volume: $8,526,591",CREAM_RealEstate
Robert,Ross,ross.robert@outlook.com,(210) 540-4860,ERA,Tucson,AZ,"Priority_C, CREAM, RealEstate","Experience: 5 years, Transactions: 48, Volume: $7,132,583",CREAM_RealEstate
Jennifer,Phillips,jennifer13@realtyonegroup.com,(502) 461-6914,LGI Homes,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 21 years, Transactions: 26, Volume: $5,699,618",CREAM_RealEstate
Maria,Garcia,maria27@realtyonegroup.com,(334) 925-3825,ERA,Tucson,AZ,"Priority_C, CREAM, RealEstate","Experience: 5 years, Transactions: 26, Volume: $3,477,863",CREAM_RealEstate
Susan,Cox,susan81@coldwellbanker.com,(501) 964-3699,United Real Estate,San Antonio,TX,"Priority_B, CREAM, RealEstate","Experience: 13 years, Transactions: 45, Volume: $8,449,558",CREAM_RealEstate
Catherine,Gonzalez,catherine.gonzalez@redfin.com,(253) 606-4517,M/I Homes,Reno,NV,"Priority_C, CREAM, RealEstate","Experience: 14 years, Transactions: 26, Volume: $2,573,981",CREAM_RealEstate
Jeffrey,Scott,jeffrey.scott@exprealty.com,(415) 878-1469,Better Homes & Gardens,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 24 years, Transactions: 19, Volume: $7,289,799",CREAM_RealEstate
Carolyn,Hall,hall.carolyn@yahoo.com,(724) 662-6043,The Agency,Atlanta,GA,"Priority_A, CREAM, RealEstate","Experience: 13 years, Transactions: 35, Volume: $13,399,783",CREAM_RealEstate
Eric,James,james.eric@homesmart.com,(762) 561-3958,Realty One Group,Seattle,WA,"Priority_A, CREAM, RealEstate","Experience: 11 years, Transactions: 25, Volume: $7,861,897",CREAM_RealEstate
Samantha,Stewart,samanthas@compass.com,(951) 635-1471,Century 21,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 25 years, Transactions: 42, Volume: $11,643,420",CREAM_RealEstate
Ronald,Long,ronaldl@realtor.com,(501) 682-2588,Ryan Homes,Minneapolis,MN,"Priority_B, CREAM, RealEstate","Experience: 17 years, Transactions: 18, Volume: $5,588,488",CREAM_RealEstate
Janet,Cox,janetc@coldwellbanker.com,(806) 544-6028,eXp Realty,Tucson,AZ,"Priority_C, CREAM, RealEstate","Experience: 20 years, Transactions: 27, Volume: $14,084,776",CREAM_RealEstate
Helen,Baker,baker.helen@redfin.com,(712) 995-8183,HomeSmart,Phoenix,AZ,"Priority_A, CREAM, RealEstate","Experience: 13 years, Transactions: 10, Volume: $10,750,935",CREAM_RealEstate
Timothy,Rogers,trogers@homesmart.com,(575) 987-6966,Pulte Homes,Columbus,OH,"Priority_B, CREAM, RealEstate","Experience: 17 years, Transactions: 18, Volume: $7,030,357",CREAM_RealEstate
Angela,Gonzalez,angela87@weichert.com,(952) 658-2476,Vylla Home,Tucson,AZ,"Priority_C, CREAM, RealEstate","Experience: 13 years, Transactions: 18, Volume: $9,298,358",CREAM_RealEstate
Timothy,Martin,martin.timothy@berkshirehathawayhs.com,(323) 855-2992,Compass,Reno,NV,"Priority_C, CREAM, RealEstate","Experience: 2 years, Transactions: 5, Volume: $1,445,074",CREAM_RealEstate
Helen,Hughes,helen33@century21.com,(772) 839-1926,D.R. Horton,Phoenix,AZ,"Priority_A, CREAM, RealEstate","Experience: 9 years, Transactions: 20, Volume: $1,553,053",CREAM_RealEstate
Charles,Smith,csmith@hotmail.com,(612) 272-5218,Beazer Homes,Houston,TX,"Priority_A, CREAM, RealEstate","Experience: 3 years, Transactions: 3, Volume: $1,691,812",CREAM_RealEstate
Janet,Rivera,janetr@homesmart.com,(308) 833-3532,Sotheby's,Baltimore,MD,"Priority_B, CREAM, RealEstate","Experience: 14 years, Transactions: 26, Volume: $11,101,408",CREAM_RealEstate
John,Wilson,wilson.john@realtor.com,(920) 626-5416,Century Communities,Portland,OR,"Priority_B, CREAM, RealEstate","Experience: 6 years, Transactions: 17, Volume: $3,053,418",CREAM_RealEstate
Nicholas,Hughes,hughes.nicholas@elliman.com,(970) 797-3962,Toll Brothers,Charlotte,NC,"Priority_A, CREAM, RealEstate","Experience: 11 years, Transactions: 11, Volume: $14,388,408",CREAM_RealEstate
John,Alvarez,jalvarez@outlook.com,(813) 418-4467,Century 21,Indianapolis,IN,"Priority_B, CREAM, RealEstate","Experience: 18 years, Transactions: 16, Volume: $7,301,936",CREAM_RealEstate
Jeffrey,Morgan,morgan.jeffrey@coldwellbanker.com,(361) 776-2190,Ryan Homes,Indianapolis,IN,"Priority_B, CREAM, RealEstate","Experience: 21 years, Transactions: 29, Volume: $11,212,785",CREAM_RealEstate
Andrew,Lopez,andrew.lopez@outlook.com,(636) 222-9624,Douglas Elliman,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 18 years, Transactions: 17, Volume: $13,997,798",CREAM_RealEstate
Rebecca,Taylor,rebecca.taylor@outlook.com,(252) 551-2212,Lennar,Atlanta,GA,"Priority_A, CREAM, RealEstate","Experience: 11 years, Transactions: 47, Volume: $6,595,359",CREAM_RealEstate
Katherine,Robinson,katherine.robinson@outlook.com,(651) 242-8153,Century Communities,Atlanta,GA,"Priority_A, CREAM, RealEstate","Experience: 3 years, Transactions: 6, Volume: $1,742,404",CREAM_RealEstate
Brenda,Cruz,brendac@realtyonegroup.com,(432) 587-3967,Ryan Homes,Seattle,WA,"Priority_A, CREAM, RealEstate","Experience: 22 years, Transactions: 39, Volume: $6,980,656",CREAM_RealEstate
Rachel,Campbell,rachel10@remax.net,(228) 377-7763,Zillow Premier,Las Vegas,NV,"Priority_A, CREAM, RealEstate","Experience: 17 years, Transactions: 30, Volume: $13,119,693",CREAM_RealEstate
Robert,Hall,roberth@realtyonegroup.com,(901) 398-2590,Ryan Homes,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 24 years, Transactions: 14, Volume: $5,675,144",CREAM_RealEstate
Samantha,Torres,samantha.torres@gmail.com,(951) 373-8003,Ryan Homes,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 4 years, Transactions: 12, Volume: $701,625",CREAM_RealEstate
Brian,Harris,harris.brian@weichert.com,(818) 856-6299,NVR,Riverside,CA,"Priority_B, CREAM, RealEstate","Experience: 1 years, Transactions: 2, Volume: $349,061",CREAM_RealEstate
Joseph,Anderson,janderson@remax.net,(940) 375-3548,CalAtlantic Homes,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 19 years, Transactions: 42, Volume: $10,471,071",CREAM_RealEstate
Andrew,Anderson,andrewa@realtor.com,(336) 921-5734,Century 21,Reno,NV,"Priority_C, CREAM, RealEstate","Experience: 24 years, Transactions: 13, Volume: $11,828,650",CREAM_RealEstate
Ashley,Cruz,ashley.cruz@elliman.com,(575) 639-9522,United Real Estate,San Jose,CA,"Priority_B, CREAM, RealEstate","Experience: 13 years, Transactions: 28, Volume: $12,789,335",CREAM_RealEstate
Kevin,Edwards,kevin.edwards@yahoo.com,(417) 809-1948,Realty One Group,Baltimore,MD,"Priority_B, CREAM, RealEstate","Experience: 3 years, Transactions: 11, Volume: $1,976,856",CREAM_RealEstate
Andrew,Campbell,andrew21@realtor.com,(856) 956-4546,Taylor Morrison,Albuquerque,NM,"Priority_C, CREAM, RealEstate","Experience: 5 years, Transactions: 44, Volume: $3,287,006",CREAM_RealEstate
Matthew,Ruiz,matthew.ruiz@exprealty.com,(508) 563-3649,Better Homes & Gardens,Orlando,FL,"Priority_A, CREAM, RealEstate","Experience: 23 years, Transactions: 49, Volume: $4,190,368",CREAM_RealEstate
Scott,Anderson,scotta@coldwellbanker.com,(909) 411-7537,Lennar,Tucson,AZ,"Priority_C, CREAM, RealEstate","Experience: 1 years, Transactions: 0, Volume: $90,229",CREAM_RealEstate
Katherine,Roberts,katheriner@exprealty.com,(781) 378-8419,Lennar,San Antonio,TX,"Priority_B, CREAM, RealEstate","Experience: 9 years, Transactions: 48, Volume: $12,194,780",CREAM_RealEstate
Frank,Nguyen,frank.nguyen@remax.net,(947) 348-5997,Weichert,Detroit,MI,"Priority_B, CREAM, RealEstate","Experience: 10 years, Transactions: 50, Volume: $8,016,500",CREAM_RealEstate
Kathleen,Kim,kim.kathleen@gmail.com,(507) 572-1107,Tri Pointe Homes,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 18 years, Transactions: 47, Volume: $2,948,828",CREAM_RealEstate
Frank,Myers,frank.myers@exprealty.com,(870) 869-3083,Pulte Homes,Indianapolis,IN,"Priority_B, CREAM, RealEstate","Experience: 3 years, Transactions: 6, Volume: $1,832,332",CREAM_RealEstate
Amanda,Reyes,reyes.amanda@realtyonegroup.com,(410) 434-8230,Douglas Elliman,Baltimore,MD,"Priority_B, CREAM, RealEstate","Experience: 6 years, Transactions: 25, Volume: $5,098,063",CREAM_RealEstate
Amy,Jones,amy.jones@kw.com,(580) 467-1203,HomeSmart,Boston,MA,"Priority_A, CREAM, RealEstate","Experience: 21 years, Transactions: 15, Volume: $10,025,329",CREAM_RealEstate
Karen,Davis,karend@sothebysrealty.com,(931) 393-6107,Century 21,Austin,TX,"Priority_A, CREAM, RealEstate","Experience: 13 years, Transactions: 25, Volume: $6,085,712",CREAM_RealEstate
Patrick,Phillips,patrickp@remax.net,(440) 443-3267,Nest Seekers,Richmond,VA,"Priority_C, CREAM, RealEstate","Experience: 19 years, Transactions: 48, Volume: $12,316,310",CREAM_RealEstate
Maria,Evans,maria.evans@realtyonegroup.com,(810) 565-3514,M/I Homes,Portland,OR,"Priority_B, CREAM, RealEstate","Experience: 6 years, Transactions: 49, Volume: $10,888,036",CREAM_RealEstate
Laura,Johnson,johnson.laura@remax.net,(779) 331-4089,Better Homes & Gardens,Detroit,MI,"Priority_B, CREAM, RealEstate","Experience: 4 years, Transactions: 7, Volume: $683,003",CREAM_RealEstate
Jacob,Mendoza,jacob91@sothebysrealty.com,(816) 306-2935,Compass,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 12 years, Transactions: 49, Volume: $6,553,924",CREAM_RealEstate
Aaron,Garcia,agarcia@berkshirehathawayhs.com,(575) 750-1061,NVR,Virginia Beach,VA,"Priority_C, CREAM, RealEstate","Experience: 12 years, Transactions: 39, Volume: $8,553,579",CREAM_RealEstate
Dennis,Cooper,dennis7@weichert.com,(641) 291-1504,Weichert,Minneapolis,MN,"Priority_B, CREAM, RealEstate","Experience: 13 years, Transactions: 15, Volume: $8,836,543",CREAM_RealEstate
Ryan,Watson,rwatson@exprealty.com,(309) 832-6947,Realty One Group,Cincinnati,OH,"Priority_B, CREAM, RealEstate","Experience: 2 years, Transactions: 10, Volume: $1,675,854",CREAM_RealEstate
Dorothy,Green,dorothy.green@sothebysrealty.com,(330) 445-9045,Sotheby's,Minneapolis,MN,"Priority_B, CREAM, RealEstate","Experience: 17 years, Transactions: 31, Volume: $6,795,982",CREAM_RealEstate
Stephanie,Hernandez,hernandez.stephanie@realtyonegroup.com,(878) 454-2444,eXp Realty,Miami,FL,"Priority_A, CREAM, RealEstate","Experience: 23 years, Transactions: 11, Volume: $5,816,774",CREAM_RealEstate
William,James,william33@kw.com,(405) 760-9338,Century Communities,New Orleans,LA,"Priority_C, CREAM, RealEstate","Experience: 3 years, Transactions: 6, Volume: $1,004,731",CREAM_RealEstate
Linda,Nguyen,nguyen.linda@redfin.com,(207) 681-1484,CalAtlantic Homes,Orlando,FL,"Priority_A, CREAM, RealEstate","Experience: 4 years, Transactions: 3, Volume: $1,829,148",CREAM_RealEstate
George,Anderson,ganderson@realtor.com,(732) 228-3124,Pulte Homes,Chicago,IL,"Priority_A, CREAM, RealEstate","Experience: 21 years, Transactions: 46, Volume: $12,979,783",CREAM_RealEstate
Frank,Wright,frankw@compass.com,(978) 926-1253,Vylla Home,San Antonio,TX,"Priority_B, CREAM, RealEstate","Experience: 12 years, Transactions: 16, Volume: $7,621,900",CREAM_RealEstate
Cynthia,Alvarez,alvarez.cynthia@realtyonegroup.com,(564) 678-4588,Compass,Sacramento,CA,"Priority_B, CREAM, RealEstate","Experience: 14 years, Transactions: 40, Volume: $9,046,854",CREAM_RealEstate
Nancy,Moore,nancy.moore@hotmail.com,(717) 571-2692,Ryan Homes,Riverside,CA,"Priority_B, CREAM, RealEstate","Experience: 11 years, Transactions: 38, Volume: $3,163,298",CREAM_RealEstate
Jonathan,Gutierrez,jonathan76@elliman.com,(615) 678-1793,Lennar,Kansas City,MO,"Priority_B, CREAM, RealEstate","Experience: 4 years, Transactions: 8, Volume: $1,877,797",CREAM_RealEstate
Rebecca,Howard,rebeccah@remax.net,(409) 661-2052,M/I Homes,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 7 years, Transactions: 14, Volume: $10,903,080",CREAM_RealEstate
Samuel,Davis,samueld@exprealty.com,(878) 606-1640,Weichert,Tucson,AZ,"Priority_C, CREAM, RealEstate","Experience: 16 years, Transactions: 28, Volume: $10,731,431",CREAM_RealEstate
Barbara,Garcia,barbara69@berkshirehathawayhs.com,(212) 841-3054,Century 21,San Antonio,TX,"Priority_B, CREAM, RealEstate","Experience: 24 years, Transactions: 21, Volume: $10,948,831",CREAM_RealEstate
Robert,Thomas,robert75@homesmart.com,(843) 761-1411,Tri Pointe Homes,Columbus,OH,"Priority_B, CREAM, RealEstate","Experience: 1 years, Transactions: 1, Volume: $440,832",CREAM_RealEstate
Debra,Gray,debra38@compass.com,(540) 556-1049,Century 21,San Diego,CA,"Priority_A, CREAM, RealEstate","Experience: 8 years, Transactions: 17, Volume: $5,141,164",CREAM_RealEstate
Daniel,Young,daniel.young@redfin.com,(303) 397-6777,M/I Homes,Richmond,VA,"Priority_C, CREAM, RealEstate","Experience: 19 years, Transactions: 42, Volume: $8,950,474",CREAM_RealEstate
Ryan,Hughes,ryanh@kw.com,(571) 270-4799,Compass,Chicago,IL,"Priority_A, CREAM, RealEstate","Experience: 16 years, Transactions: 30, Volume: $5,641,341",CREAM_RealEstate
Heather,Hernandez,hhernandez@elliman.com,(208) 765-6727,Zillow Premier,Los Angeles,CA,"Priority_A, CREAM, RealEstate","Experience: 3 years, Transactions: 3, Volume: $574,072",CREAM_RealEstate
Janet,Long,janetl@remax.net,(585) 602-4571,M/I Homes,San Francisco,CA,"Priority_A, CREAM, RealEstate","Experience: 21 years, Transactions: 37, Volume: $14,730,216",CREAM_RealEstate
Nicholas,Bennett,bennett.nicholas@outlook.com,(201) 504-4944,Century 21,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 22 years, Transactions: 13, Volume: $10,210,149",CREAM_RealEstate
Robert,Castillo,robert27@homesmart.com,(908) 466-5858,Tri Pointe Homes,Salt Lake City,UT,"Priority_B, CREAM, RealEstate","Experience: 14 years, Transactions: 45, Volume: $4,054,591",CREAM_RealEstate
Ryan,Turner,rturner@compass.com,(209) 992-2955,Compass,Oklahoma City,OK,"Priority_C, CREAM, RealEstate","Experience: 20 years, Transactions: 28, Volume: $11,424,704",CREAM_RealEstate
Raymond,Alvarez,raymond.alvarez@realtyonegroup.com,(831) 883-5892,Better Homes & Gardens,Los Angeles,CA,"Priority_A, CREAM, RealEstate","Experience: 10 years, Transactions: 36, Volume: $11,504,278",CREAM_RealEstate
Joshua,Gomez,joshua.gomez@exprealty.com,(415) 341-3493,CalAtlantic Homes,Nashville,TN,"Priority_A, CREAM, RealEstate","Experience: 17 years, Transactions: 35, Volume: $3,211,068",CREAM_RealEstate
Janet,Diaz,jdiaz@realtyonegroup.com,(239) 365-7172,Beazer Homes,Orlando,FL,"Priority_A, CREAM, RealEstate","Experience: 11 years, Transactions: 48, Volume: $13,378,686",CREAM_RealEstate
Timothy,Cruz,tcruz@coldwellbanker.com,(912) 204-5690,Taylor Morrison,Dallas-Fort Worth,TX,"Priority_A, CREAM, RealEstate","Experience: 0 years, Transactions: 5, Volume: $244,140",CREAM_RealEstate
Mark,Reyes,mark60@weichert.com,(610) 778-7142,Tri Pointe Homes,Jacksonville,FL,"Priority_B, CREAM, RealEstate","Experience: 8 years, Transactions: 49, Volume: $5,746,468",CREAM_RealEstate
Brian,Torres,torres.brian@hotmail.com,(870) 854-3030,Compass,Denver,CO,"Priority_A, CREAM, RealEstate","Experience: 17 years, Transactions: 49, Volume: $8,032,631",CREAM_RealEstate
Nancy,Price,nancyp@kw.com,(570) 660-1571,Nest Seekers,St. Louis,MO,"Priority_B, CREAM, RealEstate","Experience: 13 years, Transactions: 23, Volume: $10,754,846",CREAM_RealEstate
Andrew,Lee,andrewl@coldwellbanker.com,(315) 710-4519,Zillow Premier,St. Louis,MO,"Priority_B, CREAM, RealEstate","Experience: 0 years, Transactions: 5, Volume: $177,256",CREAM_RealEstate
