First Name,Last Name,Email,Phone,Company,Address,City,County,State,Zip,Business Type,Website,Source,Priority,Tags,Notes,Scrape Date
Juan,Williams,info@uptownkitchen.com,(512) 995-2701,Uptown Kitchen,9305 Pine St,Houston,Harris County,TX,75197,Kitchen,,TX_Restaurant_Scraper,B,"Restaurant, Kitchen, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Jennifer,Anderson,,(832) 252-7378,El Sushi,1468 Jefferson St,Houston,Harris County,TX,75723,Sushi,,TX_Restaurant_Scraper,B,"Restaurant, Sushi, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Sushi. Target: POS supplies.,2026-04-28
Sarah,Sanchez,,(512) 453-5010,Little Burritos,6250 Commerce St,Houston,Harris County,TX,77016,Burritos,,TX_Restaurant_Scraper,C,"Restaurant, Burritos, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Burritos. Target: POS supplies.,2026-04-28
Paul,Thomas,,(806) 300-2041,Garcia's Smokehouse,5283 Second St,Houston,Harris County,TX,78745,Smokehouse,,TX_Restaurant_Scraper,C,"Restaurant, Smokehouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Smokehouse. Target: POS supplies.,2026-04-28
Luis,Flores,,(972) 698-7166,Downtown Smokehouse,3556 Main St,Houston,Harris County,TX,75436,Smokehouse,https://www.downtownsmokehouse.com,TX_Restaurant_Scraper,C,"Restaurant, Smokehouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Smokehouse. Target: POS supplies.,2026-04-28
Patricia,Gonzalez,,(512) 318-1249,Westside Sushi,7389 Commerce St,Houston,Harris County,TX,75330,Sushi,https://www.westsidesushi.com,TX_Restaurant_Scraper,B,"Restaurant, Sushi, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Sushi. Target: POS supplies.,2026-04-28
William,Flores,info@andersonscafe.com,(806) 623-6725,Anderson's Cafe,7320 Maple Ave,Houston,Harris County,TX,75131,Cafe,,TX_Restaurant_Scraper,B,"Restaurant, Cafe, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Robert,Ramirez,,(281) 303-6454,Perez's Burger,2922 Elm St,Houston,Harris County,TX,75247,Burger,,TX_Restaurant_Scraper,C,"Restaurant, Burger, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Burger. Target: POS supplies.,2026-04-28
William,Anderson,info@housesteakhouse.com,(281) 784-8626,House Steakhouse,1890 Cedar Ave,Houston,Harris County,TX,78276,Steakhouse,,TX_Restaurant_Scraper,B,"Restaurant, Steakhouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
David,Torres,info@bistrocantina.com,(972) 441-5755,Bistro Cantina,3371 Second St,Houston,Harris County,TX,75247,Bistro,,TX_Restaurant_Scraper,C,"Restaurant, Bistro, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Bistro. Target: POS supplies.,2026-04-28
Luis,Jones,,(713) 986-2889,Westside Restaurant,7180 Commerce St,Houston,Harris County,TX,76609,Restaurant,,TX_Restaurant_Scraper,B,"Restaurant, Restaurant, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Restaurant. Target: POS supplies.,2026-04-28
Mark,Garcia,,(915) 434-7106,Riverside Bakery,7766 Market St,Houston,Harris County,TX,75703,Bakery,https://www.riversidebakery.com,TX_Restaurant_Scraper,B,"Restaurant, Bakery, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Luis,Taylor,,(806) 605-5817,The Pizza,6562 Jefferson St,Houston,Harris County,TX,78670,Pizza,,TX_Restaurant_Scraper,A,"Restaurant, Pizza, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Pizza. Target: POS supplies.,2026-04-28
Linda,Flores,,(210) 943-3669,Red Grill,2117 Commerce St,Houston,Harris County,TX,78882,Grill,https://www.redgrill.com,TX_Restaurant_Scraper,A,"Restaurant, Grill, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Grill. Target: POS supplies.,2026-04-28
Sarah,Hernandez,,(972) 306-1057,Jackson's Steakhouse,3861 Washington Blvd,Houston,Harris County,TX,76931,Steakhouse,,TX_Restaurant_Scraper,B,"Restaurant, Steakhouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Jose,Lopez,,(210) 910-8960,Blue Bistro,4431 River Rd,Houston,Harris County,TX,75318,Bistro,https://www.bluebistro.com,TX_Restaurant_Scraper,C,"Restaurant, Bistro, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Bistro. Target: POS supplies.,2026-04-28
Christopher,Gonzalez,,(832) 486-6672,Pueblo Eatery,821 Elm St,Houston,Harris County,TX,76920,Eatery,https://www.puebloeatery.com,TX_Restaurant_Scraper,C,"Restaurant, Eatery, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Eatery. Target: POS supplies.,2026-04-28
Juan,Wilson,,(806) 232-4531,Green Steakhouse,3436 Jefferson St,Houston,Harris County,TX,78545,Steakhouse,,TX_Restaurant_Scraper,C,"Restaurant, Steakhouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Margaret,Martin,,(469) 329-6332,Pueblo Bakery,8235 Industrial Blvd,Houston,Harris County,TX,79112,Bakery,,TX_Restaurant_Scraper,C,"Restaurant, Bakery, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Jose,Martin,,(915) 642-6401,Jones's Eatery,2245 Industrial Blvd,Houston,Harris County,TX,77848,Eatery,https://www.jonesseatery.com,TX_Restaurant_Scraper,B,"Restaurant, Eatery, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Eatery. Target: POS supplies.,2026-04-28
Margaret,Miller,,(956) 658-3179,Ramirez's Sushi,1855 Oak St,Houston,Harris County,TX,76656,Sushi,https://www.ramirezssushi.com,TX_Restaurant_Scraper,A,"Restaurant, Sushi, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Sushi. Target: POS supplies.,2026-04-28
Karen,Jones,info@bigseafood.com,(214) 638-2609,Big Seafood,7174 Cedar Ave,Houston,Harris County,TX,76650,Seafood,,TX_Restaurant_Scraper,C,"Restaurant, Seafood, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Seafood. Target: POS supplies.,2026-04-28
Amanda,Gonzalez,,(281) 707-9122,Red Coffee,7281 Market St,Houston,Harris County,TX,79567,Coffee,,TX_Restaurant_Scraper,C,"Restaurant, Coffee, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Coffee. Target: POS supplies.,2026-04-28
Linda,Smith,,(214) 725-1953,Big Chophouse,4944 Highland Ave,Houston,Harris County,TX,76361,Chophouse,,TX_Restaurant_Scraper,A,"Restaurant, Chophouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Chophouse. Target: POS supplies.,2026-04-28
Jose,Gomez,,(806) 647-8515,Los Coffee,8284 Pine St,Houston,Harris County,TX,77439,Coffee,https://www.loscoffee.com,TX_Restaurant_Scraper,B,"Restaurant, Coffee, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Coffee. Target: POS supplies.,2026-04-28
Betty,Martinez,,(210) 647-8226,Sanchez's Kitchen,1134 Main St,Houston,Harris County,TX,76498,Kitchen,,TX_Restaurant_Scraper,C,"Restaurant, Kitchen, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Carlos,Jackson,,(512) 329-6639,Santa BBQ,7365 Third St,Houston,Harris County,TX,79294,BBQ,,TX_Restaurant_Scraper,B,"Restaurant, BBQ, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Juan,Taylor,,(713) 894-4322,Eastside Chophouse,690 Maple Ave,Houston,Harris County,TX,75277,Chophouse,,TX_Restaurant_Scraper,C,"Restaurant, Chophouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Chophouse. Target: POS supplies.,2026-04-28
Elizabeth,Gonzalez,,(281) 260-5697,Rodriguez's Cafe,4526 Maple Ave,Houston,Harris County,TX,77659,Cafe,,TX_Restaurant_Scraper,B,"Restaurant, Cafe, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Mary,Ramirez,,(713) 768-3620,Flores's Steakhouse,3798 Front St,Houston,Harris County,TX,77992,Steakhouse,,TX_Restaurant_Scraper,B,"Restaurant, Steakhouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Richard,Taylor,,(214) 529-5543,Silver Bakery,6475 First St,Houston,Harris County,TX,76794,Bakery,https://www.silverbakery.com,TX_Restaurant_Scraper,C,"Restaurant, Bakery, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Christopher,Rivera,,(915) 645-2092,Perez's Cafe,7696 Jefferson St,Houston,Harris County,TX,76042,Cafe,,TX_Restaurant_Scraper,A,"Restaurant, Cafe, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Elizabeth,Garcia,info@riversideseafood.com,(956) 775-3662,Riverside Seafood,9259 Second St,Houston,Harris County,TX,75853,Seafood,,TX_Restaurant_Scraper,B,"Restaurant, Seafood, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Seafood. Target: POS supplies.,2026-04-28
Linda,Flores,info@bluesteakhouse.com,(832) 920-8928,Blue Steakhouse,8585 Commerce St,Houston,Harris County,TX,75331,Steakhouse,https://www.bluesteakhouse.com,TX_Restaurant_Scraper,B,"Restaurant, Steakhouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Elizabeth,Jackson,,(915) 820-1441,Blue Cafe,4919 Maple Ave,Houston,Harris County,TX,78130,Cafe,,TX_Restaurant_Scraper,C,"Restaurant, Cafe, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Michelle,Gomez,info@uptownbbq.com,(972) 716-3647,Uptown BBQ,5218 Jefferson St,Houston,Harris County,TX,77340,BBQ,,TX_Restaurant_Scraper,B,"Restaurant, BBQ, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Kimberly,Thomas,,(956) 407-5068,The BBQ,9617 First St,Houston,Harris County,TX,76310,BBQ,https://www.thebbq.com,TX_Restaurant_Scraper,C,"Restaurant, BBQ, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Juan,Lopez,,(832) 991-5056,Riverside Cantina,4046 Main St,Houston,Harris County,TX,77491,Cantina,,TX_Restaurant_Scraper,B,"Restaurant, Cantina, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Cantina. Target: POS supplies.,2026-04-28
Mark,Rodriguez,,(214) 853-4712,San BBQ,6833 Cedar Ave,Houston,Harris County,TX,77840,BBQ,,TX_Restaurant_Scraper,C,"Restaurant, BBQ, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Juan,Thomas,,(469) 266-4140,Eastside Burger,6831 Pine St,Houston,Harris County,TX,75571,Burger,https://www.eastsideburger.com,TX_Restaurant_Scraper,B,"Restaurant, Burger, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Burger. Target: POS supplies.,2026-04-28
Jennifer,Jones,,(281) 999-3244,Westside Bar & Grill,9620 Market St,Houston,Harris County,TX,76223,Bar & Grill,,TX_Restaurant_Scraper,C,"Restaurant, Bar & Grill, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Bar & Grill. Target: POS supplies.,2026-04-28
Maria,Jackson,info@cafeburger.com,(512) 987-5076,Cafe Burger,9479 Washington Blvd,Houston,Harris County,TX,76476,Cafe,https://www.cafeburger.com,TX_Restaurant_Scraper,B,"Restaurant, Cafe, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Mark,Jones,,(469) 749-3708,The Bistro,9956 Second St,Houston,Harris County,TX,78177,Bistro,https://www.thebistro.com,TX_Restaurant_Scraper,C,"Restaurant, Bistro, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Bistro. Target: POS supplies.,2026-04-28
Daniel,Sanchez,,(713) 390-8489,The Tacos,1688 Maple Ave,Houston,Harris County,TX,78439,Tacos,https://www.thetacos.com,TX_Restaurant_Scraper,C,"Restaurant, Tacos, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Tacos. Target: POS supplies.,2026-04-28
Daniel,Moore,,(713) 836-3565,Las Seafood,5069 Broadway,Houston,Harris County,TX,79995,Seafood,https://www.lasseafood.com,TX_Restaurant_Scraper,C,"Restaurant, Seafood, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Seafood. Target: POS supplies.,2026-04-28
Lisa,Lopez,,(214) 376-1493,Pueblo Bar & Grill,1368 River Rd,Houston,Harris County,TX,76947,Bar & Grill,,TX_Restaurant_Scraper,C,"Restaurant, Bar & Grill, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Bar & Grill. Target: POS supplies.,2026-04-28
Pedro,Davis,info@losdiner.com,(806) 876-2524,Los Diner,5652 Third St,Houston,Harris County,TX,76730,Diner,,TX_Restaurant_Scraper,C,"Restaurant, Diner, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Diner. Target: POS supplies.,2026-04-28
Carlos,Hernandez,,(956) 220-6652,Wilson's Tacos,2510 Front St,Houston,Harris County,TX,79476,Tacos,,TX_Restaurant_Scraper,A,"Restaurant, Tacos, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Tacos. Target: POS supplies.,2026-04-28
David,Wilson,,(214) 674-1280,Red Pizza,4850 Elm St,Houston,Harris County,TX,75743,Pizza,,TX_Restaurant_Scraper,A,"Restaurant, Pizza, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Pizza. Target: POS supplies.,2026-04-28
Margaret,Wilson,,(210) 436-6465,Casa Smokehouse,8573 Main St,Houston,Harris County,TX,78899,Smokehouse,,TX_Restaurant_Scraper,A,"Restaurant, Smokehouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Smokehouse. Target: POS supplies.,2026-04-28
James,Taylor,,(832) 687-4650,Garcia's Burritos,7765 Jefferson St,Houston,Harris County,TX,79606,Burritos,,TX_Restaurant_Scraper,C,"Restaurant, Burritos, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Burritos. Target: POS supplies.,2026-04-28
Jessica,Gonzalez,,(972) 539-9654,Pueblo Seafood,3040 Maple Ave,Houston,Harris County,TX,79647,Seafood,,TX_Restaurant_Scraper,A,"Restaurant, Seafood, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Seafood. Target: POS supplies.,2026-04-28
Juan,Wilson,,(469) 824-9623,Hernandez's Chophouse,7043 Jefferson St,Houston,Harris County,TX,77405,Chophouse,https://www.hernandezschophouse.com,TX_Restaurant_Scraper,B,"Restaurant, Chophouse, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Chophouse. Target: POS supplies.,2026-04-28
Karen,Jones,,(806) 320-4929,San Cantina,646 Jefferson St,Houston,Harris County,TX,76088,Cantina,,TX_Restaurant_Scraper,A,"Restaurant, Cantina, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Cantina. Target: POS supplies.,2026-04-28
Jose,Ramirez,,(806) 506-9614,Santa Pizza,9888 Second St,Houston,Harris County,TX,76492,Pizza,,TX_Restaurant_Scraper,A,"Restaurant, Pizza, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Pizza. Target: POS supplies.,2026-04-28
James,Moore,info@spotseafood.com,(956) 805-6606,Spot Seafood,7326 Broadway,Houston,Harris County,TX,77265,Seafood,https://www.spotseafood.com,TX_Restaurant_Scraper,C,"Restaurant, Seafood, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Seafood. Target: POS supplies.,2026-04-28
Daniel,Davis,,(214) 891-4299,Cafe Roadhouse,6299 First St,Houston,Harris County,TX,76869,Cafe,,TX_Restaurant_Scraper,C,"Restaurant, Cafe, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Ana,Martin,,(713) 969-8758,Jones's Sushi,497 River Rd,Houston,Harris County,TX,75485,Sushi,https://www.jonesssushi.com,TX_Restaurant_Scraper,A,"Restaurant, Sushi, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Sushi. Target: POS supplies.,2026-04-28
Linda,Gomez,,(210) 761-3148,Golden Burritos,9601 Oak St,Houston,Harris County,TX,75370,Burritos,https://www.goldenburritos.com,TX_Restaurant_Scraper,B,"Restaurant, Burritos, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Burritos. Target: POS supplies.,2026-04-28
Nancy,Ramirez,info@torressbakery.com,(469) 652-3328,Torres's Bakery,580 Commerce St,Houston,Harris County,TX,75505,Bakery,https://www.torressbakery.com,TX_Restaurant_Scraper,B,"Restaurant, Bakery, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Margaret,Rivera,,(210) 480-8535,The Bar & Grill,746 First St,Houston,Harris County,TX,77520,Bar & Grill,,TX_Restaurant_Scraper,A,"Restaurant, Bar & Grill, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Bar & Grill. Target: POS supplies.,2026-04-28
Luis,Miller,,(972) 229-3701,House Kitchen,5138 Maple Ave,Houston,Harris County,TX,79590,Kitchen,https://www.housekitchen.com,TX_Restaurant_Scraper,A,"Restaurant, Kitchen, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Susan,Martin,,(806) 969-4329,Riverside Tacos,4181 Broadway,Houston,Harris County,TX,79178,Tacos,,TX_Restaurant_Scraper,C,"Restaurant, Tacos, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Tacos. Target: POS supplies.,2026-04-28
Roberto,Thomas,,(972) 321-4987,Gonzalez's Diner,9710 River Rd,Houston,Harris County,TX,77022,Diner,https://www.gonzalezsdiner.com,TX_Restaurant_Scraper,A,"Restaurant, Diner, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Diner. Target: POS supplies.,2026-04-28
Amanda,Thomas,,(956) 558-8706,Grill Sushi,9839 Highland Ave,Houston,Harris County,TX,75558,Grill,,TX_Restaurant_Scraper,A,"Restaurant, Grill, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Grill. Target: POS supplies.,2026-04-28
Patricia,Davis,,(214) 847-7394,Corner Tacos,7222 Jefferson St,Houston,Harris County,TX,75030,Tacos,https://www.cornertacos.com,TX_Restaurant_Scraper,B,"Restaurant, Tacos, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Tacos. Target: POS supplies.,2026-04-28
Robert,Gonzalez,,(469) 457-9612,Brown's Sushi,9516 Elm St,Houston,Harris County,TX,77812,Sushi,,TX_Restaurant_Scraper,C,"Restaurant, Sushi, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Sushi. Target: POS supplies.,2026-04-28
Roberto,Martin,info@jonessburger.com,(713) 890-2591,Jones's Burger,1871 Highland Ave,Houston,Harris County,TX,78414,Burger,,TX_Restaurant_Scraper,B,"Restaurant, Burger, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Burger. Target: POS supplies.,2026-04-28
Carlos,Garcia,info@uptowndiner.com,(956) 867-4519,Uptown Diner,1605 River Rd,Houston,Harris County,TX,75416,Diner,,TX_Restaurant_Scraper,A,"Restaurant, Diner, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Diner. Target: POS supplies.,2026-04-28
Jennifer,Davis,info@thomasscantina.com,(210) 684-3483,Thomas's Cantina,2692 Cedar Ave,Houston,Harris County,TX,79318,Cantina,,TX_Restaurant_Scraper,C,"Restaurant, Cantina, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Cantina. Target: POS supplies.,2026-04-28
Carlos,Ramirez,info@kitchenchophouse.com,(972) 475-7287,Kitchen Chophouse,5746 Washington Blvd,Houston,Harris County,TX,75018,Kitchen,,TX_Restaurant_Scraper,C,"Restaurant, Kitchen, POS_Prospect, TX, Houston",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
