First Name,Last Name,Email,Phone,Company,Address,City,County,State,Zip,Business Type,Website,Source,Priority,Tags,Notes,Scrape Date
Daniel,Flores,,(575) 227-8611,Davis's Smokehouse,7584 Oak St,Albuquerque,Bernalillo County,NM,88065,Smokehouse,,NM_Restaurant_Scraper,A,"Restaurant, Smokehouse, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Smokehouse. Target: POS supplies.,2026-04-28
Amanda,Torres,info@cafebarandgrill.com,(505) 786-7133,Cafe Bar & Grill,381 Market St,Albuquerque,Bernalillo County,NM,87918,Cafe,https://www.cafebarandgrill.com,NM_Restaurant_Scraper,A,"Restaurant, Cafe, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Jennifer,Thomas,,(575) 893-6075,Downtown Seafood,6476 Front St,Albuquerque,Bernalillo County,NM,87788,Seafood,https://www.downtownseafood.com,NM_Restaurant_Scraper,A,"Restaurant, Seafood, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Seafood. Target: POS supplies.,2026-04-28
Karen,Ramirez,,(505) 854-4603,Westside Restaurant,4165 Industrial Blvd,Albuquerque,Bernalillo County,NM,87672,Restaurant,https://www.westsiderestaurant.com,NM_Restaurant_Scraper,C,"Restaurant, Restaurant, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Restaurant. Target: POS supplies.,2026-04-28
Christopher,Brown,,(505) 676-9109,Moore's Coffee,1597 Washington Blvd,Albuquerque,Bernalillo County,NM,87975,Coffee,,NM_Restaurant_Scraper,A,"Restaurant, Coffee, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Coffee. Target: POS supplies.,2026-04-28
Ana,Hernandez,,(505) 855-9819,Torres's Roadhouse,2012 Main St,Albuquerque,Bernalillo County,NM,88115,Roadhouse,,NM_Restaurant_Scraper,C,"Restaurant, Roadhouse, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Roadhouse. Target: POS supplies.,2026-04-28
John,Taylor,,(505) 424-5763,La Taqueria,8566 Main St,Albuquerque,Bernalillo County,NM,87825,Taqueria,,NM_Restaurant_Scraper,A,"Restaurant, Taqueria, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Taqueria. Target: POS supplies.,2026-04-28
Nancy,Jones,info@littlerestaurant.com,(505) 841-3739,Little Restaurant,6446 Oak St,Albuquerque,Bernalillo County,NM,87651,Restaurant,https://www.littlerestaurant.com,NM_Restaurant_Scraper,A,"Restaurant, Restaurant, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Restaurant. Target: POS supplies.,2026-04-28
Robert,Smith,,(575) 431-4987,Riverside Cantina,179 Industrial Blvd,Albuquerque,Bernalillo County,NM,88249,Cantina,,NM_Restaurant_Scraper,B,"Restaurant, Cantina, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Cantina. Target: POS supplies.,2026-04-28
Jessica,Flores,info@cafeburritos.com,(505) 839-5682,Cafe Burritos,3379 Highland Ave,Albuquerque,Bernalillo County,NM,87532,Cafe,,NM_Restaurant_Scraper,A,"Restaurant, Cafe, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
David,Smith,,(575) 239-1514,Smith's Cantina,2040 Highland Ave,Albuquerque,Bernalillo County,NM,88369,Cantina,,NM_Restaurant_Scraper,B,"Restaurant, Cantina, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Cantina. Target: POS supplies.,2026-04-28
Elizabeth,Williams,info@lasdiner.com,(505) 485-7411,Las Diner,2906 Main St,Albuquerque,Bernalillo County,NM,87183,Diner,https://www.lasdiner.com,NM_Restaurant_Scraper,B,"Restaurant, Diner, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Diner. Target: POS supplies.,2026-04-28
Jennifer,Flores,,(505) 575-5118,Downtown Coffee,2731 Main St,Albuquerque,Bernalillo County,NM,87775,Coffee,https://www.downtowncoffee.com,NM_Restaurant_Scraper,C,"Restaurant, Coffee, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Coffee. Target: POS supplies.,2026-04-28
Richard,Perez,,(505) 994-7796,Blue Restaurant,6445 Highland Ave,Albuquerque,Bernalillo County,NM,87634,Restaurant,,NM_Restaurant_Scraper,B,"Restaurant, Restaurant, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Restaurant. Target: POS supplies.,2026-04-28
James,Thomas,,(575) 581-2280,Las Kitchen,8542 Second St,Albuquerque,Bernalillo County,NM,87932,Kitchen,,NM_Restaurant_Scraper,C,"Restaurant, Kitchen, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Jessica,Smith,,(575) 901-8265,Perez's Cafe,4060 Market St,Albuquerque,Bernalillo County,NM,87916,Cafe,,NM_Restaurant_Scraper,B,"Restaurant, Cafe, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Jennifer,Torres,,(505) 204-7366,Flores's Coffee,4283 First St,Albuquerque,Bernalillo County,NM,88299,Coffee,https://www.floresscoffee.com,NM_Restaurant_Scraper,A,"Restaurant, Coffee, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Coffee. Target: POS supplies.,2026-04-28
Daniel,Hernandez,,(505) 399-7617,Golden Bakery,4132 Main St,Albuquerque,Bernalillo County,NM,87386,Bakery,,NM_Restaurant_Scraper,C,"Restaurant, Bakery, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Michael,Moore,,(505) 500-9822,Silver Burritos,5381 Highland Ave,Albuquerque,Bernalillo County,NM,87828,Burritos,,NM_Restaurant_Scraper,B,"Restaurant, Burritos, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Burritos. Target: POS supplies.,2026-04-28
Jennifer,Thomas,,(575) 619-5954,Moore's Bar & Grill,9364 Pine St,Albuquerque,Bernalillo County,NM,87482,Bar & Grill,https://www.mooresbarandgrill.com,NM_Restaurant_Scraper,A,"Restaurant, Bar & Grill, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Bar & Grill. Target: POS supplies.,2026-04-28
Jessica,Gonzalez,,(575) 856-8807,Los Bakery,9462 Broadway,Albuquerque,Bernalillo County,NM,87470,Bakery,https://www.losbakery.com,NM_Restaurant_Scraper,A,"Restaurant, Bakery, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Paul,Hernandez,,(505) 752-8603,Davis's Chophouse,3792 First St,Albuquerque,Bernalillo County,NM,88010,Chophouse,,NM_Restaurant_Scraper,B,"Restaurant, Chophouse, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Chophouse. Target: POS supplies.,2026-04-28
John,Hernandez,info@greenpizza.com,(505) 779-3345,Green Pizza,4003 Main St,Albuquerque,Bernalillo County,NM,88383,Pizza,https://www.greenpizza.com,NM_Restaurant_Scraper,A,"Restaurant, Pizza, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Pizza. Target: POS supplies.,2026-04-28
Anthony,Williams,,(505) 283-7739,Brown's Eatery,3723 Elm St,Albuquerque,Bernalillo County,NM,88263,Eatery,,NM_Restaurant_Scraper,A,"Restaurant, Eatery, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Eatery. Target: POS supplies.,2026-04-28
Roberto,Miller,,(575) 411-3169,Moore's BBQ,7805 Pine St,Albuquerque,Bernalillo County,NM,88402,BBQ,,NM_Restaurant_Scraper,B,"Restaurant, BBQ, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Betty,Garcia,,(575) 821-2008,Bistro Cafe,1528 Pine St,Albuquerque,Bernalillo County,NM,88022,Cafe,https://www.bistrocafe.com,NM_Restaurant_Scraper,B,"Restaurant, Cafe, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Jennifer,Smith,,(505) 610-7111,San Tacos,8361 Cedar Ave,Albuquerque,Bernalillo County,NM,87995,Tacos,https://www.santacos.com,NM_Restaurant_Scraper,C,"Restaurant, Tacos, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Tacos. Target: POS supplies.,2026-04-28
Maria,Martin,info@hernandezssteakhouse.com,(505) 639-3772,Hernandez's Steakhouse,9798 Washington Blvd,Albuquerque,Bernalillo County,NM,87755,Steakhouse,,NM_Restaurant_Scraper,A,"Restaurant, Steakhouse, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Christopher,Martinez,,(505) 709-5449,Pueblo BBQ,8311 Commerce St,Albuquerque,Bernalillo County,NM,87010,BBQ,https://www.pueblobbq.com,NM_Restaurant_Scraper,C,"Restaurant, BBQ, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
David,Miller,,(575) 931-5335,Spot Burger,9861 Highland Ave,Albuquerque,Bernalillo County,NM,87758,Burger,https://www.spotburger.com,NM_Restaurant_Scraper,A,"Restaurant, Burger, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Burger. Target: POS supplies.,2026-04-28
Karen,Jackson,,(575) 493-4931,The Bistro,8460 Market St,Albuquerque,Bernalillo County,NM,87683,Bistro,,NM_Restaurant_Scraper,B,"Restaurant, Bistro, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Bistro. Target: POS supplies.,2026-04-28
Daniel,Smith,,(505) 206-2889,Bistro Cantina,7371 Maple Ave,Albuquerque,Bernalillo County,NM,88381,Bistro,,NM_Restaurant_Scraper,A,"Restaurant, Bistro, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Bistro. Target: POS supplies.,2026-04-28
Richard,Garcia,,(505) 505-5219,Moore's Pizza,6735 Market St,Albuquerque,Bernalillo County,NM,88133,Pizza,,NM_Restaurant_Scraper,A,"Restaurant, Pizza, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Pizza. Target: POS supplies.,2026-04-28
Maria,Moore,info@puebloseafood.com,(505) 382-3176,Pueblo Seafood,9731 Front St,Albuquerque,Bernalillo County,NM,88243,Seafood,,NM_Restaurant_Scraper,C,"Restaurant, Seafood, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Seafood. Target: POS supplies.,2026-04-28
Elizabeth,Davis,info@wilsonstaqueria.com,(575) 646-9732,Wilson's Taqueria,7028 Maple Ave,Albuquerque,Bernalillo County,NM,87786,Taqueria,https://www.wilsonstaqueria.com,NM_Restaurant_Scraper,C,"Restaurant, Taqueria, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Taqueria. Target: POS supplies.,2026-04-28
Carlos,Sanchez,,(505) 897-7776,Brown's Burger,4940 Jefferson St,Albuquerque,Bernalillo County,NM,87431,Burger,,NM_Restaurant_Scraper,A,"Restaurant, Burger, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Burger. Target: POS supplies.,2026-04-28
Michael,Johnson,,(575) 830-7918,Hernandez's Grill,9466 River Rd,Albuquerque,Bernalillo County,NM,88425,Grill,,NM_Restaurant_Scraper,A,"Restaurant, Grill, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Grill. Target: POS supplies.,2026-04-28
Luis,Ramirez,,(575) 560-4690,Sunset Diner,5470 Pine St,Albuquerque,Bernalillo County,NM,87996,Diner,,NM_Restaurant_Scraper,C,"Restaurant, Diner, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Diner. Target: POS supplies.,2026-04-28
Pedro,Moore,,(505) 204-6423,Spot Taqueria,3582 Washington Blvd,Albuquerque,Bernalillo County,NM,87267,Taqueria,https://www.spottaqueria.com,NM_Restaurant_Scraper,A,"Restaurant, Taqueria, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Taqueria. Target: POS supplies.,2026-04-28
Maria,Flores,,(505) 507-2378,Davis's Steakhouse,4303 Washington Blvd,Albuquerque,Bernalillo County,NM,88074,Steakhouse,,NM_Restaurant_Scraper,A,"Restaurant, Steakhouse, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Juan,Johnson,info@thechophouse.com,(505) 260-2244,The Chophouse,4659 Front St,Albuquerque,Bernalillo County,NM,88070,Chophouse,https://www.thechophouse.com,NM_Restaurant_Scraper,B,"Restaurant, Chophouse, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Chophouse. Target: POS supplies.,2026-04-28
Jose,Jones,,(505) 423-6206,El Steakhouse,2338 River Rd,Albuquerque,Bernalillo County,NM,88471,Steakhouse,,NM_Restaurant_Scraper,C,"Restaurant, Steakhouse, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Lisa,Williams,,(505) 455-7149,Taylor's Sushi,7772 Jefferson St,Albuquerque,Bernalillo County,NM,88272,Sushi,,NM_Restaurant_Scraper,B,"Restaurant, Sushi, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Sushi. Target: POS supplies.,2026-04-28
Sarah,Sanchez,info@redcafe.com,(575) 326-1845,Red Cafe,9426 Commerce St,Albuquerque,Bernalillo County,NM,87351,Cafe,https://www.redcafe.com,NM_Restaurant_Scraper,A,"Restaurant, Cafe, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Paul,Thomas,,(575) 890-5262,Green Smokehouse,4986 Washington Blvd,Albuquerque,Bernalillo County,NM,87496,Smokehouse,https://www.greensmokehouse.com,NM_Restaurant_Scraper,A,"Restaurant, Smokehouse, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Smokehouse. Target: POS supplies.,2026-04-28
Sarah,Johnson,info@uptowneatery.com,(575) 373-8965,Uptown Eatery,6349 Highland Ave,Albuquerque,Bernalillo County,NM,88376,Eatery,,NM_Restaurant_Scraper,A,"Restaurant, Eatery, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Eatery. Target: POS supplies.,2026-04-28
Richard,Garcia,,(575) 276-8221,San Smokehouse,5710 Main St,Albuquerque,Bernalillo County,NM,88020,Smokehouse,,NM_Restaurant_Scraper,B,"Restaurant, Smokehouse, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Smokehouse. Target: POS supplies.,2026-04-28
Jennifer,Garcia,,(575) 659-7680,Silver Grill,5096 First St,Albuquerque,Bernalillo County,NM,87616,Grill,,NM_Restaurant_Scraper,C,"Restaurant, Grill, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Grill. Target: POS supplies.,2026-04-28
Jessica,Davis,,(575) 950-1083,Casa Grill,7728 Front St,Albuquerque,Bernalillo County,NM,87547,Grill,https://www.casagrill.com,NM_Restaurant_Scraper,A,"Restaurant, Grill, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Grill. Target: POS supplies.,2026-04-28
Nancy,Flores,,(505) 933-9091,Smith's Seafood,1043 Market St,Albuquerque,Bernalillo County,NM,88397,Seafood,,NM_Restaurant_Scraper,A,"Restaurant, Seafood, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Seafood. Target: POS supplies.,2026-04-28
Maria,Taylor,,(505) 513-3972,La Grill,7685 Broadway,Albuquerque,Bernalillo County,NM,87455,Grill,,NM_Restaurant_Scraper,C,"Restaurant, Grill, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Grill. Target: POS supplies.,2026-04-28
Karen,Rodriguez,,(575) 505-1071,Big Pizza,3924 First St,Albuquerque,Bernalillo County,NM,87718,Pizza,,NM_Restaurant_Scraper,C,"Restaurant, Pizza, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Pizza. Target: POS supplies.,2026-04-28
Margaret,Flores,,(575) 874-8126,El Bar & Grill,1478 Third St,Albuquerque,Bernalillo County,NM,87215,Bar & Grill,https://www.elbarandgrill.com,NM_Restaurant_Scraper,A,"Restaurant, Bar & Grill, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Bar & Grill. Target: POS supplies.,2026-04-28
Lisa,Hernandez,,(505) 540-3725,Brown's BBQ,2962 First St,Albuquerque,Bernalillo County,NM,87612,BBQ,,NM_Restaurant_Scraper,B,"Restaurant, BBQ, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Kimberly,Gomez,,(505) 318-5658,Miller's Restaurant,7395 Jefferson St,Albuquerque,Bernalillo County,NM,88117,Restaurant,,NM_Restaurant_Scraper,A,"Restaurant, Restaurant, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Restaurant. Target: POS supplies.,2026-04-28
Karen,Williams,,(505) 588-8264,Smith's Coffee,9307 Cedar Ave,Albuquerque,Bernalillo County,NM,88349,Coffee,,NM_Restaurant_Scraper,A,"Restaurant, Coffee, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Coffee. Target: POS supplies.,2026-04-28
Matthew,Hernandez,,(575) 695-2901,Miller's Taqueria,4489 Market St,Albuquerque,Bernalillo County,NM,88228,Taqueria,,NM_Restaurant_Scraper,C,"Restaurant, Taqueria, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Taqueria. Target: POS supplies.,2026-04-28
Ana,Brown,,(575) 876-3420,Blue Steakhouse,6882 Highland Ave,Albuquerque,Bernalillo County,NM,87456,Steakhouse,,NM_Restaurant_Scraper,B,"Restaurant, Steakhouse, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Jessica,Taylor,,(575) 892-9998,Red Grill,6257 Industrial Blvd,Albuquerque,Bernalillo County,NM,87810,Grill,,NM_Restaurant_Scraper,C,"Restaurant, Grill, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Grill. Target: POS supplies.,2026-04-28
Mark,Rivera,info@johnsonsbakery.com,(575) 448-3426,Johnson's Bakery,324 Maple Ave,Albuquerque,Bernalillo County,NM,87025,Bakery,,NM_Restaurant_Scraper,B,"Restaurant, Bakery, POS_Prospect, NM, Albuquerque",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
