First Name,Last Name,Email,Phone,Company,Address,City,County,State,Zip,Business Type,Website,Source,Priority,Tags,Notes,Scrape Date
William,Williams,,(971) 483-6585,Williams's Sushi,3382 Maple Ave,Portland,Multnomah County,OR,97667,Sushi,,OR_Restaurant_Scraper,B,"Restaurant, Sushi, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Sushi. Target: POS supplies.,2026-04-28
Mark,Torres,,(971) 911-1075,Kitchen Steakhouse,9952 Jefferson St,Portland,Multnomah County,OR,97909,Kitchen,https://www.kitchensteakhouse.com,OR_Restaurant_Scraper,B,"Restaurant, Kitchen, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Karen,Flores,,(541) 215-8691,Corner Roadhouse,8802 Front St,Portland,Multnomah County,OR,97486,Roadhouse,https://www.cornerroadhouse.com,OR_Restaurant_Scraper,A,"Restaurant, Roadhouse, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Roadhouse. Target: POS supplies.,2026-04-28
Nancy,Rivera,,(503) 490-7149,Westside Bakery,8248 First St,Portland,Multnomah County,OR,97316,Bakery,,OR_Restaurant_Scraper,C,"Restaurant, Bakery, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Paul,Sanchez,,(971) 366-6743,Riverside Burritos,7751 Second St,Portland,Multnomah County,OR,97842,Burritos,https://www.riversideburritos.com,OR_Restaurant_Scraper,C,"Restaurant, Burritos, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Burritos. Target: POS supplies.,2026-04-28
Michelle,Garcia,,(541) 202-6679,Green Bistro,2242 Market St,Portland,Multnomah County,OR,97408,Bistro,,OR_Restaurant_Scraper,C,"Restaurant, Bistro, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Bistro. Target: POS supplies.,2026-04-28
John,Ramirez,,(541) 779-5267,Grill Eatery,4032 Jefferson St,Portland,Multnomah County,OR,97100,Eatery,,OR_Restaurant_Scraper,C,"Restaurant, Eatery, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Eatery. Target: POS supplies.,2026-04-28
Robert,Perez,info@casakitchen.com,(541) 455-6770,Casa Kitchen,1447 Third St,Portland,Multnomah County,OR,97321,Kitchen,https://www.casakitchen.com,OR_Restaurant_Scraper,A,"Restaurant, Kitchen, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Christopher,Jackson,,(503) 719-2012,Los Kitchen,7316 Front St,Portland,Multnomah County,OR,97070,Kitchen,,OR_Restaurant_Scraper,A,"Restaurant, Kitchen, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Elizabeth,Johnson,info@littleeatery.com,(971) 211-5665,Little Eatery,8331 Main St,Portland,Multnomah County,OR,97924,Eatery,,OR_Restaurant_Scraper,A,"Restaurant, Eatery, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Eatery. Target: POS supplies.,2026-04-28
Michelle,Davis,,(971) 951-8347,Westside Bistro,4896 Washington Blvd,Portland,Multnomah County,OR,97720,Bistro,https://www.westsidebistro.com,OR_Restaurant_Scraper,B,"Restaurant, Bistro, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Bistro. Target: POS supplies.,2026-04-28
Donna,Torres,,(971) 732-8271,Gomez's Steakhouse,9205 Maple Ave,Portland,Multnomah County,OR,97374,Steakhouse,,OR_Restaurant_Scraper,B,"Restaurant, Steakhouse, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Mark,Jones,,(503) 370-6818,Los Bakery,3212 River Rd,Portland,Multnomah County,OR,97179,Bakery,,OR_Restaurant_Scraper,C,"Restaurant, Bakery, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Betty,Martin,,(503) 961-7883,Santa Bistro,1951 River Rd,Portland,Multnomah County,OR,97064,Bistro,https://www.santabistro.com,OR_Restaurant_Scraper,A,"Restaurant, Bistro, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Bistro. Target: POS supplies.,2026-04-28
Patricia,Smith,,(971) 314-5821,Miller's Burger,7864 Industrial Blvd,Portland,Multnomah County,OR,97934,Burger,,OR_Restaurant_Scraper,B,"Restaurant, Burger, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Burger. Target: POS supplies.,2026-04-28
Mary,Sanchez,,(541) 236-6976,Little Bar & Grill,7771 Main St,Portland,Multnomah County,OR,97526,Bar & Grill,,OR_Restaurant_Scraper,A,"Restaurant, Bar & Grill, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Bar & Grill. Target: POS supplies.,2026-04-28
Matthew,Jones,,(503) 567-2227,House Coffee,1022 Industrial Blvd,Portland,Multnomah County,OR,97279,Coffee,,OR_Restaurant_Scraper,C,"Restaurant, Coffee, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Coffee. Target: POS supplies.,2026-04-28
Donna,Rodriguez,,(971) 698-9482,Santa Bakery,307 Washington Blvd,Portland,Multnomah County,OR,97856,Bakery,,OR_Restaurant_Scraper,C,"Restaurant, Bakery, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Paul,Anderson,info@uptownsushi.com,(541) 435-4494,Uptown Sushi,1442 Industrial Blvd,Portland,Multnomah County,OR,97204,Sushi,,OR_Restaurant_Scraper,A,"Restaurant, Sushi, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Sushi. Target: POS supplies.,2026-04-28
William,Anderson,info@bigchophouse.com,(971) 938-2420,Big Chophouse,8185 Second St,Portland,Multnomah County,OR,97143,Chophouse,,OR_Restaurant_Scraper,B,"Restaurant, Chophouse, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Chophouse. Target: POS supplies.,2026-04-28
Susan,Anderson,,(971) 805-5902,Smith's Kitchen,717 Cedar Ave,Portland,Multnomah County,OR,97448,Kitchen,,OR_Restaurant_Scraper,B,"Restaurant, Kitchen, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Luis,Williams,,(541) 256-7401,Corner Bar & Grill,317 Second St,Portland,Multnomah County,OR,97504,Bar & Grill,https://www.cornerbarandgrill.com,OR_Restaurant_Scraper,C,"Restaurant, Bar & Grill, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Bar & Grill. Target: POS supplies.,2026-04-28
Lisa,Brown,,(503) 830-9300,Rivera's Bakery,3415 Pine St,Portland,Multnomah County,OR,97950,Bakery,https://www.riverasbakery.com,OR_Restaurant_Scraper,B,"Restaurant, Bakery, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Susan,Gomez,,(503) 564-9520,Little Pizza,1294 Second St,Portland,Multnomah County,OR,97513,Pizza,,OR_Restaurant_Scraper,C,"Restaurant, Pizza, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Pizza. Target: POS supplies.,2026-04-28
Daniel,Brown,info@bluetaqueria.com,(541) 268-2490,Blue Taqueria,1422 Cedar Ave,Portland,Multnomah County,OR,97968,Taqueria,,OR_Restaurant_Scraper,A,"Restaurant, Taqueria, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Taqueria. Target: POS supplies.,2026-04-28
Roberto,Moore,,(541) 902-7149,Corner BBQ,2177 Elm St,Portland,Multnomah County,OR,97722,BBQ,,OR_Restaurant_Scraper,C,"Restaurant, BBQ, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Pedro,Williams,,(541) 422-3591,Las BBQ,3810 Industrial Blvd,Portland,Multnomah County,OR,97671,BBQ,https://www.lasbbq.com,OR_Restaurant_Scraper,A,"Restaurant, BBQ, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Patricia,Perez,,(541) 512-8065,Kitchen Chophouse,441 Cedar Ave,Portland,Multnomah County,OR,97529,Kitchen,https://www.kitchenchophouse.com,OR_Restaurant_Scraper,C,"Restaurant, Kitchen, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Elizabeth,Ramirez,,(503) 301-6060,Davis's Burritos,5363 Washington Blvd,Portland,Multnomah County,OR,97860,Burritos,https://www.davissburritos.com,OR_Restaurant_Scraper,B,"Restaurant, Burritos, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Burritos. Target: POS supplies.,2026-04-28
Luis,Rodriguez,,(971) 673-9174,Perez's BBQ,7020 First St,Portland,Multnomah County,OR,97464,BBQ,,OR_Restaurant_Scraper,C,"Restaurant, BBQ, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Richard,Taylor,,(541) 973-4714,Torres's Eatery,9122 Jefferson St,Portland,Multnomah County,OR,97369,Eatery,https://www.torresseatery.com,OR_Restaurant_Scraper,A,"Restaurant, Eatery, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Eatery. Target: POS supplies.,2026-04-28
Susan,Thomas,info@lascafe.com,(971) 929-4308,Las Cafe,1609 Market St,Portland,Multnomah County,OR,97080,Cafe,https://www.lascafe.com,OR_Restaurant_Scraper,B,"Restaurant, Cafe, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Cafe. Target: POS supplies.,2026-04-28
Robert,Perez,,(971) 300-4703,Miller's Seafood,7908 First St,Portland,Multnomah County,OR,97448,Seafood,,OR_Restaurant_Scraper,A,"Restaurant, Seafood, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Seafood. Target: POS supplies.,2026-04-28
Sarah,Torres,info@grilldiner.com,(541) 481-7001,Grill Diner,2407 Oak St,Portland,Multnomah County,OR,97206,Diner,https://www.grilldiner.com,OR_Restaurant_Scraper,C,"Restaurant, Diner, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Diner. Target: POS supplies.,2026-04-28
Barbara,Rivera,,(971) 726-4714,Las Diner,1514 Jefferson St,Portland,Multnomah County,OR,97188,Diner,,OR_Restaurant_Scraper,A,"Restaurant, Diner, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Diner. Target: POS supplies.,2026-04-28
Juan,Moore,,(541) 978-4589,Downtown Bakery,6386 Market St,Portland,Multnomah County,OR,97732,Bakery,,OR_Restaurant_Scraper,A,"Restaurant, Bakery, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Bakery. Target: POS supplies.,2026-04-28
Michael,Miller,,(971) 467-3465,Gonzalez's Burritos,5157 First St,Portland,Multnomah County,OR,97213,Burritos,,OR_Restaurant_Scraper,B,"Restaurant, Burritos, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Burritos. Target: POS supplies.,2026-04-28
Michelle,Martin,info@grillburritos.com,(971) 303-7794,Grill Burritos,9123 Market St,Portland,Multnomah County,OR,97789,Grill,,OR_Restaurant_Scraper,B,"Restaurant, Grill, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Grill. Target: POS supplies.,2026-04-28
William,Flores,,(541) 549-8445,Sunset BBQ,6420 Highland Ave,Portland,Multnomah County,OR,97373,BBQ,,OR_Restaurant_Scraper,C,"Restaurant, BBQ, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Matthew,Martin,info@housebbq.com,(503) 653-8930,House BBQ,4980 Third St,Portland,Multnomah County,OR,97685,BBQ,,OR_Restaurant_Scraper,A,"Restaurant, BBQ, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: BBQ. Target: POS supplies.,2026-04-28
Michelle,Ramirez,,(971) 726-7802,Torres's Grill,9804 Elm St,Portland,Multnomah County,OR,97271,Grill,,OR_Restaurant_Scraper,C,"Restaurant, Grill, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Grill. Target: POS supplies.,2026-04-28
Steven,Miller,,(503) 217-5109,Silver Diner,2095 Cedar Ave,Portland,Multnomah County,OR,97241,Diner,,OR_Restaurant_Scraper,C,"Restaurant, Diner, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Diner. Target: POS supplies.,2026-04-28
Lisa,Martin,,(503) 521-5252,Westside Steakhouse,1958 Elm St,Portland,Multnomah County,OR,97290,Steakhouse,,OR_Restaurant_Scraper,C,"Restaurant, Steakhouse, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Susan,Jackson,,(971) 286-4074,Kitchen Seafood,7926 First St,Portland,Multnomah County,OR,97530,Kitchen,,OR_Restaurant_Scraper,B,"Restaurant, Kitchen, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Margaret,Taylor,,(971) 622-4575,House Diner,4608 Oak St,Portland,Multnomah County,OR,97176,Diner,https://www.housediner.com,OR_Restaurant_Scraper,B,"Restaurant, Diner, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Diner. Target: POS supplies.,2026-04-28
Steven,Davis,,(541) 962-8933,Thomas's Smokehouse,4819 Broadway,Portland,Multnomah County,OR,97077,Smokehouse,,OR_Restaurant_Scraper,B,"Restaurant, Smokehouse, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Smokehouse. Target: POS supplies.,2026-04-28
Lisa,Gomez,,(971) 582-8001,Hernandez's Steakhouse,1127 Highland Ave,Portland,Multnomah County,OR,97346,Steakhouse,,OR_Restaurant_Scraper,A,"Restaurant, Steakhouse, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Steakhouse. Target: POS supplies.,2026-04-28
Elizabeth,Wilson,,(503) 821-8485,Eastside Kitchen,6555 Jefferson St,Portland,Multnomah County,OR,97432,Kitchen,,OR_Restaurant_Scraper,C,"Restaurant, Kitchen, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Kitchen. Target: POS supplies.,2026-04-28
Mary,Wilson,,(541) 755-9629,El Cantina,6162 Maple Ave,Portland,Multnomah County,OR,97283,Cantina,,OR_Restaurant_Scraper,A,"Restaurant, Cantina, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Cantina. Target: POS supplies.,2026-04-28
Betty,Martin,,(541) 761-2291,Silver Eatery,6138 Second St,Portland,Multnomah County,OR,97324,Eatery,https://www.silvereatery.com,OR_Restaurant_Scraper,C,"Restaurant, Eatery, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Eatery. Target: POS supplies.,2026-04-28
Betty,Torres,,(541) 390-6672,Westside Seafood,9270 Maple Ave,Portland,Multnomah County,OR,97975,Seafood,https://www.westsideseafood.com,OR_Restaurant_Scraper,C,"Restaurant, Seafood, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Seafood. Target: POS supplies.,2026-04-28
Jennifer,Johnson,,(971) 374-9001,Riverside Sushi,7879 Elm St,Portland,Multnomah County,OR,97204,Sushi,https://www.riversidesushi.com,OR_Restaurant_Scraper,B,"Restaurant, Sushi, POS_Prospect, OR, Portland",Auto-generated lead for PSDepot outreach. Type: Sushi. Target: POS supplies.,2026-04-28
